Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,"0.078 [0.057,0.099]",2.265e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.076 [0.056,0.097]",2.750e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,"0.071 [0.050,0.093]",1.866e-07,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,"0.059 [0.038,0.081]",3.161e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,"0.059 [0.037,0.081]",4.057e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-PL%,"0.049 [0.029,0.070]",0.010,*,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-C%,"-0.046 [-0.067,-0.025]",0.050,*,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-CE,"-0.048 [-0.068,-0.027]",0.027,*,Cholesteryl Esters in Small HDL
XS-VLDL-FC%,"-0.048 [-0.069,-0.028]",0.018,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-C,"-0.048 [-0.069,-0.028]",0.018,*,Cholesterol in Small HDL
XL-VLDL-P,"-0.049 [-0.071,-0.027]",0.049,*,Concentration of Very Large VLDL Particles
XL-VLDL-L,"-0.051 [-0.073,-0.029]",0.020,*,Total-Lipids in Very Large VLDL
SFA,"-0.051 [-0.072,-0.030]",0.006,**,Saturated Fatty Acids
S-HDL-P,"-0.051 [-0.072,-0.030]",0.005,**,Concentration of Small HDL Particles
L-VLDL-TG,"-0.052 [-0.073,-0.030]",0.012,*,Triglycerides in Large VLDL
M-VLDL-FC%,"-0.052 [-0.073,-0.031]",0.004,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,"-0.053 [-0.074,-0.033]",0.002,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-PL,"-0.054 [-0.075,-0.033]",0.002,**,Phospholipids in Very Small VLDL
S-VLDL-C%,"-0.054 [-0.075,-0.033]",0.001,**,Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-PL,"-0.054 [-0.076,-0.032]",0.005,**,Phospholipids in Very Large VLDL
L-VLDL-P,"-0.055 [-0.076,-0.033]",0.003,**,Concentration of Large VLDL Particles
L-VLDL-PL,"-0.055 [-0.077,-0.033]",0.004,**,Phospholipids in Large VLDL
M-VLDL-TG,"-0.056 [-0.077,-0.034]",0.001,**,Triglycerides in Medium VLDL
Phosphoglyc,"-0.056 [-0.078,-0.035]",0.001,**,Phosphoglycerides
S-VLDL-P,"-0.057 [-0.079,-0.036]",4.520e-04,***,Concentration of Small VLDL Particles
XL-VLDL-FC,"-0.058 [-0.080,-0.036]",6.924e-04,***,Free Cholesterol in Very Large VLDL
M-VLDL-PL%,"-0.058 [-0.079,-0.038]",1.117e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
PC,"-0.059 [-0.080,-0.037]",5.725e-04,***,Phosphatidylcholines
L-VLDL-L,"-0.059 [-0.081,-0.037]",4.657e-04,***,Total-Lipids in Large VLDL
DHA,"-0.059 [-0.082,-0.037]",7.187e-04,***,Docosahexaenoic Acid
M-LDL-CE%,"-0.060 [-0.081,-0.039]",8.229e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-CE%,"-0.061 [-0.082,-0.040]",5.429e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-VLDL-FC,"-0.061 [-0.083,-0.039]",1.949e-04,***,Free Cholesterol in Large VLDL
Total-FA,"-0.061 [-0.082,-0.040]",4.667e-05,***,Total-Fatty Acids
XS-VLDL-C%,"-0.061 [-0.082,-0.040]",5.020e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-L,"-0.061 [-0.082,-0.040]",5.967e-05,***,Total-Lipids in Very Small VLDL
Cholines,"-0.062 [-0.083,-0.040]",1.099e-04,***,Total-Cholines
XS-VLDL-P,"-0.063 [-0.084,-0.042]",2.048e-05,***,Concentration of Very Small VLDL Particles
SM,"-0.063 [-0.085,-0.041]",8.373e-05,***,Sphingomyelins
S-VLDL-L,"-0.064 [-0.085,-0.043]",1.043e-05,***,Total-Lipids in Small VLDL
XS-VLDL-FC,"-0.065 [-0.086,-0.044]",7.022e-06,***,Free Cholesterol in Very Small VLDL
L-LDL-CE%,"-0.065 [-0.086,-0.045]",1.304e-06,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-VLDL-FC%,"-0.066 [-0.087,-0.045]",4.087e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,"-0.066 [-0.088,-0.045]",6.317e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
VLDL-L,"-0.066 [-0.088,-0.045]",4.071e-06,***,Total-Lipids in VLDL
Omega-3,"-0.067 [-0.089,-0.045]",1.040e-05,***,Omega-3 Fatty Acids
L-VLDL-C,"-0.068 [-0.090,-0.046]",3.070e-06,***,Cholesterol in Large VLDL
XL-VLDL-C,"-0.068 [-0.090,-0.046]",3.236e-06,***,Cholesterol in Very Large VLDL
VLDL-P,"-0.070 [-0.091,-0.048]",3.884e-07,***,Concentration of VLDL Particles
VLDL-PL,"-0.071 [-0.092,-0.049]",2.836e-07,***,Phospholipids in VLDL
IDL-CE%,"-0.071 [-0.091,-0.051]",1.112e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,"-0.071 [-0.092,-0.051]",1.249e-08,***,Cholesterol to Total-Lipids in IDL percentage
Total-PL,"-0.073 [-0.094,-0.051]",9.622e-08,***,Total-Phospholipids in Lipoprotein Particles
L-VLDL-CE,"-0.073 [-0.094,-0.051]",1.169e-07,***,Cholesteryl Esters in Large VLDL
S-VLDL-CE,"-0.073 [-0.094,-0.052]",3.599e-08,***,Cholesteryl Esters in Small VLDL
XS-VLDL-C,"-0.074 [-0.095,-0.053]",4.029e-08,***,Cholesterol in Very Small VLDL
ApoB/ApoA1,"-0.074 [-0.095,-0.053]",2.338e-08,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-C%,"-0.074 [-0.094,-0.054]",1.943e-09,***,Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-CE,"-0.075 [-0.096,-0.053]",4.699e-08,***,Cholesteryl Esters in Very Large VLDL
LA,"-0.075 [-0.096,-0.054]",4.931e-09,***,Linoleic Acid
XS-VLDL-CE,"-0.077 [-0.098,-0.055]",9.687e-09,***,Cholesteryl Esters in Very Small VLDL
VLDL-FC,"-0.077 [-0.098,-0.056]",3.358e-09,***,Free Cholesterol in VLDL
S-VLDL-PL,"-0.078 [-0.099,-0.057]",1.693e-09,***,Phospholipids in Small VLDL
Omega-6,"-0.078 [-0.099,-0.057]",1.778e-09,***,Omega-6 Fatty Acids
S-VLDL-C,"-0.078 [-0.099,-0.057]",1.185e-09,***,Cholesterol in Small VLDL
M-LDL-C%,"-0.079 [-0.099,-0.059]",2.423e-11,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-L,"-0.081 [-0.102,-0.060]",1.612e-10,***,Total-Lipids in Medium VLDL
VLDL-C,"-0.082 [-0.103,-0.061]",4.737e-11,***,VLDL Cholesterol
Total-L,"-0.082 [-0.103,-0.062]",1.585e-11,***,Total-Lipids in Lipoprotein Particles
VLDL-CE,"-0.083 [-0.104,-0.063]",1.497e-11,***,Cholesteryl Esters in VLDL
PUFA,"-0.084 [-0.105,-0.062]",4.208e-11,***,Polyunsaturated Fatty Acids
S-VLDL-FC,"-0.084 [-0.105,-0.063]",1.149e-11,***,Free Cholesterol in Small VLDL
M-VLDL-P,"-0.085 [-0.106,-0.064]",1.137e-11,***,Concentration of Medium VLDL Particles
IDL-PL,"-0.085 [-0.107,-0.064]",1.428e-11,***,Phospholipids in IDL
L-LDL-C%,"-0.086 [-0.107,-0.065]",3.411e-12,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL,"-0.086 [-0.107,-0.065]",3.015e-12,***,Phospholipids in Medium VLDL
M-LDL-P,"-0.088 [-0.109,-0.067]",4.973e-13,***,Concentration of Medium LDL Particles
IDL-FC,"-0.088 [-0.110,-0.067]",1.315e-12,***,Free Cholesterol in IDL
M-VLDL-FC,"-0.088 [-0.109,-0.067]",5.044e-13,***,Free Cholesterol in Medium VLDL
S-LDL-P,"-0.088 [-0.109,-0.068]",4.222e-13,***,Concentration of Small LDL Particles
IDL-L,"-0.089 [-0.110,-0.068]",4.492e-13,***,Total-Lipids in IDL
L-LDL-P,"-0.089 [-0.110,-0.068]",4.345e-13,***,Concentration of Large LDL Particles
M-VLDL-CE,"-0.089 [-0.110,-0.068]",2.567e-13,***,Cholesteryl Esters in Medium VLDL
IDL-P,"-0.090 [-0.111,-0.069]",9.021e-14,***,Concentration of IDL Particles
S-LDL-PL,"-0.090 [-0.111,-0.069]",6.279e-14,***,Phospholipids in Small LDL
Total-CE,"-0.090 [-0.111,-0.070]",7.975e-14,***,Total-Esterified Cholesterol
LDL-P,"-0.090 [-0.111,-0.070]",7.985e-14,***,Concentration of LDL Particles
Total-C,"-0.091 [-0.112,-0.070]",2.999e-14,***,Total-Cholesterol
M-VLDL-C,"-0.091 [-0.112,-0.070]",3.803e-14,***,Cholesterol in Medium VLDL
IDL-C,"-0.091 [-0.112,-0.070]",5.943e-14,***,Cholesterol in IDL
Remnant-C,"-0.091 [-0.112,-0.071]",1.119e-14,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FC,"-0.091 [-0.112,-0.071]",3.036e-14,***,Total-Free Cholesterol
IDL-CE,"-0.091 [-0.112,-0.070]",5.745e-14,***,Cholesteryl Esters in IDL
ApoB,"-0.091 [-0.112,-0.071]",1.366e-14,***,Apolipoprotein B
M-LDL-CE,"-0.092 [-0.113,-0.071]",1.297e-14,***,Cholesteryl Esters in Medium LDL
L-LDL-L,"-0.092 [-0.113,-0.072]",7.495e-15,***,Total-Lipids in Large LDL
M-LDL-PL,"-0.092 [-0.113,-0.071]",1.671e-14,***,Phospholipids in Medium LDL
M-LDL-L,"-0.092 [-0.113,-0.072]",8.305e-15,***,Total-Lipids in Medium LDL
S-LDL-FC,"-0.093 [-0.113,-0.072]",1.415e-14,***,Free Cholesterol in Small LDL
L-LDL-FC,"-0.093 [-0.114,-0.072]",1.641e-14,***,Free Cholesterol in Large LDL
L-LDL-CE,"-0.093 [-0.114,-0.072]",6.532e-15,***,Cholesteryl Esters in Large LDL
S-LDL-L,"-0.093 [-0.114,-0.072]",4.790e-15,***,Total-Lipids in Small LDL
S-LDL-CE,"-0.093 [-0.114,-0.072]",6.442e-15,***,Cholesteryl Esters in Small LDL
LDL-L,"-0.093 [-0.114,-0.073]",1.529e-15,***,Total-Lipids in LDL
L-LDL-C,"-0.094 [-0.115,-0.073]",2.893e-15,***,Cholesterol in Large LDL
L-LDL-PL,"-0.094 [-0.115,-0.073]",3.742e-15,***,Phospholipids in Large LDL
M-LDL-FC,"-0.094 [-0.115,-0.073]",4.590e-15,***,Free Cholesterol in Medium LDL
LDL-FC,"-0.094 [-0.115,-0.073]",3.485e-15,***,Free Cholesterol in LDL
M-LDL-C,"-0.094 [-0.115,-0.073]",2.026e-15,***,Cholesterol in Medium LDL
LDL-CE,"-0.094 [-0.115,-0.074]",1.094e-15,***,Cholesteryl Esters in LDL
LDL-PL,"-0.094 [-0.115,-0.074]",1.257e-15,***,Phospholipids in LDL
Non-HDL-C,"-0.095 [-0.115,-0.074]",3.895e-16,***,Total-Cholesterol Minus HDL-C
LDL-C,"-0.095 [-0.115,-0.074]",4.366e-16,***,LDL Cholesterol
S-LDL-C,"-0.095 [-0.116,-0.075]",8.913e-16,***,Cholesterol in Small LDL
Clinical LDL-C,"-0.096 [-0.117,-0.076]",5.788e-17,***,Clinical LDL Cholesterol
