Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.95 [1.76-2.15],1.671e-32,***,Creatinine
XS-VLDL-PL%,1.52 [1.36-1.70],1.604e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.50 [1.34-1.68],3.913e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.49 [1.33-1.66],1.476e-06,***,Triglycerides to Total-Lipids in IDL percentage
GlycA,1.47 [1.31-1.65],2.492e-05,***,Glycoprotein Acetyls
M-LDL-TG%,1.43 [1.29-1.59],1.164e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.39 [1.24-1.56],0.011,*,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.39 [1.23-1.56],0.015,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.37 [1.22-1.53],0.047,*,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.35 [1.21-1.51],0.031,*,Triglycerides to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.74 [0.67-0.83],0.025,*,Clinical LDL Cholesterol
L-LDL-C,0.74 [0.66-0.83],0.041,*,Cholesterol in Large LDL
M-LDL-C%,0.74 [0.67-0.81],1.712e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC,0.74 [0.66-0.82],0.035,*,Free Cholesterol in IDL
L-LDL-FC%,0.73 [0.65-0.81],6.705e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
LDL-FC,0.73 [0.65-0.81],0.007,**,Free Cholesterol in LDL
IDL-C,0.72 [0.64-0.80],0.002,**,Cholesterol in IDL
S-VLDL-FC%,0.72 [0.65-0.80],9.873e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.72 [0.64-0.80],0.002,**,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-CE,0.72 [0.64-0.80],0.002,**,Cholesteryl Esters in IDL
L-LDL-FC,0.72 [0.64-0.80],0.003,**,Free Cholesterol in Large LDL
HDL-P,0.71 [0.63-0.81],0.018,*,Concentration of HDL Particles
Total-C,0.71 [0.64-0.80],0.001,**,Total-Cholesterol
XS-VLDL-C%,0.70 [0.63-0.78],5.787e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-CE,0.70 [0.63-0.79],3.128e-04,***,Total-Esterified Cholesterol
Total-P,0.70 [0.62-0.79],0.003,**,Total-Concentration of Lipoprotein Particles
XS-VLDL-CE%,0.70 [0.63-0.77],6.942e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.69 [0.63-0.77],1.607e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
HDL-C,0.69 [0.61-0.79],0.006,**,HDL Cholesterol
M-HDL-FC%,0.69 [0.61-0.79],0.003,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-CE,0.69 [0.61-0.79],0.004,**,Cholesteryl Esters in HDL
IDL-C%,0.68 [0.62-0.76],5.737e-08,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.68 [0.62-0.76],8.198e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.68 [0.61-0.75],3.366e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
