Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.14 [1.11-1.16],2.766e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.13 [1.11-1.16],1.164e-20,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,1.13 [1.10-1.16],2.234e-20,***,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,1.13 [1.10-1.16],4.812e-20,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Creatinine,1.13 [1.10-1.16],6.159e-14,***,Creatinine
M-HDL-PL%,1.13 [1.10-1.15],1.437e-16,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.12 [1.09-1.15],1.882e-16,***,Triglycerides to Total-Lipids in Medium HDL percentage
MUFA%,1.11 [1.09-1.14],4.538e-12,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.11 [1.09-1.14],1.955e-12,***,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.11 [1.08-1.13],2.901e-14,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.11 [1.08-1.13],1.235e-13,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.10 [1.07-1.12],2.591e-08,***,Triglycerides to Phosphoglycerides ratio
S-LDL-TG%,1.09 [1.07-1.12],6.292e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG,1.09 [1.07-1.11],2.076e-09,***,Triglycerides in Very Small VLDL
IDL-TG,1.09 [1.06-1.11],5.424e-09,***,Triglycerides in IDL
XS-VLDL-TG%,1.09 [1.06-1.11],1.186e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-TG%,1.08 [1.06-1.11],5.413e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.08 [1.06-1.10],3.047e-07,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG,1.08 [1.06-1.10],7.971e-07,***,Triglycerides in Large LDL
S-HDL-TG,1.08 [1.05-1.10],3.968e-06,***,Triglycerides in Small HDL
LDL-TG,1.08 [1.05-1.10],6.676e-06,***,Triglycerides in LDL
XL-HDL-FC%,1.07 [1.05-1.10],0.038,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-TG,1.07 [1.05-1.10],2.310e-04,***,Triglycerides in Medium LDL
Citrate,1.07 [1.05-1.09],7.789e-04,***,Citrate
S-LDL-TG,1.06 [1.04-1.09],0.019,*,Triglycerides in Small LDL
L-VLDL-FC%,1.06 [1.04-1.08],0.039,*,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-P,0.94 [0.92-0.96],0.005,**,Concentration of Small HDL Particles
S-LDL-C%,0.94 [0.92-0.96],0.005,**,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C,0.94 [0.92-0.96],0.018,*,Cholesterol in Very Large HDL
HDL-size,0.94 [0.91-0.96],0.039,*,Average Diameter for HDL Particles
DHA%,0.93 [0.91-0.95],0.003,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-C,0.93 [0.91-0.95],7.418e-05,***,Cholesterol in Small HDL
XL-HDL-CE,0.93 [0.91-0.95],6.684e-04,***,Cholesteryl Esters in Very Large HDL
S-VLDL-PL%,0.93 [0.91-0.95],3.550e-05,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-HDL-PL,0.93 [0.91-0.95],1.099e-04,***,Phospholipids in Medium HDL
S-VLDL-FC%,0.93 [0.91-0.95],3.309e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-CE,0.93 [0.91-0.95],2.394e-06,***,Cholesteryl Esters in Small HDL
S-LDL-FC%,0.93 [0.91-0.95],5.754e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
Omega-6%,0.93 [0.90-0.95],9.976e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE%,0.92 [0.90-0.94],3.641e-07,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Unsaturation,0.92 [0.90-0.95],1.128e-05,***,Degree of Unsaturation
S-HDL-C%,0.92 [0.90-0.94],2.602e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-FC,0.92 [0.90-0.94],5.748e-06,***,Free Cholesterol in Large HDL
M-LDL-C%,0.92 [0.90-0.94],1.516e-09,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-L,0.92 [0.90-0.94],2.883e-07,***,Total-Lipids in Medium HDL
L-HDL-PL,0.92 [0.90-0.94],9.373e-07,***,Phospholipids in Large HDL
LA%,0.92 [0.90-0.94],3.671e-07,***,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-P,0.92 [0.89-0.94],2.633e-07,***,Concentration of Large HDL Particles
HDL-PL,0.92 [0.89-0.94],3.528e-07,***,Phospholipids in HDL
L-HDL-C%,0.91 [0.89-0.94],1.668e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-L,0.91 [0.89-0.94],1.907e-07,***,Total-Lipids in Large HDL
M-HDL-P,0.91 [0.89-0.93],5.216e-09,***,Concentration of Medium HDL Particles
HDL-FC,0.91 [0.89-0.93],2.413e-08,***,Free Cholesterol in HDL
M-HDL-FC,0.91 [0.89-0.93],4.830e-09,***,Free Cholesterol in Medium HDL
XL-HDL-CE%,0.91 [0.89-0.93],1.170e-08,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Total-P,0.91 [0.89-0.93],8.571e-10,***,Total-Concentration of Lipoprotein Particles
L-HDL-CE%,0.91 [0.89-0.93],1.068e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA%,0.91 [0.89-0.93],1.466e-08,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
ApoA1,0.91 [0.89-0.93],2.379e-09,***,Apolipoprotein A1
M-LDL-FC%,0.91 [0.89-0.93],6.838e-10,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.91 [0.89-0.93],5.674e-11,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-C,0.91 [0.89-0.93],3.719e-09,***,Cholesterol in Large HDL
HDL-P,0.91 [0.89-0.93],3.643e-11,***,Concentration of HDL Particles
HDL-L,0.91 [0.89-0.93],1.325e-09,***,Total-Lipids in HDL
L-HDL-CE,0.91 [0.88-0.93],5.860e-10,***,Cholesteryl Esters in Large HDL
XS-VLDL-C%,0.91 [0.88-0.93],3.188e-11,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.90 [0.88-0.92],6.043e-13,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-C,0.90 [0.88-0.92],4.713e-13,***,Cholesterol in Medium HDL
M-HDL-CE,0.90 [0.88-0.92],9.798e-14,***,Cholesteryl Esters in Medium HDL
M-HDL-FC%,0.90 [0.88-0.92],1.572e-10,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA/MUFA,0.90 [0.88-0.92],3.777e-12,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-CE%,0.90 [0.88-0.92],2.434e-16,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
IDL-CE%,0.89 [0.87-0.91],2.994e-19,***,Cholesteryl Esters to Total-Lipids in IDL percentage
