Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.43 [2.15-2.75],5.557e-39,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,2.40 [2.20-2.61],1.626e-81,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,2.37 [2.17-2.60],7.240e-71,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.34 [2.13-2.58],2.511e-62,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,2.23 [2.06-2.42],3.260e-81,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.14 [1.97-2.31],5.308e-73,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.97 [1.83-2.13],6.997e-64,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.95 [1.81-2.10],3.420e-60,***,Phospholipids to Total-Lipids in Large HDL percentage
Glu-lactate,1.91 [1.77-2.05],2.437e-64,***,Glucose-lactate
XS-VLDL-PL%,1.85 [1.71-2.02],5.950e-43,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.80 [1.67-1.95],1.198e-43,***,Triglycerides to Total-Lipids in Small LDL percentage
Glu,1.78 [1.64-1.94],3.915e-38,***,Glucose
Sc-ala,1.68 [1.56-1.82],7.080e-36,***,Spectrometer-corrected alanine
XL-HDL-FC%,1.67 [1.52-1.82],1.288e-23,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.62 [1.50-1.77],7.323e-25,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.57 [1.44-1.71],1.466e-20,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.56 [1.43-1.71],8.204e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
MUFA%,1.55 [1.41-1.70],6.994e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,1.53 [1.41-1.66],4.814e-20,***,Alanine
S-HDL-TG%,1.53 [1.40-1.67],2.360e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.51 [1.38-1.64],1.665e-14,***,Triglycerides to Phosphoglycerides ratio
IDL-PL%,1.48 [1.36-1.60],4.437e-15,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,1.48 [1.36-1.61],2.275e-13,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.40 [1.28-1.53],1.562e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
Val,1.36 [1.26-1.48],3.601e-09,***,Valine
XXL-VLDL-PL%,1.36 [1.24-1.49],1.974e-05,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,1.35 [1.24-1.47],1.119e-06,***,Lactate
VLDL-size,1.33 [1.21-1.45],2.584e-04,***,Average Diameter for VLDL Particles
GlycA,1.32 [1.21-1.44],3.561e-04,***,Glycoprotein Acetyls
Total-BCAA,1.31 [1.21-1.42],3.743e-06,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-TG,1.28 [1.18-1.39],2.251e-04,***,Triglycerides in Small HDL
Leu,1.25 [1.16-1.36],0.003,**,Leucine
S-HDL-CE,0.80 [0.73-0.87],0.038,*,Cholesteryl Esters in Small HDL
M-LDL-CE%,0.79 [0.73-0.86],0.013,*,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-CE,0.79 [0.72-0.86],0.045,*,Cholesteryl Esters in Large VLDL
S-HDL-P,0.78 [0.72-0.85],0.006,**,Concentration of Small HDL Particles
S-HDL-C,0.78 [0.72-0.85],0.003,**,Cholesterol in Small HDL
XL-HDL-PL%,0.77 [0.71-0.83],1.952e-06,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-CE%,0.76 [0.71-0.83],5.747e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-FC,0.75 [0.69-0.82],8.131e-05,***,Free Cholesterol in Small HDL
Unsaturation,0.75 [0.69-0.82],4.633e-05,***,Degree of Unsaturation
M-HDL-L,0.74 [0.68-0.81],6.382e-05,***,Total-Lipids in Medium HDL
Total-FA,0.74 [0.68-0.81],1.296e-05,***,Total-Fatty Acids
VLDL-P,0.74 [0.67-0.81],5.102e-06,***,Concentration of VLDL Particles
XXL-VLDL-CE%,0.74 [0.68-0.80],5.233e-07,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,0.73 [0.69-0.78],1.619e-15,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-C%,0.73 [0.68-0.79],1.051e-08,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.73 [0.68-0.78],1.386e-14,***,Free Cholesterol to Total-Lipids in Small LDL percentage
VLDL-FC,0.73 [0.67-0.80],4.716e-07,***,Free Cholesterol in VLDL
S-LDL-CE%,0.73 [0.67-0.79],1.302e-08,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.72 [0.65-0.79],9.069e-06,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-L,0.71 [0.65-0.78],6.503e-09,***,Total-Lipids in Medium VLDL
LDL-size,0.71 [0.66-0.77],3.106e-11,***,Average Diameter for LDL Particles
PUFA%,0.71 [0.65-0.77],1.529e-10,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Gly,0.71 [0.65-0.77],8.895e-09,***,Glycine
XL-HDL-CE%,0.71 [0.65-0.76],2.194e-12,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-CE,0.70 [0.64-0.77],8.126e-09,***,Cholesteryl Esters in Medium HDL
M-HDL-C%,0.69 [0.64-0.75],2.804e-14,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-P,0.69 [0.63-0.76],1.474e-08,***,Concentration of Medium HDL Particles
IDL-FC%,0.69 [0.64-0.75],1.948e-15,***,Free Cholesterol to Total-Lipids in IDL percentage
ApoB/ApoA1,0.69 [0.63-0.75],1.190e-10,***,Apolipoprotein B to Apolipoprotein A1 ratio
Omega-6%,0.69 [0.63-0.74],2.983e-14,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-C,0.69 [0.62-0.75],7.506e-10,***,Cholesterol in Medium HDL
S-VLDL-CE,0.68 [0.62-0.74],1.549e-12,***,Cholesteryl Esters in Small VLDL
S-VLDL-PL,0.67 [0.61-0.73],2.595e-13,***,Phospholipids in Small VLDL
PUFA/MUFA,0.66 [0.60-0.72],3.696e-14,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.65 [0.61-0.71],2.741e-23,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-PL,0.65 [0.60-0.72],4.963e-15,***,Phospholipids in Very Small VLDL
HDL-PL,0.65 [0.59-0.72],1.593e-12,***,Phospholipids in HDL
