Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1370,0.2111,Linoleic Acid to Total-Fatty Acids percentage
Gly,0.1017,0.0828,Glycine
L-HDL-PL%,0.0613,0.0782,Phospholipids to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.0360,0.0589,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Creatinine,0.0770,0.0573,Creatinine
XL-HDL-TG%,0.0388,0.0416,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,0.0237,0.0371,Triglycerides to Phosphoglycerides ratio
L-HDL-C,0.0220,0.0327,Cholesterol in Large HDL
Acetate,0.0400,0.0287,Acetate
XL-HDL-FC,0.0388,0.0287,Free Cholesterol in Very Large HDL
XL-HDL-PL,0.0253,0.0286,Phospholipids in Very Large HDL
XL-HDL-PL%,0.0288,0.0231,Phospholipids to Total-Lipids in Very Large HDL percentage
VLDL-size,0.0223,0.0205,Average Diameter for VLDL Particles
S-LDL-PL%,0.0295,0.0189,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6%,0.0150,0.0185,Omega-6 Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0120,0.0163,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG,0.0092,0.0156,Triglycerides in Small HDL
Citrate,0.0260,0.0147,Citrate
IDL-FC%,0.0187,0.0136,Free Cholesterol to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0195,0.0119,3-Hydroxybutyrate
Lactate,0.0152,0.0112,Lactate
XS-VLDL-C%,0.0080,0.0107,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,0.0058,0.0094,Cholesterol to Total-Lipids in Large HDL percentage
GlycA,0.0167,0.0089,Glycoprotein Acetyls
XL-VLDL-CE%,0.0063,0.0080,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-CE%,0.0073,0.0080,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-C,0.0063,0.0077,Cholesterol in Very Large HDL
XL-HDL-CE,0.0022,0.0066,Cholesteryl Esters in Very Large HDL
IDL-CE%,0.0107,0.0060,Cholesteryl Esters to Total-Lipids in IDL percentage
Pyruvate,0.0092,0.0055,Pyruvate
XXL-VLDL-PL%,0.0075,0.0052,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0085,0.0051,Glutamine
Glu-lactate,0.0070,0.0049,Glucose-lactate
Glu,0.0080,0.0048,Glucose
XXL-VLDL-PL,0.0058,0.0045,Phospholipids in Chylomicrons and Extremely Large VLDL
IDL-PL%,0.0065,0.0041,Phospholipids to Total-Lipids in IDL percentage
Acetone,0.0063,0.0039,Acetone
Acetoacetate,0.0073,0.0035,Acetoacetate
S-HDL-PL%,0.0048,0.0032,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-TG%,0.0057,0.0032,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE%,0.0035,0.0031,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0055,0.0031,Alanine
LA,0.0042,0.0024,Linoleic Acid
His,0.0040,0.0024,Histidine
Sc-ala,0.0043,0.0023,Spectrometer-corrected alanine
S-LDL-CE%,0.0028,0.0021,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.0035,0.0020,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0013,0.0019,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-FC%,0.0027,0.0018,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Phe,0.0035,0.0017,Phenylalanine
SFA%,0.0028,0.0015,Saturated Fatty Acids to Total-Fatty Acids percentage
Albumin,0.0032,0.0015,Albumin
XL-HDL-C%,0.0022,0.0013,Cholesterol to Total-Lipids in Very Large HDL percentage
Tyr,0.0028,0.0013,Tyrosine
XXL-VLDL-TG%,0.0025,0.0013,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0018,0.0011,Valine
Omega-3%,0.0018,0.0011,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0023,0.0011,Phospholipids to Total-Lipids in Large LDL percentage
S-VLDL-CE%,0.0012,0.0009,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
DHA,0.0005,0.0006,Docosahexaenoic Acid
LDL-size,0.0012,0.0006,Average Diameter for LDL Particles
L-HDL-FC%,0.0012,0.0006,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-PL,0.0012,0.0005,Phospholipids in Small LDL
S-HDL-FC%,0.0005,0.0003,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG,0.0003,0.0002,Triglycerides in Medium LDL
Ile,0.0005,0.0002,Isoleucine
DHA%,0.0005,0.0002,Docosahexaenoic Acid to Total-Fatty Acids percentage
HDL-size,0.0003,0.0001,Average Diameter for HDL Particles
