Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu-lactate,0.1448,0.1639,Glucose-lactate
Creatinine,0.1173,0.0892,Creatinine
Glu,0.1013,0.0737,Glucose
IDL-TG%,0.0477,0.0634,Triglycerides to Total-Lipids in IDL percentage
IDL-C,0.0402,0.0619,Cholesterol in IDL
GlycA,0.0482,0.0435,Glycoprotein Acetyls
IDL-CE,0.0235,0.0403,Cholesteryl Esters in IDL
Tyr,0.0457,0.0374,Tyrosine
XS-VLDL-CE%,0.0163,0.0319,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-CE,0.0102,0.0246,Cholesteryl Esters in Small LDL
Ala,0.0282,0.0200,Alanine
Total-CE,0.0177,0.0197,Total-Esterified Cholesterol
SM,0.0027,0.0186,Sphingomyelins
XL-HDL-CE%,0.0165,0.0165,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Acetate,0.0190,0.0159,Acetate
Albumin,0.0273,0.0159,Albumin
L-LDL-C%,0.0173,0.0154,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0198,0.0149,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL,0.0042,0.0146,Phospholipids in IDL
Sc-ala,0.0172,0.0130,Spectrometer-corrected alanine
Total-C,0.0120,0.0125,Total-Cholesterol
M-LDL-C%,0.0162,0.0116,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0138,0.0097,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,0.0080,0.0097,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,0.0105,0.0090,Triglycerides to Total-Lipids in Large VLDL percentage
Acetoacetate,0.0082,0.0087,Acetoacetate
3-Hydroxybutyrate,0.0148,0.0086,3-Hydroxybutyrate
Gly,0.0035,0.0072,Glycine
Omega-3%,0.0105,0.0071,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Gln,0.0082,0.0069,Glutamine
XXL-VLDL-PL%,0.0065,0.0058,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL%,0.0065,0.0057,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,0.0095,0.0055,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-VLDL-FC,0.0002,0.0054,Free Cholesterol in Small VLDL
PC,0.0097,0.0051,Phosphatidylcholines
Ile,0.0087,0.0048,Isoleucine
L-HDL-P,0.0037,0.0046,Concentration of Large HDL Particles
XS-VLDL-C%,0.0032,0.0041,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-TG,0.0063,0.0040,Triglycerides in Large HDL
Unsaturation,0.0042,0.0038,Degree of Unsaturation
L-VLDL-FC%,0.0027,0.0038,Free Cholesterol to Total-Lipids in Large VLDL percentage
Citrate,0.0030,0.0034,Citrate
IDL-C%,0.0035,0.0032,Cholesterol to Total-Lipids in IDL percentage
M-HDL-CE%,0.0010,0.0028,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
LDL-size,0.0062,0.0027,Average Diameter for LDL Particles
LA,0.0040,0.0027,Linoleic Acid
Val,0.0002,0.0026,Valine
S-LDL-CE%,0.0018,0.0026,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-VLDL-CE%,0.0028,0.0025,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Pyruvate,0.0027,0.0023,Pyruvate
XL-HDL-C,0.0008,0.0023,Cholesterol in Very Large HDL
L-HDL-CE,0.0025,0.0022,Cholesteryl Esters in Large HDL
IDL-FC%,0.0018,0.0022,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.0023,0.0021,Linoleic Acid to Total-Fatty Acids percentage
HDL-L,0.0018,0.0020,Total-Lipids in HDL
M-HDL-TG%,0.0012,0.0020,Triglycerides to Total-Lipids in Medium HDL percentage
Lactate,0.0022,0.0019,Lactate
XL-VLDL-TG%,0.0008,0.0019,Triglycerides to Total-Lipids in Very Large VLDL percentage
DHA,0.0037,0.0018,Docosahexaenoic Acid
L-VLDL-C%,0.0015,0.0017,Cholesterol to Total-Lipids in Large VLDL percentage
Total-FA,0.0025,0.0017,Total-Fatty Acids
Omega-3,0.0023,0.0016,Omega-3 Fatty Acids
L-HDL-C,0.0023,0.0015,Cholesterol in Large HDL
L-HDL-C%,0.0018,0.0015,Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-TG%,0.0030,0.0014,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE%,0.0018,0.0011,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Phe,0.0008,0.0009,Phenylalanine
L-LDL-PL%,0.0008,0.0009,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-PL%,0.0012,0.0008,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,0.0007,0.0007,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-TG%,0.0015,0.0007,Triglycerides to Total-Lipids in Very Large HDL percentage
His,0.0002,0.0007,Histidine
M-VLDL-PL%,0.0008,0.0007,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,0.0010,0.0007,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XXL-VLDL-CE%,0.0005,0.0006,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,0.0010,0.0005,Acetone
XL-VLDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL,0.0005,0.0004,Phospholipids in Very Small VLDL
MUFA%,0.0003,0.0003,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC%,0.0002,0.0003,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-CE,0.0005,0.0002,Cholesteryl Esters in Large VLDL
