Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Pyruvate,0.0427,0.0567,Pyruvate
Acetate,0.0517,0.0454,Acetate
Citrate,0.0278,0.0452,Citrate
M-HDL-PL%,0.0675,0.0442,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-size,0.0303,0.0433,Average Diameter for LDL Particles
Creatinine,0.0615,0.0402,Creatinine
Tyr,0.0323,0.0396,Tyrosine
IDL-PL%,0.0343,0.0357,Phospholipids to Total-Lipids in IDL percentage
Leu,0.0668,0.0352,Leucine
Val,0.0347,0.0342,Valine
Gly,0.0358,0.0332,Glycine
Phe,0.0263,0.0314,Phenylalanine
3-Hydroxybutyrate,0.0328,0.0277,3-Hydroxybutyrate
Unsaturation,0.0367,0.0275,Degree of Unsaturation
Albumin,0.0177,0.0271,Albumin
L-LDL-C%,0.0122,0.0258,Cholesterol to Total-Lipids in Large LDL percentage
Ala,0.0193,0.0243,Alanine
Gln,0.0282,0.0234,Glutamine
IDL-CE%,0.0285,0.0207,Cholesteryl Esters to Total-Lipids in IDL percentage
His,0.0115,0.0205,Histidine
Sc-ala,0.0260,0.0189,Spectrometer-corrected alanine
Acetoacetate,0.0107,0.0161,Acetoacetate
IDL-FC%,0.0115,0.0134,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0157,0.0131,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0060,0.0127,Phospholipids to Total-Lipids in Small LDL percentage
SFA%,0.0147,0.0126,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0173,0.0122,Docosahexaenoic Acid to Total-Fatty Acids percentage
Lactate,0.0070,0.0120,Lactate
GlycA,0.0083,0.0118,Glycoprotein Acetyls
L-LDL-PL%,0.0077,0.0117,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0082,0.0112,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,0.0057,0.0099,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-L,0.0113,0.0091,Total-Lipids in Medium VLDL
Omega-3,0.0078,0.0090,Omega-3 Fatty Acids
L-VLDL-PL%,0.0145,0.0089,Phospholipids to Total-Lipids in Large VLDL percentage
Ile,0.0103,0.0087,Isoleucine
S-HDL-CE,0.0090,0.0082,Cholesteryl Esters in Small HDL
MUFA%,0.0110,0.0082,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0062,0.0074,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,0.0032,0.0069,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL,0.0108,0.0068,Phospholipids in Very Small VLDL
LA%,0.0088,0.0062,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0027,0.0060,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0057,0.0058,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-6%,0.0042,0.0048,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0015,0.0048,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0035,0.0047,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.0015,0.0043,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-VLDL-CE%,0.0023,0.0043,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.0023,0.0041,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-C%,0.0028,0.0040,Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-C,0.0047,0.0039,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC%,0.0023,0.0035,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE,0.0018,0.0035,Cholesteryl Esters in Medium LDL
M-LDL-PL%,0.0042,0.0035,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-C,0.0038,0.0035,Cholesterol in Very Small VLDL
L-VLDL-TG%,0.0018,0.0030,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-FC%,0.0035,0.0022,Free Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0013,0.0022,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,0.0017,0.0021,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-C%,0.0010,0.0021,Cholesterol to Total-Lipids in Small HDL percentage
Glu-lactate,0.0020,0.0020,Glucose-lactate
XL-HDL-FC%,0.0023,0.0019,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-CE,0.0018,0.0018,Cholesteryl Esters in Large LDL
Omega-3%,0.0030,0.0016,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC%,0.0028,0.0012,Free Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,0.0008,0.0011,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0018,0.0009,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG,0.0013,0.0004,Triglycerides in Very Small VLDL
LDL-TG,0.0010,0.0003,Triglycerides in LDL
