Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
VLDL-size,0.0887,0.0693,Average Diameter for VLDL Particles
Creatinine,0.0693,0.0673,Creatinine
PUFA/MUFA,0.0548,0.0623,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Lactate,0.0455,0.0551,Lactate
GlycA,0.0403,0.0467,Glycoprotein Acetyls
Omega-3%,0.0612,0.0452,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0450,0.0410,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Gln,0.0268,0.0355,Glutamine
3-Hydroxybutyrate,0.0425,0.0331,3-Hydroxybutyrate
Tyr,0.0255,0.0312,Tyrosine
His,0.0247,0.0285,Histidine
Sc-ala,0.0295,0.0281,Spectrometer-corrected alanine
IDL-CE%,0.0298,0.0269,Cholesteryl Esters to Total-Lipids in IDL percentage
Unsaturation,0.0277,0.0260,Degree of Unsaturation
Acetoacetate,0.0290,0.0233,Acetoacetate
DHA%,0.0153,0.0221,Docosahexaenoic Acid to Total-Fatty Acids percentage
Citrate,0.0140,0.0210,Citrate
S-LDL-FC%,0.0098,0.0204,Free Cholesterol to Total-Lipids in Small LDL percentage
Phe,0.0097,0.0191,Phenylalanine
Albumin,0.0313,0.0183,Albumin
Leu,0.0128,0.0161,Leucine
MUFA%,0.0087,0.0139,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0132,0.0136,Glucose-lactate
XS-VLDL-FC%,0.0067,0.0130,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,0.0150,0.0126,Triglycerides to Total-Lipids in Large LDL percentage
Val,0.0152,0.0122,Valine
DHA,0.0143,0.0120,Docosahexaenoic Acid
Omega-6/Omega-3,0.0072,0.0105,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-PL%,0.0103,0.0105,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,0.0137,0.0104,Acetone
LDL-size,0.0057,0.0100,Average Diameter for LDL Particles
XS-VLDL-PL%,0.0098,0.0089,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetate,0.0105,0.0086,Acetate
S-LDL-PL%,0.0082,0.0079,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,0.0095,0.0078,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0075,0.0077,Isoleucine
XL-VLDL-PL%,0.0037,0.0066,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-CE%,0.0063,0.0063,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Glu,0.0040,0.0060,Glucose
Gly,0.0050,0.0059,Glycine
XL-HDL-FC,0.0053,0.0058,Free Cholesterol in Very Large HDL
LA%,0.0033,0.0053,Linoleic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0057,0.0053,Free Cholesterol to Total-Lipids in IDL percentage
Ala,0.0060,0.0052,Alanine
Omega-6%,0.0022,0.0048,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-3,0.0072,0.0044,Omega-3 Fatty Acids
M-LDL-C%,0.0057,0.0044,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0047,0.0042,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,0.0048,0.0040,Phospholipids to Total-Lipids in Medium LDL percentage
Pyruvate,0.0047,0.0039,Pyruvate
SFA%,0.0060,0.0036,Saturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-C%,0.0032,0.0031,Cholesterol to Total-Lipids in Small VLDL percentage
Total-BCAA,0.0030,0.0030,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-TG%,0.0060,0.0030,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0043,0.0030,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-CE%,0.0027,0.0025,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0005,0.0020,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.0017,0.0020,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-C%,0.0028,0.0016,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-TG%,0.0030,0.0015,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,0.0017,0.0015,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,0.0030,0.0014,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA%,0.0010,0.0012,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-L,0.0013,0.0012,Total-Lipids in Very Large VLDL
L-HDL-FC%,0.0027,0.0007,Free Cholesterol to Total-Lipids in Large HDL percentage
