Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.0737,0.0872,Glycoprotein Acetyls
Gly,0.0480,0.0671,Glycine
LDL-size,0.0627,0.0554,Average Diameter for LDL Particles
His,0.0697,0.0509,Histidine
Creatinine,0.0767,0.0449,Creatinine
Albumin,0.0555,0.0429,Albumin
L-LDL-CE%,0.0540,0.0417,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-PL%,0.0322,0.0361,Phospholipids to Total-Lipids in Large HDL percentage
Citrate,0.0347,0.0335,Citrate
Acetate,0.0462,0.0314,Acetate
LA%,0.0292,0.0267,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0270,0.0254,Phospholipids to Total-Lipids in Very Small VLDL percentage
Phe,0.0195,0.0228,Phenylalanine
IDL-PL%,0.0162,0.0222,Phospholipids to Total-Lipids in IDL percentage
L-HDL-FC,0.0033,0.0203,Free Cholesterol in Large HDL
Val,0.0208,0.0190,Valine
Sc-ala,0.0180,0.0184,Spectrometer-corrected alanine
Gln,0.0188,0.0181,Glutamine
Glu,0.0088,0.0161,Glucose
Acetoacetate,0.0157,0.0161,Acetoacetate
S-LDL-CE%,0.0170,0.0159,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,0.0210,0.0158,Linoleic Acid
3-Hydroxybutyrate,0.0133,0.0155,3-Hydroxybutyrate
HDL-CE,0.0078,0.0141,Cholesteryl Esters in HDL
Lactate,0.0097,0.0132,Lactate
L-LDL-PL%,0.0080,0.0130,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0177,0.0127,Free Cholesterol in Very Large HDL
XS-VLDL-PL,0.0098,0.0121,Phospholipids in Very Small VLDL
IDL-FC%,0.0115,0.0118,Free Cholesterol to Total-Lipids in IDL percentage
Acetone,0.0082,0.0102,Acetone
XL-VLDL-PL%,0.0112,0.0101,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-FC%,0.0028,0.0095,Free Cholesterol to Total-Lipids in Small HDL percentage
Ala,0.0087,0.0094,Alanine
S-HDL-PL%,0.0090,0.0093,Phospholipids to Total-Lipids in Small HDL percentage
Glu-lactate,0.0053,0.0084,Glucose-lactate
XL-HDL-FC%,0.0105,0.0074,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Tyr,0.0052,0.0073,Tyrosine
Ile,0.0050,0.0070,Isoleucine
HDL-L,0.0047,0.0068,Total-Lipids in HDL
Pyruvate,0.0057,0.0059,Pyruvate
M-LDL-PL%,0.0050,0.0057,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6,0.0067,0.0055,Omega-6 Fatty Acids
S-HDL-P,0.0083,0.0052,Concentration of Small HDL Particles
S-HDL-C,0.0062,0.0050,Cholesterol in Small HDL
XL-VLDL-FC%,0.0025,0.0045,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-P,0.0022,0.0044,Concentration of Very Small VLDL Particles
M-LDL-CE%,0.0043,0.0041,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
SFA%,0.0022,0.0040,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0027,0.0037,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-C%,0.0017,0.0035,Cholesterol to Total-Lipids in Large VLDL percentage
Leu,0.0013,0.0034,Leucine
L-VLDL-TG%,0.0017,0.0033,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.0022,0.0031,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.0020,0.0030,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-CE%,0.0020,0.0026,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.0028,0.0026,Cholesterol to Total-Lipids in IDL percentage
M-LDL-P,0.0025,0.0025,Concentration of Medium LDL Particles
PUFA%,0.0030,0.0021,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0028,0.0020,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.0010,0.0019,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG,0.0033,0.0019,Triglycerides in Small LDL
VLDL-size,0.0010,0.0017,Average Diameter for VLDL Particles
Omega-6/Omega-3,0.0012,0.0017,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA%,0.0008,0.0016,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-FC,0.0012,0.0015,Free Cholesterol in Small HDL
DHA,0.0012,0.0015,Docosahexaenoic Acid
L-HDL-CE%,0.0017,0.0015,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA,0.0010,0.0013,Polyunsaturated Fatty Acids
XXL-VLDL-PL%,0.0003,0.0011,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0018,0.0011,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0003,0.0008,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-CE%,0.0007,0.0006,Cholesteryl Esters to Total-Lipids in Small HDL percentage
