Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1305,0.3198,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2395,0.1902,Glycoprotein Acetyls
Albumin,0.2295,0.1552,Albumin
L-LDL-TG%,0.0367,0.0651,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,0.0430,0.0466,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.0335,0.0438,Cholesteryl Esters to Total-Lipids in Large HDL percentage
ApoB/ApoA1,0.0447,0.0311,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-TG%,0.0297,0.0238,Triglycerides to Total-Lipids in IDL percentage
Val,0.0237,0.0145,Valine
Creatinine,0.0187,0.0094,Creatinine
Total-BCAA,0.0158,0.0087,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu,0.0170,0.0083,Glucose
IDL-CE%,0.0112,0.0080,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-TG,0.0133,0.0080,Triglycerides in IDL
PUFA%,0.0060,0.0072,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0122,0.0069,Glucose-lactate
Leu,0.0093,0.0058,Leucine
IDL-C%,0.0072,0.0050,Cholesterol to Total-Lipids in IDL percentage
MUFA%,0.0090,0.0047,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0085,0.0047,Acetoacetate
XXL-VLDL-L,0.0075,0.0040,Total-Lipids in Chylomicrons and Extremely Large VLDL
IDL-P,0.0035,0.0027,Concentration of IDL Particles
Tyr,0.0058,0.0024,Tyrosine
XS-VLDL-CE,0.0033,0.0021,Cholesteryl Esters in Very Small VLDL
XS-VLDL-PL%,0.0037,0.0019,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG,0.0032,0.0018,Triglycerides in Very Small VLDL
Ile,0.0030,0.0018,Isoleucine
Ala,0.0037,0.0017,Alanine
XXL-VLDL-CE,0.0037,0.0017,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-TG,0.0025,0.0017,Triglycerides in Large LDL
XL-HDL-FC,0.0032,0.0017,Free Cholesterol in Very Large HDL
PUFA/MUFA,0.0015,0.0015,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PC,0.0020,0.0011,Phosphatidylcholines
Gly,0.0027,0.0011,Glycine
Gln,0.0018,0.0009,Glutamine
LDL-size,0.0018,0.0009,Average Diameter for LDL Particles
M-HDL-PL%,0.0015,0.0007,Phospholipids to Total-Lipids in Medium HDL percentage
HDL-FC,0.0013,0.0007,Free Cholesterol in HDL
Phe,0.0017,0.0007,Phenylalanine
IDL-PL%,0.0008,0.0004,Phospholipids to Total-Lipids in IDL percentage
S-HDL-PL,0.0008,0.0004,Phospholipids in Small HDL
HDL-C,0.0008,0.0003,HDL Cholesterol
L-VLDL-PL%,0.0005,0.0003,Phospholipids to Total-Lipids in Large VLDL percentage
Sc-ala,0.0003,0.0001,Spectrometer-corrected alanine
Pyruvate,0.0002,9.0926e-05,Pyruvate
L-VLDL-TG%,0.0002,6.0619e-05,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-FC,0.0002,4.9891e-05,Free Cholesterol in Small HDL
