Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
3-Hydroxybutyrate,0.0568,0.0617,3-Hydroxybutyrate
Pyruvate,0.0463,0.0597,Pyruvate
Creatinine,0.0642,0.0557,Creatinine
Glu,0.0480,0.0546,Glucose
His,0.0597,0.0527,Histidine
XXL-VLDL-PL%,0.0617,0.0498,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0573,0.0478,Linoleic Acid to Total-Fatty Acids percentage
Sc-ala,0.0735,0.0419,Spectrometer-corrected alanine
Acetoacetate,0.0215,0.0336,Acetoacetate
Omega-3%,0.0097,0.0330,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Gln,0.0227,0.0274,Glutamine
XL-VLDL-PL%,0.0215,0.0268,Phospholipids to Total-Lipids in Very Large VLDL percentage
Citrate,0.0160,0.0262,Citrate
Acetate,0.0243,0.0238,Acetate
M-LDL-PL%,0.0197,0.0206,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG,0.0382,0.0202,Triglycerides in Large HDL
Acetone,0.0133,0.0193,Acetone
M-LDL-CE%,0.0215,0.0189,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Albumin,0.0133,0.0156,Albumin
Phe,0.0175,0.0153,Phenylalanine
Leu,0.0153,0.0149,Leucine
Tyr,0.0125,0.0139,Tyrosine
XS-VLDL-PL%,0.0190,0.0138,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gly,0.0105,0.0126,Glycine
Glu-lactate,0.0093,0.0126,Glucose-lactate
Ala,0.0132,0.0124,Alanine
Val,0.0063,0.0112,Valine
GlycA,0.0155,0.0109,Glycoprotein Acetyls
XL-HDL-TG,0.0142,0.0102,Triglycerides in Very Large HDL
Lactate,0.0048,0.0100,Lactate
L-LDL-CE%,0.0080,0.0081,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0095,0.0081,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-C%,0.0057,0.0079,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.0095,0.0074,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-CE,0.0078,0.0071,Cholesteryl Esters in Large HDL
MUFA%,0.0067,0.0065,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0065,0.0064,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-CE%,0.0040,0.0061,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.0043,0.0061,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
VLDL-size,0.0025,0.0051,Average Diameter for VLDL Particles
DHA,0.0050,0.0049,Docosahexaenoic Acid
S-LDL-PL,0.0030,0.0045,Phospholipids in Small LDL
XL-HDL-PL%,0.0013,0.0045,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG%,0.0035,0.0043,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.0058,0.0042,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0043,0.0041,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-PL,0.0030,0.0040,Phospholipids in Large VLDL
XS-VLDL-TG,0.0043,0.0038,Triglycerides in Very Small VLDL
XL-HDL-P,0.0030,0.0038,Concentration of Very Large HDL Particles
PC,0.0052,0.0038,Phosphatidylcholines
SFA%,0.0030,0.0037,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.0022,0.0036,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
SM,0.0038,0.0032,Sphingomyelins
XL-VLDL-FC%,0.0023,0.0032,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-C%,0.0022,0.0029,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0050,0.0028,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-size,0.0030,0.0028,Average Diameter for LDL Particles
L-VLDL-CE,0.0025,0.0028,Cholesteryl Esters in Large VLDL
Unsaturation,0.0033,0.0027,Degree of Unsaturation
S-VLDL-CE%,0.0047,0.0027,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-L,0.0035,0.0026,Total-Lipids in Small HDL
IDL-FC%,0.0015,0.0025,Free Cholesterol to Total-Lipids in IDL percentage
ApoB/ApoA1,0.0020,0.0025,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-PL,0.0040,0.0025,Phospholipids in Very Large VLDL
LDL-TG,0.0020,0.0024,Triglycerides in LDL
S-HDL-CE%,0.0027,0.0023,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-FC%,0.0017,0.0022,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,0.0015,0.0021,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-3,0.0030,0.0020,Omega-3 Fatty Acids
Omega-6%,0.0020,0.0019,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0012,0.0017,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-FC%,0.0037,0.0016,Free Cholesterol to Total-Lipids in Small LDL percentage
Ile,0.0013,0.0015,Isoleucine
L-VLDL-TG%,0.0023,0.0015,Triglycerides to Total-Lipids in Large VLDL percentage
L-LDL-C%,0.0022,0.0008,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C,0.0022,0.0007,Cholesterol in Very Small VLDL
L-HDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-PL%,0.0002,0.0003,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,0.0002,5.9342e-05,Triglycerides to Total-Lipids in Very Large VLDL percentage
