Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1960,0.5154,Creatinine
Gly,0.2410,0.1632,Glycine
HDL-FC,0.1315,0.1020,Free Cholesterol in HDL
GlycA,0.1318,0.0557,Glycoprotein Acetyls
L-HDL-FC,0.0433,0.0376,Free Cholesterol in Large HDL
L-HDL-PL,0.0302,0.0236,Phospholipids in Large HDL
Cholines,0.0323,0.0157,Total-Cholines
IDL-TG,0.0318,0.0118,Triglycerides in IDL
SM,0.0195,0.0099,Sphingomyelins
HDL-PL,0.0112,0.0075,Phospholipids in HDL
M-HDL-FC%,0.0082,0.0072,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-TG,0.0107,0.0066,Triglycerides in Large HDL
Citrate,0.0170,0.0063,Citrate
S-HDL-PL%,0.0092,0.0062,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-FC%,0.0102,0.0059,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-C,0.0145,0.0046,Cholesterol in Very Small VLDL
HDL-size,0.0075,0.0029,Average Diameter for HDL Particles
Albumin,0.0088,0.0023,Albumin
L-HDL-L,0.0047,0.0023,Total-Lipids in Large HDL
XS-VLDL-PL,0.0073,0.0022,Phospholipids in Very Small VLDL
IDL-CE%,0.0062,0.0019,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-C%,0.0042,0.0016,Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,0.0055,0.0015,Triglycerides to Phosphoglycerides ratio
XL-HDL-PL%,0.0042,0.0013,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-P,0.0020,0.0009,Concentration of Very Large HDL Particles
LDL-size,0.0028,0.0008,Average Diameter for LDL Particles
XXL-VLDL-CE%,0.0020,0.0008,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phosphoglyc,0.0007,0.0006,Phosphoglycerides
HDL-L,0.0013,0.0004,Total-Lipids in HDL
Gln,0.0008,0.0002,Glutamine
LA%,0.0008,0.0002,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0007,0.0002,Valine
Total-BCAA,0.0005,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,0.0005,0.0001,Tyrosine
VLDL-size,0.0003,0.0001,Average Diameter for VLDL Particles
Acetate,0.0003,9.0890e-05,Acetate
Acetoacetate,0.0003,7.4298e-05,Acetoacetate
XXL-VLDL-PL%,0.0002,4.3347e-05,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
