Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1652,0.3391,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2230,0.1907,Glycoprotein Acetyls
Omega-6%,0.0568,0.1725,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Albumin,0.2685,0.1327,Albumin
L-HDL-PL%,0.0623,0.0480,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,0.0290,0.0225,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC,0.0362,0.0153,Free Cholesterol in Very Large HDL
XS-VLDL-CE,0.0297,0.0136,Cholesteryl Esters in Very Small VLDL
PUFA/MUFA,0.0075,0.0124,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-TG%,0.0243,0.0098,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.0127,0.0096,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-PL%,0.0185,0.0068,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-C%,0.0093,0.0050,Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-TG,0.0077,0.0038,Triglycerides in LDL
M-LDL-TG,0.0088,0.0037,Triglycerides in Medium LDL
L-LDL-TG%,0.0073,0.0033,Triglycerides to Total-Lipids in Large LDL percentage
ApoB/ApoA1,0.0070,0.0031,Apolipoprotein B to Apolipoprotein A1 ratio
3-Hydroxybutyrate,0.0063,0.0020,3-Hydroxybutyrate
S-LDL-CE%,0.0030,0.0008,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Omega-3,0.0030,0.0007,Omega-3 Fatty Acids
S-LDL-PL%,0.0022,0.0006,Phospholipids to Total-Lipids in Small LDL percentage
HDL-size,0.0015,0.0006,Average Diameter for HDL Particles
L-LDL-TG,0.0015,0.0005,Triglycerides in Large LDL
XXL-VLDL-PL%,0.0013,0.0005,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-PL,0.0013,0.0005,Phospholipids in Very Small VLDL
Pyruvate,0.0012,0.0004,Pyruvate
S-HDL-P,0.0007,0.0004,Concentration of Small HDL Particles
Glu,0.0008,0.0002,Glucose
XL-HDL-C%,0.0005,0.0002,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-FC,0.0007,0.0001,Free Cholesterol in Small HDL
Glu-lactate,0.0003,0.0001,Glucose-lactate
S-HDL-PL,0.0003,0.0001,Phospholipids in Small HDL
S-LDL-PL,0.0002,9.8236e-05,Phospholipids in Small LDL
Creatinine,0.0003,9.0261e-05,Creatinine
Omega-3%,0.0003,8.3957e-05,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA,0.0002,7.7873e-05,Linoleic Acid
Phe,0.0002,4.6906e-05,Phenylalanine
His,0.0002,3.5883e-05,Histidine
Acetate,0.0002,2.6054e-05,Acetate
