Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetate,0.0655,0.0554,Acetate
L-VLDL-FC%,0.0602,0.0532,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-P,0.0592,0.0497,Concentration of Small HDL Particles
XXL-VLDL-PL%,0.0718,0.0460,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0538,0.0421,Albumin
Creatinine,0.0355,0.0342,Creatinine
Gly,0.0278,0.0326,Glycine
XXL-VLDL-CE%,0.0213,0.0311,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0450,0.0309,Citrate
Pyruvate,0.0210,0.0306,Pyruvate
Tyr,0.0158,0.0290,Tyrosine
Gln,0.0197,0.0289,Glutamine
Acetone,0.0312,0.0289,Acetone
S-HDL-PL,0.0298,0.0251,Phospholipids in Small HDL
Ala,0.0190,0.0250,Alanine
3-Hydroxybutyrate,0.0188,0.0243,3-Hydroxybutyrate
Phe,0.0308,0.0229,Phenylalanine
GlycA,0.0298,0.0211,Glycoprotein Acetyls
M-LDL-C%,0.0248,0.0194,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-PL,0.0225,0.0167,Phospholipids in Small LDL
IDL-PL%,0.0188,0.0164,Phospholipids to Total-Lipids in IDL percentage
S-LDL-C%,0.0090,0.0156,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-TG%,0.0187,0.0147,Triglycerides to Total-Lipids in Very Large HDL percentage
Lactate,0.0067,0.0146,Lactate
XL-HDL-CE%,0.0122,0.0140,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.0083,0.0128,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.0145,0.0124,Cholesteryl Esters to Total-Lipids in Large LDL percentage
His,0.0082,0.0115,Histidine
IDL-FC%,0.0060,0.0112,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.0080,0.0103,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0080,0.0101,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-PL%,0.0115,0.0097,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0047,0.0094,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-PL%,0.0085,0.0094,Phospholipids to Total-Lipids in Small HDL percentage
Acetoacetate,0.0055,0.0077,Acetoacetate
Sc-ala,0.0082,0.0076,Spectrometer-corrected alanine
S-HDL-CE,0.0088,0.0074,Cholesteryl Esters in Small HDL
SFA%,0.0055,0.0074,Saturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0068,0.0073,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-C,0.0043,0.0072,Cholesterol in Small HDL
