Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0490,0.0574,Creatinine
Acetate,0.0453,0.0552,Acetate
IDL-PL%,0.0557,0.0548,Phospholipids to Total-Lipids in IDL percentage
Acetoacetate,0.0547,0.0457,Acetoacetate
Phe,0.0362,0.0414,Phenylalanine
Pyruvate,0.0300,0.0408,Pyruvate
Val,0.0570,0.0403,Valine
XXL-VLDL-PL%,0.0438,0.0370,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,0.0365,0.0357,Acetone
His,0.0410,0.0355,Histidine
Ala,0.0297,0.0334,Alanine
IDL-FC%,0.0108,0.0307,Free Cholesterol to Total-Lipids in IDL percentage
Albumin,0.0375,0.0282,Albumin
Glu,0.0268,0.0248,Glucose
Total-BCAA,0.0188,0.0248,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Gln,0.0195,0.0233,Glutamine
M-LDL-PL%,0.0165,0.0207,Phospholipids to Total-Lipids in Medium LDL percentage
XL-VLDL-C%,0.0212,0.0153,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,0.0187,0.0143,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Lactate,0.0088,0.0131,Lactate
XL-VLDL-PL%,0.0162,0.0129,Phospholipids to Total-Lipids in Very Large VLDL percentage
Gly,0.0080,0.0124,Glycine
LA%,0.0228,0.0123,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.0107,0.0123,Glycoprotein Acetyls
XS-VLDL-PL,0.0123,0.0119,Phospholipids in Very Small VLDL
XS-VLDL-PL%,0.0115,0.0118,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-PL%,0.0105,0.0115,Phospholipids to Total-Lipids in Large VLDL percentage
Citrate,0.0165,0.0115,Citrate
Omega-6/Omega-3,0.0165,0.0112,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
SFA%,0.0140,0.0103,Saturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0108,0.0101,3-Hydroxybutyrate
Omega-3%,0.0092,0.0096,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-L,0.0090,0.0091,Total-Lipids in HDL
Sc-ala,0.0075,0.0089,Spectrometer-corrected alanine
Ile,0.0100,0.0088,Isoleucine
XXL-VLDL-FC%,0.0112,0.0082,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6%,0.0077,0.0079,Omega-6 Fatty Acids to Total-Fatty Acids percentage
SM,0.0078,0.0078,Sphingomyelins
S-LDL-C%,0.0058,0.0072,Cholesterol to Total-Lipids in Small LDL percentage
Leu,0.0087,0.0071,Leucine
M-HDL-PL%,0.0025,0.0060,Phospholipids to Total-Lipids in Medium HDL percentage
LA,0.0075,0.0058,Linoleic Acid
XXL-VLDL-TG,0.0068,0.0053,Triglycerides in Chylomicrons and Extremely Large VLDL
Tyr,0.0053,0.0048,Tyrosine
IDL-P,0.0078,0.0048,Concentration of IDL Particles
XXL-VLDL-CE,0.0042,0.0047,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-LDL-C%,0.0012,0.0047,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6,0.0042,0.0044,Omega-6 Fatty Acids
L-LDL-CE%,0.0042,0.0044,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-TG%,0.0080,0.0043,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-C,0.0045,0.0042,Cholesterol in Large LDL
M-HDL-C%,0.0045,0.0042,Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-size,0.0020,0.0042,Average Diameter for VLDL Particles
XL-HDL-P,0.0025,0.0039,Concentration of Very Large HDL Particles
L-VLDL-FC%,0.0013,0.0038,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-CE%,0.0033,0.0036,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0032,0.0036,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-C,0.0040,0.0036,Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-CE%,0.0013,0.0035,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0015,0.0033,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0032,0.0032,Glucose-lactate
PUFA/MUFA,0.0030,0.0031,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-CE%,0.0020,0.0031,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-VLDL-FC%,0.0033,0.0030,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XXL-VLDL-TG%,0.0032,0.0029,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-PL,0.0043,0.0027,Phospholipids in HDL
S-VLDL-CE,0.0015,0.0027,Cholesteryl Esters in Small VLDL
S-HDL-CE,0.0018,0.0020,Cholesteryl Esters in Small HDL
PUFA%,0.0017,0.0020,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0018,0.0020,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0015,0.0019,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0018,0.0019,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,0.0017,0.0018,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-TG%,0.0010,0.0014,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-size,0.0013,0.0012,Average Diameter for LDL Particles
M-LDL-FC%,0.0010,0.0011,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.0010,0.0010,Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-PL%,0.0008,0.0009,Phospholipids to Total-Lipids in Very Large HDL percentage
