Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1458,0.2546,Creatinine
XL-HDL-FC%,0.0842,0.1711,Free Cholesterol to Total-Lipids in Very Large HDL percentage
GlycA,0.1313,0.0867,Glycoprotein Acetyls
Albumin,0.1137,0.0851,Albumin
Leu,0.0828,0.0796,Leucine
Gly,0.0865,0.0608,Glycine
L-HDL-TG,0.0410,0.0386,Triglycerides in Large HDL
IDL-TG,0.0468,0.0378,Triglycerides in IDL
Citrate,0.0448,0.0278,Citrate
Omega-3,0.0257,0.0224,Omega-3 Fatty Acids
Tyr,0.0230,0.0147,Tyrosine
HDL-FC,0.0155,0.0123,Free Cholesterol in HDL
Total-BCAA,0.0183,0.0120,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
HDL-PL,0.0128,0.0110,Phospholipids in HDL
L-HDL-PL,0.0138,0.0105,Phospholipids in Large HDL
HDL-L,0.0070,0.0089,Total-Lipids in HDL
S-HDL-FC%,0.0142,0.0084,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetoacetate,0.0142,0.0078,Acetoacetate
LA%,0.0107,0.0072,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0110,0.0067,Valine
XL-HDL-C%,0.0073,0.0056,Cholesterol to Total-Lipids in Very Large HDL percentage
3-Hydroxybutyrate,0.0103,0.0056,3-Hydroxybutyrate
XS-VLDL-TG,0.0052,0.0041,Triglycerides in Very Small VLDL
Glu-lactate,0.0067,0.0039,Glucose-lactate
M-HDL-P,0.0030,0.0031,Concentration of Medium HDL Particles
Lactate,0.0045,0.0023,Lactate
Ala,0.0037,0.0022,Alanine
SM,0.0023,0.0019,Sphingomyelins
IDL-CE%,0.0018,0.0010,Cholesteryl Esters to Total-Lipids in IDL percentage
Pyruvate,0.0015,0.0009,Pyruvate
IDL-FC%,0.0013,0.0008,Free Cholesterol to Total-Lipids in IDL percentage
Ile,0.0015,0.0007,Isoleucine
Acetone,0.0013,0.0007,Acetone
Glu,0.0013,0.0007,Glucose
IDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0007,0.0003,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-FC,0.0008,0.0003,Free Cholesterol in Very Large HDL
Acetate,0.0005,0.0003,Acetate
His,0.0005,0.0003,Histidine
XXL-VLDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6%,0.0003,0.0002,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0005,0.0002,Omega-3 Fatty Acids to Total-Fatty Acids percentage
VLDL-size,0.0003,0.0002,Average Diameter for VLDL Particles
PUFA%,0.0002,0.0001,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
