Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2092,0.2305,Creatinine
Albumin,0.2262,0.1672,Albumin
XS-VLDL-CE%,0.0430,0.0710,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,0.0478,0.0639,Free Cholesterol to Total-Lipids in Very Large HDL percentage
GlycA,0.0830,0.0625,Glycoprotein Acetyls
L-HDL-C,0.0158,0.0587,Cholesterol in Large HDL
MUFA%,0.0230,0.0502,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0252,0.0367,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.0410,0.0365,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-CE,0.0087,0.0286,Cholesteryl Esters in Large HDL
XS-VLDL-TG%,0.0425,0.0280,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE,0.0118,0.0277,Cholesteryl Esters in Very Large HDL
Val,0.0428,0.0216,Valine
Gly,0.0272,0.0169,Glycine
XS-VLDL-C%,0.0120,0.0134,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,0.0162,0.0101,Cholesteryl Esters in Very Small VLDL
XL-HDL-PL,0.0093,0.0100,Phospholipids in Very Large HDL
S-LDL-CE%,0.0140,0.0079,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0138,0.0078,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC,0.0032,0.0071,Free Cholesterol in Large HDL
Gln,0.0140,0.0057,Glutamine
XL-HDL-PL%,0.0083,0.0052,Phospholipids to Total-Lipids in Very Large HDL percentage
L-LDL-C%,0.0107,0.0051,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C,0.0060,0.0037,Cholesterol in Very Small VLDL
His,0.0075,0.0035,Histidine
3-Hydroxybutyrate,0.0073,0.0033,3-Hydroxybutyrate
Total-BCAA,0.0062,0.0028,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-FC%,0.0048,0.0026,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-PL%,0.0035,0.0025,Phospholipids to Total-Lipids in Small VLDL percentage
LA,0.0035,0.0021,Linoleic Acid
XL-HDL-L,0.0027,0.0019,Total-Lipids in Very Large HDL
L-LDL-TG%,0.0023,0.0014,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0017,0.0007,Free Cholesterol in Very Large HDL
IDL-TG%,0.0008,0.0005,Triglycerides to Total-Lipids in IDL percentage
HDL-size,0.0010,0.0005,Average Diameter for HDL Particles
XL-VLDL-FC%,0.0010,0.0004,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-TG%,0.0008,0.0004,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-TG%,0.0007,0.0003,Triglycerides to Total-Lipids in Very Large HDL percentage
Ile,0.0005,0.0002,Isoleucine
Pyruvate,0.0005,0.0002,Pyruvate
Phe,0.0003,0.0002,Phenylalanine
Leu,0.0002,8.6780e-05,Leucine
