Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.0628,0.0511,Albumin
Omega-6/Omega-3,0.0685,0.0468,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Acetone,0.0612,0.0433,Acetone
Lactate,0.0250,0.0383,Lactate
LDL-size,0.0183,0.0375,Average Diameter for LDL Particles
IDL-PL%,0.0368,0.0363,Phospholipids to Total-Lipids in IDL percentage
Gly,0.0410,0.0361,Glycine
Acetate,0.0337,0.0350,Acetate
Citrate,0.0465,0.0341,Citrate
SFA%,0.0237,0.0336,Saturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0310,0.0284,Linoleic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0253,0.0283,Glucose-lactate
Glu,0.0223,0.0267,Glucose
His,0.0157,0.0242,Histidine
Acetoacetate,0.0257,0.0234,Acetoacetate
L-LDL-TG%,0.0287,0.0234,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-C%,0.0320,0.0231,Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.0227,0.0223,Valine
M-LDL-PL%,0.0318,0.0190,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,0.0132,0.0179,Phenylalanine
XS-VLDL-PL%,0.0215,0.0160,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0103,0.0135,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0100,0.0133,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,0.0143,0.0128,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-C%,0.0072,0.0127,Cholesterol to Total-Lipids in IDL percentage
Unsaturation,0.0177,0.0119,Degree of Unsaturation
S-VLDL-PL%,0.0053,0.0118,Phospholipids to Total-Lipids in Small VLDL percentage
Creatinine,0.0110,0.0117,Creatinine
Tyr,0.0083,0.0113,Tyrosine
MUFA%,0.0092,0.0112,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,0.0098,0.0112,Glycoprotein Acetyls
XS-VLDL-FC%,0.0092,0.0108,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Pyruvate,0.0045,0.0101,Pyruvate
Gln,0.0108,0.0099,Glutamine
L-VLDL-TG%,0.0073,0.0083,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.0090,0.0082,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ala,0.0083,0.0082,Alanine
3-Hydroxybutyrate,0.0065,0.0082,3-Hydroxybutyrate
XXL-VLDL-TG%,0.0042,0.0081,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0082,0.0078,Phospholipids to Total-Lipids in Small HDL percentage
IDL-CE%,0.0118,0.0077,Cholesteryl Esters to Total-Lipids in IDL percentage
Leu,0.0068,0.0066,Leucine
XXL-VLDL-C%,0.0065,0.0066,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0068,0.0064,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.0077,0.0063,Cholesterol to Total-Lipids in Large LDL percentage
Omega-3%,0.0043,0.0062,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0043,0.0061,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.0095,0.0058,Free Cholesterol to Total-Lipids in Large LDL percentage
Sc-ala,0.0022,0.0058,Spectrometer-corrected alanine
LDL-TG,0.0008,0.0058,Triglycerides in LDL
XL-VLDL-PL%,0.0068,0.0054,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE,0.0063,0.0053,Cholesteryl Esters in Medium VLDL
XXL-VLDL-TG,0.0027,0.0047,Triglycerides in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG%,0.0030,0.0046,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.0037,0.0046,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-VLDL-CE%,0.0030,0.0043,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-LDL-P,0.0025,0.0042,Concentration of Small LDL Particles
Total-FC,0.0067,0.0042,Total-Free Cholesterol
IDL-FC%,0.0023,0.0041,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.0063,0.0041,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-L,0.0017,0.0040,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,0.0015,0.0037,Triglycerides to Total-Lipids in Medium HDL percentage
Omega-6%,0.0037,0.0036,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC,0.0022,0.0036,Free Cholesterol in Small LDL
XL-HDL-C%,0.0020,0.0034,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC,0.0022,0.0033,Free Cholesterol in Very Large HDL
Ile,0.0035,0.0032,Isoleucine
Omega-3,0.0027,0.0030,Omega-3 Fatty Acids
MUFA,0.0023,0.0030,Monounsaturated Fatty Acids
M-LDL-TG%,0.0010,0.0027,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.0033,0.0022,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-FC%,0.0030,0.0021,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-C%,0.0028,0.0021,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-PL%,0.0022,0.0018,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-CE,0.0008,0.0012,Cholesteryl Esters in Large HDL
L-HDL-TG,0.0012,0.0011,Triglycerides in Large HDL
XL-VLDL-FC%,0.0008,0.0010,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA%,0.0005,0.0002,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
