Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-PL%,0.1477,0.3307,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-C%,0.1102,0.1130,Cholesterol to Total-Lipids in Large LDL percentage
PUFA%,0.0617,0.0899,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,0.1405,0.0836,Glycoprotein Acetyls
L-HDL-C%,0.0307,0.0798,Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.0605,0.0689,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.0510,0.0493,Linoleic Acid to Total-Fatty Acids percentage
Gln,0.0683,0.0315,Glutamine
XL-HDL-FC%,0.0573,0.0236,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Tyr,0.0533,0.0224,Tyrosine
L-HDL-CE%,0.0115,0.0211,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Glu-lactate,0.0370,0.0155,Glucose-lactate
Creatinine,0.0385,0.0144,Creatinine
XL-HDL-CE,0.0142,0.0084,Cholesteryl Esters in Very Large HDL
XS-VLDL-PL%,0.0223,0.0083,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0102,0.0072,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0090,0.0036,Degree of Unsaturation
IDL-CE%,0.0053,0.0028,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3%,0.0073,0.0028,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0077,0.0025,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,0.0057,0.0024,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Sc-ala,0.0062,0.0021,Spectrometer-corrected alanine
IDL-FC%,0.0052,0.0019,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-CE,0.0043,0.0018,Cholesteryl Esters in Large HDL
L-HDL-TG,0.0038,0.0017,Triglycerides in Large HDL
M-HDL-TG%,0.0035,0.0017,Triglycerides to Total-Lipids in Medium HDL percentage
Glu,0.0052,0.0014,Glucose
Gly,0.0048,0.0013,Glycine
XL-HDL-L,0.0027,0.0011,Total-Lipids in Very Large HDL
3-Hydroxybutyrate,0.0018,0.0009,3-Hydroxybutyrate
S-LDL-CE%,0.0025,0.0007,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Albumin,0.0027,0.0007,Albumin
Omega-3,0.0023,0.0006,Omega-3 Fatty Acids
XL-HDL-PL,0.0013,0.0006,Phospholipids in Very Large HDL
IDL-PL%,0.0010,0.0005,Phospholipids to Total-Lipids in IDL percentage
HDL-size,0.0012,0.0004,Average Diameter for HDL Particles
M-LDL-PL%,0.0010,0.0004,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0003,0.0001,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ala,0.0002,6.1791e-05,Alanine
DHA,0.0002,3.8831e-05,Docosahexaenoic Acid
