Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.12 [1.09-1.15],1.212e-13,***,Creatinine
L-LDL-TG%,1.12 [1.10-1.14],6.940e-19,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.12 [1.09-1.14],1.072e-17,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.11 [1.09-1.14],6.818e-18,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.11 [1.08-1.13],3.786e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.11 [1.08-1.13],5.276e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.09 [1.07-1.12],4.003e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.09 [1.07-1.12],9.338e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.09 [1.07-1.11],3.136e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.09 [1.06-1.11],2.459e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,1.09 [1.06-1.11],2.125e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,1.08 [1.05-1.11],2.347e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG%,1.08 [1.05-1.10],1.953e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
TG/PG,1.07 [1.05-1.10],1.815e-04,***,Triglycerides to Phosphoglycerides ratio
IDL-PL%,1.07 [1.05-1.10],8.194e-07,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.07 [1.05-1.09],5.126e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-TG%,1.07 [1.04-1.09],0.003,**,Triglycerides to Total-Lipids in Very Large HDL percentage
Citrate,1.06 [1.04-1.09],4.159e-04,***,Citrate
XS-VLDL-TG,1.06 [1.04-1.09],4.442e-04,***,Triglycerides in Very Small VLDL
IDL-TG,1.06 [1.04-1.08],0.001,**,Triglycerides in IDL
L-VLDL-FC%,1.06 [1.04-1.08],0.005,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-TG,1.06 [1.04-1.08],0.040,*,Triglycerides in Small HDL
L-LDL-TG,1.06 [1.04-1.08],0.040,*,Triglycerides in Large LDL
S-HDL-L,0.95 [0.93-0.97],0.040,*,Total-Lipids in Small HDL
IDL-C,0.95 [0.93-0.96],0.029,*,Cholesterol in IDL
S-HDL-FC,0.94 [0.92-0.96],0.023,*,Free Cholesterol in Small HDL
S-LDL-FC%,0.94 [0.92-0.96],0.021,*,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE,0.94 [0.92-0.96],0.010,*,Cholesteryl Esters in IDL
S-HDL-CE%,0.94 [0.92-0.96],0.007,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-C%,0.94 [0.92-0.96],0.007,**,Cholesterol to Total-Lipids in Small LDL percentage
Unsaturation,0.94 [0.92-0.96],0.038,*,Degree of Unsaturation
DHA,0.94 [0.92-0.96],0.013,*,Docosahexaenoic Acid
S-HDL-C%,0.94 [0.92-0.96],0.002,**,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-C,0.94 [0.92-0.96],0.003,**,Cholesterol in Very Large HDL
HDL-size,0.94 [0.92-0.96],0.015,*,Average Diameter for HDL Particles
Total-C,0.94 [0.92-0.96],0.001,**,Total-Cholesterol
S-VLDL-PL%,0.94 [0.92-0.96],7.007e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
Total-PL,0.94 [0.92-0.96],0.002,**,Total-Phospholipids in Lipoprotein Particles
Phosphoglyc,0.94 [0.92-0.96],0.003,**,Phosphoglycerides
PUFA%,0.94 [0.91-0.96],0.007,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-FC%,0.94 [0.92-0.96],4.492e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
SM,0.94 [0.92-0.96],2.842e-04,***,Sphingomyelins
S-HDL-P,0.93 [0.92-0.95],2.266e-05,***,Concentration of Small HDL Particles
Total-CE,0.93 [0.91-0.95],7.286e-05,***,Total-Esterified Cholesterol
PC,0.93 [0.91-0.95],2.353e-04,***,Phosphatidylcholines
XL-HDL-CE,0.93 [0.91-0.95],1.004e-04,***,Cholesteryl Esters in Very Large HDL
LA%,0.93 [0.91-0.95],2.899e-04,***,Linoleic Acid to Total-Fatty Acids percentage
Cholines,0.93 [0.91-0.95],7.957e-05,***,Total-Cholines
M-LDL-FC%,0.93 [0.91-0.95],2.451e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C,0.93 [0.91-0.95],4.571e-07,***,Cholesterol in Small HDL
S-HDL-CE,0.93 [0.91-0.95],6.873e-08,***,Cholesteryl Esters in Small HDL
XL-HDL-CE%,0.93 [0.91-0.95],6.954e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-C%,0.93 [0.91-0.94],1.320e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.92 [0.90-0.95],4.230e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.92 [0.90-0.95],1.982e-05,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.92 [0.90-0.94],1.141e-07,***,Free Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.92 [0.90-0.94],2.922e-06,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-FC,0.92 [0.90-0.94],1.987e-07,***,Free Cholesterol in Large HDL
M-HDL-PL,0.92 [0.90-0.94],6.125e-08,***,Phospholipids in Medium HDL
L-HDL-PL,0.92 [0.90-0.94],3.033e-08,***,Phospholipids in Large HDL
L-HDL-P,0.92 [0.90-0.94],1.079e-08,***,Concentration of Large HDL Particles
M-HDL-CE%,0.92 [0.90-0.94],1.824e-10,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,0.92 [0.90-0.94],1.352e-09,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-L,0.91 [0.89-0.94],7.648e-09,***,Total-Lipids in Large HDL
M-HDL-L,0.91 [0.89-0.93],2.028e-10,***,Total-Lipids in Medium HDL
L-HDL-C,0.91 [0.89-0.93],4.684e-10,***,Cholesterol in Large HDL
L-HDL-CE,0.91 [0.89-0.93],1.230e-10,***,Cholesteryl Esters in Large HDL
HDL-PL,0.91 [0.89-0.93],1.193e-10,***,Phospholipids in HDL
XS-VLDL-CE%,0.91 [0.89-0.93],2.385e-11,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-P,0.91 [0.89-0.93],3.783e-12,***,Concentration of Medium HDL Particles
M-HDL-FC,0.91 [0.89-0.93],2.225e-12,***,Free Cholesterol in Medium HDL
HDL-FC,0.91 [0.89-0.93],1.077e-11,***,Free Cholesterol in HDL
ApoA1,0.91 [0.89-0.93],6.632e-13,***,Apolipoprotein A1
Total-P,0.91 [0.89-0.93],4.881e-14,***,Total-Concentration of Lipoprotein Particles
M-HDL-C%,0.90 [0.88-0.92],2.227e-14,***,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-P,0.90 [0.88-0.92],7.059e-15,***,Concentration of HDL Particles
HDL-L,0.90 [0.88-0.92],5.426e-13,***,Total-Lipids in HDL
M-HDL-C,0.90 [0.88-0.92],2.152e-15,***,Cholesterol in Medium HDL
M-HDL-CE,0.90 [0.88-0.92],8.697e-16,***,Cholesteryl Esters in Medium HDL
IDL-C%,0.90 [0.88-0.92],2.584e-18,***,Cholesterol to Total-Lipids in IDL percentage
M-HDL-FC%,0.90 [0.88-0.92],1.156e-12,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-CE%,0.90 [0.88-0.92],5.493e-19,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.89 [0.87-0.91],3.450e-18,***,Cholesterol to Total-Lipids in Large LDL percentage
HDL-C,0.89 [0.87-0.91],6.321e-18,***,HDL Cholesterol
HDL-CE,0.89 [0.87-0.91],3.598e-19,***,Cholesteryl Esters in HDL
