Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.09 [1.08-1.11],1.303e-24,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.09 [1.08-1.11],8.248e-20,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.09 [1.07-1.11],9.308e-21,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.09 [1.08-1.11],6.320e-23,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.09 [1.07-1.10],2.302e-20,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.08 [1.06-1.10],9.155e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,1.08 [1.06-1.10],1.486e-11,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,1.08 [1.06-1.10],9.416e-17,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.08 [1.06-1.09],1.040e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.08 [1.06-1.09],3.871e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
GlycA,1.07 [1.05-1.08],8.545e-11,***,Glycoprotein Acetyls
S-LDL-TG%,1.07 [1.05-1.08],2.232e-11,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-TG%,1.07 [1.05-1.08],9.940e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.06 [1.05-1.08],4.417e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-HDL-TG%,1.06 [1.05-1.08],1.672e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,1.06 [1.05-1.08],1.234e-07,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,1.06 [1.05-1.08],1.487e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.05 [1.04-1.07],1.195e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.05 [1.03-1.06],1.039e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.04 [1.03-1.06],0.003,**,Triglycerides in Small HDL
L-LDL-P,0.96 [0.95-0.98],0.043,*,Concentration of Large LDL Particles
LDL-P,0.96 [0.95-0.98],0.023,*,Concentration of LDL Particles
M-LDL-P,0.96 [0.95-0.97],0.008,**,Concentration of Medium LDL Particles
L-VLDL-C%,0.96 [0.95-0.97],0.004,**,Cholesterol to Total-Lipids in Large VLDL percentage
ApoB,0.96 [0.95-0.97],0.004,**,Apolipoprotein B
S-LDL-C,0.96 [0.94-0.97],0.003,**,Cholesterol in Small LDL
M-LDL-C,0.96 [0.94-0.97],0.003,**,Cholesterol in Medium LDL
DHA,0.96 [0.94-0.97],0.013,*,Docosahexaenoic Acid
S-VLDL-CE%,0.96 [0.94-0.97],0.001,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-C%,0.96 [0.94-0.97],6.369e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-FC%,0.95 [0.94-0.97],1.320e-04,***,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-C,0.95 [0.94-0.97],1.632e-05,***,Cholesterol in Medium VLDL
M-HDL-L,0.95 [0.94-0.97],1.350e-04,***,Total-Lipids in Medium HDL
LDL-PL,0.95 [0.94-0.97],5.098e-06,***,Phospholipids in LDL
XL-VLDL-FC%,0.95 [0.94-0.96],2.697e-06,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-C,0.95 [0.94-0.97],4.216e-06,***,Cholesterol in Very Small VLDL
