Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.35 [1.33-1.38],5.786e-215,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.35 [1.32-1.37],2.214e-225,***,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-TG%,1.33 [1.31-1.35],1.300e-198,***,Triglycerides to Total-Lipids in Very Large HDL percentage
MUFA%,1.31 [1.28-1.33],7.436e-153,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.31 [1.28-1.33],5.510e-180,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.30 [1.27-1.32],1.821e-151,***,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.29 [1.26-1.31],2.811e-141,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.28 [1.26-1.30],6.062e-140,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,1.27 [1.25-1.29],1.314e-142,***,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,1.27 [1.25-1.29],1.194e-167,***,Triglycerides in Small HDL
XS-VLDL-PL%,1.26 [1.24-1.29],4.649e-132,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.26 [1.24-1.28],1.627e-130,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.25 [1.23-1.28],3.430e-140,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-TG,1.25 [1.23-1.27],2.060e-159,***,Triglycerides in Medium LDL
S-LDL-TG%,1.25 [1.23-1.27],5.684e-133,***,Triglycerides to Total-Lipids in Small LDL percentage
LDL-TG,1.25 [1.23-1.27],7.466e-151,***,Triglycerides in LDL
S-VLDL-TG,1.24 [1.22-1.27],5.985e-142,***,Triglycerides in Small VLDL
XS-VLDL-TG,1.24 [1.22-1.26],2.043e-148,***,Triglycerides in Very Small VLDL
GlycA,1.24 [1.22-1.27],1.843e-110,***,Glycoprotein Acetyls
L-LDL-TG,1.24 [1.22-1.26],3.348e-144,***,Triglycerides in Large LDL
M-HDL-TG%,1.24 [1.22-1.26],9.792e-111,***,Triglycerides to Total-Lipids in Medium HDL percentage
MUFA,1.24 [1.22-1.26],7.859e-110,***,Monounsaturated Fatty Acids
