Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.85 [1.73-1.99],1.974e-60,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.76 [1.65-1.88],7.793e-58,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.73 [1.58-1.90],1.491e-27,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,1.73 [1.61-1.86],5.903e-45,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.73 [1.62-1.85],3.175e-54,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.71 [1.59-1.84],4.982e-40,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.67 [1.56-1.78],6.932e-46,***,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.63 [1.53-1.73],1.959e-46,***,Triglycerides to Total-Lipids in Medium LDL percentage
Glu-lactate,1.59 [1.50-1.70],8.021e-44,***,Glucose-lactate
S-LDL-TG%,1.57 [1.48-1.68],1.673e-37,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.55 [1.45-1.66],2.142e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu,1.51 [1.41-1.62],3.517e-26,***,Glucose
XL-HDL-TG%,1.49 [1.39-1.60],1.741e-24,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.48 [1.38-1.58],7.692e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
TG/PG,1.48 [1.38-1.59],2.892e-21,***,Triglycerides to Phosphoglycerides ratio
MUFA%,1.47 [1.37-1.59],1.982e-18,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.46 [1.36-1.57],1.514e-19,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.43 [1.33-1.54],4.502e-16,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.43 [1.32-1.54],2.159e-14,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,1.38 [1.28-1.49],3.077e-12,***,Average Diameter for VLDL Particles
Sc-ala,1.36 [1.28-1.46],2.819e-15,***,Spectrometer-corrected alanine
M-HDL-TG%,1.35 [1.26-1.46],1.300e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,1.33 [1.24-1.41],1.429e-12,***,Triglycerides in Small HDL
GlycA,1.31 [1.22-1.41],4.173e-08,***,Glycoprotein Acetyls
XL-VLDL-TG,1.30 [1.22-1.39],2.566e-10,***,Triglycerides in Very Large VLDL
Ala,1.28 [1.20-1.37],1.527e-07,***,Alanine
XXL-VLDL-TG,1.28 [1.20-1.36],2.256e-08,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.27 [1.19-1.35],2.902e-07,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.27 [1.19-1.35],7.128e-08,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.27 [1.19-1.35],4.579e-08,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
VLDL-TG,1.26 [1.18-1.35],4.615e-06,***,Triglycerides in VLDL
Total-TG,1.26 [1.18-1.35],6.731e-06,***,Total-Triglycerides
S-VLDL-TG,1.26 [1.18-1.34],5.605e-07,***,Triglycerides in Small VLDL
L-VLDL-TG%,1.26 [1.18-1.35],1.106e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
SFA%,1.24 [1.15-1.33],0.002,**,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-L,1.24 [1.16-1.32],1.068e-04,***,Total-Lipids in Very Large VLDL
S-LDL-TG,1.24 [1.16-1.32],1.261e-05,***,Triglycerides in Small LDL
XXL-VLDL-FC,1.23 [1.16-1.32],2.973e-05,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,1.23 [1.15-1.31],7.415e-05,***,Concentration of Very Large VLDL Particles
IDL-PL%,1.23 [1.15-1.32],3.287e-04,***,Phospholipids to Total-Lipids in IDL percentage
Val,1.23 [1.15-1.31],5.999e-04,***,Valine
M-LDL-TG,1.23 [1.15-1.31],4.727e-05,***,Triglycerides in Medium LDL
L-VLDL-TG,1.22 [1.15-1.31],4.531e-04,***,Triglycerides in Large VLDL
XS-VLDL-TG,1.22 [1.15-1.30],1.286e-04,***,Triglycerides in Very Small VLDL
