Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.64 [1.43-1.88],2.175e-07,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.62 [1.40-1.87],1.206e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.60 [1.40-1.83],2.567e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.52 [1.34-1.72],4.280e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.48 [1.28-1.71],0.024,*,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-PL%,0.71 [0.62-0.80],0.032,*,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.70 [0.62-0.80],0.011,*,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-C%,0.70 [0.61-0.80],0.020,*,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.70 [0.61-0.79],0.004,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,0.68 [0.60-0.77],8.848e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-C%,0.68 [0.59-0.78],0.004,**,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL%,0.68 [0.59-0.77],0.005,**,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.67 [0.60-0.74],4.329e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
LA%,0.66 [0.58-0.76],0.001,**,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-FC%,0.66 [0.58-0.75],1.775e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.66 [0.58-0.74],5.564e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.65 [0.58-0.73],1.684e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.65 [0.57-0.73],1.968e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-FC%,0.63 [0.56-0.72],7.569e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.63 [0.56-0.71],9.610e-09,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.60 [0.53-0.68],4.347e-10,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.60 [0.53-0.68],1.590e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
