Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.17 [1.14-1.19],4.289e-34,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.17 [1.14-1.19],2.678e-34,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.16 [1.13-1.18],1.624e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.15 [1.12-1.18],7.285e-26,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.14 [1.12-1.17],1.262e-26,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.14 [1.11-1.16],4.986e-22,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.13 [1.10-1.16],6.186e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.13 [1.10-1.15],1.081e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.12 [1.09-1.14],8.468e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.11 [1.09-1.14],4.627e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.11 [1.09-1.13],2.442e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.11 [1.08-1.13],1.174e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-TG%,1.10 [1.08-1.13],1.794e-10,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.10 [1.08-1.13],4.352e-08,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.10 [1.08-1.13],4.640e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
GlycA,1.10 [1.07-1.12],1.878e-09,***,Glycoprotein Acetyls
TG/PG,1.09 [1.07-1.12],1.478e-07,***,Triglycerides to Phosphoglycerides ratio
IDL-PL%,1.09 [1.06-1.11],8.074e-09,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-TG%,1.08 [1.06-1.11],5.887e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-PL%,1.08 [1.06-1.10],1.006e-06,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-TG%,1.07 [1.04-1.09],0.003,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.06 [1.04-1.08],0.042,*,Triglycerides in Small HDL
XXL-VLDL-PL%,1.06 [1.04-1.08],0.030,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-FC,0.94 [0.92-0.96],0.012,*,Free Cholesterol in Medium VLDL
L-VLDL-CE%,0.94 [0.92-0.96],0.017,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-LDL-P,0.94 [0.92-0.96],5.096e-04,***,Concentration of Small LDL Particles
XS-VLDL-C,0.93 [0.91-0.95],1.135e-04,***,Cholesterol in Very Small VLDL
XL-HDL-FC,0.93 [0.91-0.95],3.739e-05,***,Free Cholesterol in Very Large HDL
S-HDL-FC%,0.93 [0.91-0.95],9.333e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.93 [0.91-0.95],2.404e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-LDL-P,0.93 [0.91-0.95],4.076e-06,***,Concentration of Large LDL Particles
M-HDL-PL,0.93 [0.91-0.95],4.667e-05,***,Phospholipids in Medium HDL
Omega-6%,0.93 [0.90-0.95],2.072e-04,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
DHA,0.93 [0.91-0.95],2.156e-05,***,Docosahexaenoic Acid
LDL-P,0.93 [0.91-0.95],1.016e-06,***,Concentration of LDL Particles
XL-HDL-PL,0.93 [0.91-0.95],2.128e-05,***,Phospholipids in Very Large HDL
S-LDL-PL,0.93 [0.91-0.95],3.736e-07,***,Phospholipids in Small LDL
ApoB,0.93 [0.91-0.95],3.934e-07,***,Apolipoprotein B
S-LDL-CE,0.92 [0.90-0.94],5.341e-07,***,Cholesteryl Esters in Small LDL
XL-VLDL-C%,0.92 [0.90-0.95],1.788e-06,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-CE,0.92 [0.90-0.94],2.292e-07,***,Cholesteryl Esters in Very Small VLDL
HDL-size,0.92 [0.90-0.95],5.947e-05,***,Average Diameter for HDL Particles
M-LDL-P,0.92 [0.90-0.94],1.375e-07,***,Concentration of Medium LDL Particles
S-HDL-P,0.92 [0.90-0.94],8.976e-08,***,Concentration of Small HDL Particles
S-LDL-L,0.92 [0.90-0.94],9.267e-08,***,Total-Lipids in Small LDL
