Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.22 [1.19-1.25],3.498e-42,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.22 [1.18-1.25],1.998e-35,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.21 [1.18-1.25],3.041e-41,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.19 [1.16-1.22],1.294e-34,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.19 [1.15-1.22],1.311e-29,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.18 [1.15-1.22],3.911e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.18 [1.15-1.21],3.464e-25,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.17 [1.14-1.20],1.036e-26,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.17 [1.14-1.20],6.412e-24,***,Glycoprotein Acetyls
L-HDL-PL%,1.17 [1.13-1.20],2.776e-20,***,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.15 [1.12-1.18],3.761e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.15 [1.12-1.18],1.287e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.15 [1.12-1.18],2.957e-19,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.14 [1.11-1.17],4.130e-17,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-HDL-TG%,1.14 [1.11-1.17],9.283e-15,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.14 [1.11-1.17],1.006e-15,***,Triglycerides to Total-Lipids in Medium HDL percentage
TG/PG,1.13 [1.10-1.17],4.921e-13,***,Triglycerides to Phosphoglycerides ratio
