Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.13 [1.10-1.15],2.296e-17,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.12 [1.09-1.15],3.443e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.12 [1.10-1.15],1.859e-17,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.12 [1.09-1.14],6.837e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.11 [1.09-1.14],2.910e-11,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG%,1.11 [1.09-1.14],7.240e-15,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.11 [1.08-1.13],1.327e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.11 [1.08-1.13],7.777e-13,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.10 [1.08-1.13],1.683e-12,***,Triglycerides to Total-Lipids in Medium VLDL percentage
TG/PG,1.10 [1.07-1.12],1.717e-09,***,Triglycerides to Phosphoglycerides ratio
GlycA,1.10 [1.07-1.12],7.406e-10,***,Glycoprotein Acetyls
XL-HDL-TG%,1.09 [1.07-1.12],9.870e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.09 [1.06-1.11],1.362e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.09 [1.06-1.11],4.472e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.08 [1.06-1.11],1.139e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.08 [1.06-1.11],5.454e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.08 [1.06-1.10],1.946e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
VLDL-size,1.08 [1.05-1.10],1.054e-04,***,Average Diameter for VLDL Particles
M-HDL-TG%,1.07 [1.05-1.10],2.188e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,1.06 [1.04-1.09],0.004,**,Triglycerides in Small HDL
