Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.19 [1.15-1.22],3.058e-29,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.18 [1.15-1.21],1.303e-27,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.15 [1.12-1.19],1.963e-18,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.15 [1.12-1.18],2.369e-21,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.15 [1.12-1.18],1.507e-18,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.15 [1.11-1.18],3.788e-15,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,1.14 [1.11-1.18],5.984e-16,***,Glycoprotein Acetyls
MUFA%,1.14 [1.11-1.18],1.222e-13,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.14 [1.11-1.17],1.245e-12,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.13 [1.10-1.17],2.848e-15,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.12 [1.09-1.15],1.271e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.12 [1.09-1.16],8.780e-10,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.12 [1.09-1.15],2.004e-09,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.12 [1.08-1.15],2.022e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.11 [1.08-1.14],4.199e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-PL%,1.11 [1.08-1.14],5.283e-08,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-VLDL-TG%,1.11 [1.08-1.14],2.216e-08,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG,1.10 [1.08-1.13],1.990e-08,***,Triglycerides in Small HDL
TG/PG,1.10 [1.07-1.13],1.794e-05,***,Triglycerides to Phosphoglycerides ratio
XS-VLDL-TG,1.10 [1.07-1.13],4.369e-08,***,Triglycerides in Very Small VLDL
IDL-TG,1.09 [1.07-1.12],2.358e-06,***,Triglycerides in IDL
L-LDL-TG,1.09 [1.06-1.11],1.274e-04,***,Triglycerides in Large LDL
LDL-TG,1.08 [1.06-1.11],4.180e-04,***,Triglycerides in LDL
M-HDL-TG,1.08 [1.06-1.11],1.304e-04,***,Triglycerides in Medium HDL
HDL-TG,1.08 [1.05-1.11],4.698e-04,***,Triglycerides in HDL
IDL-PL%,1.08 [1.05-1.11],5.079e-04,***,Phospholipids to Total-Lipids in IDL percentage
