Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.46 [1.33-1.60],2.909e-10,***,Glycoprotein Acetyls
MUFA%,1.44 [1.30-1.59],3.010e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.40 [1.28-1.53],1.302e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.37 [1.25-1.50],4.769e-06,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.33 [1.22-1.45],4.029e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.33 [1.21-1.46],5.689e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.32 [1.20-1.45],0.005,**,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.31 [1.20-1.44],0.005,**,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.31 [1.19-1.44],0.006,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.80 [0.73-0.87],0.040,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-C%,0.78 [0.72-0.86],0.040,*,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-FC%,0.77 [0.71-0.84],9.736e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.77 [0.71-0.84],9.449e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.77 [0.71-0.83],1.464e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.76 [0.70-0.83],1.542e-04,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.76 [0.70-0.83],3.497e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
Unsaturation,0.76 [0.69-0.84],0.006,**,Degree of Unsaturation
L-HDL-C%,0.75 [0.69-0.83],3.016e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,0.75 [0.69-0.82],2.077e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-CE%,0.75 [0.69-0.82],6.570e-05,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-C%,0.75 [0.69-0.82],6.040e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.74 [0.68-0.81],6.712e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Omega-6%,0.73 [0.66-0.79],1.806e-06,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.70 [0.64-0.77],1.519e-08,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.68 [0.62-0.75],1.443e-08,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.68 [0.62-0.74],6.762e-12,***,Linoleic Acid to Total-Fatty Acids percentage
