Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.17 [1.15-1.20],1.179e-37,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.17 [1.14-1.20],6.154e-35,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.16 [1.13-1.19],2.394e-25,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,1.15 [1.13-1.18],1.623e-28,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.15 [1.12-1.17],8.904e-29,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.14 [1.12-1.17],3.784e-21,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.14 [1.11-1.17],1.943e-20,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.14 [1.11-1.16],7.343e-24,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.12 [1.10-1.15],5.073e-18,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-HDL-TG%,1.12 [1.10-1.15],3.321e-16,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-VLDL-TG%,1.12 [1.09-1.14],1.368e-16,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-TG%,1.12 [1.09-1.14],2.003e-13,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.11 [1.08-1.13],3.821e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.11 [1.08-1.13],2.410e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,1.10 [1.08-1.13],6.579e-14,***,Triglycerides in Small HDL
M-HDL-TG%,1.10 [1.08-1.13],2.285e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
TG/PG,1.10 [1.07-1.13],5.772e-09,***,Triglycerides to Phosphoglycerides ratio
GlycA,1.09 [1.07-1.12],9.400e-09,***,Glycoprotein Acetyls
XS-VLDL-TG,1.09 [1.07-1.11],2.337e-09,***,Triglycerides in Very Small VLDL
M-HDL-TG,1.09 [1.07-1.11],1.519e-09,***,Triglycerides in Medium HDL
XL-VLDL-TG%,1.08 [1.06-1.11],2.506e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
HDL-TG,1.08 [1.06-1.11],9.410e-08,***,Triglycerides in HDL
