Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.43 [2.15-2.75],5.548e-39,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,2.40 [2.20-2.61],1.623e-81,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,2.37 [2.17-2.60],7.228e-71,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.34 [2.13-2.58],2.507e-62,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,2.23 [2.06-2.42],3.255e-81,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.14 [1.97-2.31],5.300e-73,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.97 [1.83-2.13],6.985e-64,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.95 [1.81-2.10],3.415e-60,***,Phospholipids to Total-Lipids in Large HDL percentage
Glu-lactate,1.91 [1.77-2.05],2.433e-64,***,Glucose-lactate
XS-VLDL-PL%,1.85 [1.71-2.02],5.940e-43,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.80 [1.67-1.95],1.196e-43,***,Triglycerides to Total-Lipids in Small LDL percentage
Glu,1.78 [1.64-1.94],3.908e-38,***,Glucose
Sc-ala,1.68 [1.56-1.82],7.069e-36,***,Spectrometer-corrected alanine
XL-HDL-FC%,1.67 [1.52-1.82],1.285e-23,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.62 [1.50-1.77],7.311e-25,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.57 [1.44-1.71],1.463e-20,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.56 [1.43-1.71],8.190e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
MUFA%,1.55 [1.41-1.70],6.983e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,1.53 [1.41-1.66],4.806e-20,***,Alanine
S-HDL-TG%,1.53 [1.40-1.67],2.356e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.51 [1.38-1.64],1.662e-14,***,Triglycerides to Phosphoglycerides ratio
IDL-PL%,1.48 [1.36-1.60],4.430e-15,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,1.48 [1.36-1.61],2.271e-13,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.40 [1.28-1.53],1.559e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
Val,1.36 [1.26-1.48],3.595e-09,***,Valine
XXL-VLDL-PL%,1.36 [1.24-1.49],1.971e-05,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,1.35 [1.24-1.47],1.117e-06,***,Lactate
VLDL-size,1.33 [1.21-1.45],2.580e-04,***,Average Diameter for VLDL Particles
GlycA,1.32 [1.21-1.44],3.555e-04,***,Glycoprotein Acetyls
Total-BCAA,1.31 [1.21-1.42],3.736e-06,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-TG,1.28 [1.18-1.39],2.248e-04,***,Triglycerides in Small HDL
Leu,1.25 [1.16-1.36],0.003,**,Leucine
S-HDL-CE,0.80 [0.73-0.87],0.038,*,Cholesteryl Esters in Small HDL
M-LDL-CE%,0.79 [0.73-0.86],0.013,*,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-CE,0.79 [0.72-0.86],0.045,*,Cholesteryl Esters in Large VLDL
S-HDL-P,0.78 [0.72-0.85],0.006,**,Concentration of Small HDL Particles
S-HDL-C,0.78 [0.72-0.85],0.003,**,Cholesterol in Small HDL
XL-HDL-PL%,0.77 [0.71-0.83],1.948e-06,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-CE%,0.76 [0.71-0.83],5.737e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-FC,0.75 [0.69-0.82],8.118e-05,***,Free Cholesterol in Small HDL
Unsaturation,0.75 [0.69-0.82],4.625e-05,***,Degree of Unsaturation
M-HDL-L,0.74 [0.68-0.81],6.372e-05,***,Total-Lipids in Medium HDL
Total-FA,0.74 [0.68-0.81],1.294e-05,***,Total-Fatty Acids
VLDL-P,0.74 [0.67-0.81],5.094e-06,***,Concentration of VLDL Particles
XXL-VLDL-CE%,0.74 [0.68-0.80],5.224e-07,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,0.73 [0.69-0.78],1.617e-15,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-C%,0.73 [0.68-0.79],1.050e-08,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.73 [0.68-0.78],1.383e-14,***,Free Cholesterol to Total-Lipids in Small LDL percentage
VLDL-FC,0.73 [0.67-0.80],4.709e-07,***,Free Cholesterol in VLDL
S-LDL-CE%,0.73 [0.67-0.79],1.300e-08,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.72 [0.65-0.79],9.054e-06,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-L,0.71 [0.65-0.78],6.492e-09,***,Total-Lipids in Medium VLDL
LDL-size,0.71 [0.66-0.77],3.101e-11,***,Average Diameter for LDL Particles
PUFA%,0.71 [0.65-0.77],1.526e-10,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Gly,0.71 [0.65-0.77],8.881e-09,***,Glycine
XL-HDL-CE%,0.71 [0.65-0.76],2.190e-12,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-CE,0.70 [0.64-0.77],8.113e-09,***,Cholesteryl Esters in Medium HDL
M-HDL-C%,0.69 [0.64-0.75],2.799e-14,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-P,0.69 [0.63-0.76],1.471e-08,***,Concentration of Medium HDL Particles
IDL-FC%,0.69 [0.64-0.75],1.945e-15,***,Free Cholesterol to Total-Lipids in IDL percentage
ApoB/ApoA1,0.69 [0.63-0.75],1.188e-10,***,Apolipoprotein B to Apolipoprotein A1 ratio
Omega-6%,0.69 [0.63-0.74],2.978e-14,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-C,0.69 [0.62-0.75],7.494e-10,***,Cholesterol in Medium HDL
S-VLDL-CE,0.68 [0.62-0.74],1.546e-12,***,Cholesteryl Esters in Small VLDL
S-VLDL-PL,0.67 [0.61-0.73],2.591e-13,***,Phospholipids in Small VLDL
PUFA/MUFA,0.66 [0.60-0.72],3.690e-14,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.65 [0.61-0.71],2.737e-23,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-PL,0.65 [0.60-0.72],4.955e-15,***,Phospholipids in Very Small VLDL
HDL-PL,0.65 [0.59-0.72],1.590e-12,***,Phospholipids in HDL
M-HDL-FC,0.64 [0.58-0.71],4.581e-13,***,Free Cholesterol in Medium HDL
ApoA1,0.64 [0.58-0.70],5.601e-15,***,Apolipoprotein A1
S-VLDL-C,0.64 [0.58-0.70],9.628e-18,***,Cholesterol in Small VLDL
S-HDL-FC%,0.64 [0.58-0.70],3.037e-16,***,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-P,0.64 [0.58-0.70],2.732e-16,***,Concentration of Medium VLDL Particles
XS-VLDL-FC%,0.64 [0.59-0.68],1.079e-30,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.63 [0.59-0.68],5.425e-37,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
HDL-P,0.63 [0.57-0.69],9.955e-17,***,Concentration of HDL Particles
VLDL-C,0.63 [0.58-0.69],1.155e-20,***,VLDL Cholesterol
M-VLDL-PL,0.62 [0.56-0.67],2.031e-20,***,Phospholipids in Medium VLDL
XS-VLDL-L,0.60 [0.55-0.66],1.933e-23,***,Total-Lipids in Very Small VLDL
HDL-L,0.60 [0.54-0.66],5.842e-19,***,Total-Lipids in HDL
XS-VLDL-P,0.60 [0.55-0.66],1.195e-22,***,Concentration of Very Small VLDL Particles
L-HDL-C%,0.60 [0.56-0.64],8.027e-49,***,Cholesterol to Total-Lipids in Large HDL percentage
Phosphoglyc,0.59 [0.54-0.65],4.135e-26,***,Phosphoglycerides
S-VLDL-CE%,0.59 [0.55-0.63],1.169e-45,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-CE,0.59 [0.54-0.64],8.031e-27,***,Cholesteryl Esters in Medium LDL
M-VLDL-CE%,0.59 [0.56-0.62],1.407e-94,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-L,0.59 [0.54-0.64],3.273e-29,***,Total-Lipids in Medium LDL
PUFA,0.58 [0.53-0.64],1.277e-28,***,Polyunsaturated Fatty Acids
M-LDL-PL,0.58 [0.53-0.64],1.455e-27,***,Phospholipids in Medium LDL
L-VLDL-C%,0.58 [0.54-0.63],1.109e-32,***,Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-FC%,0.58 [0.54-0.62],3.741e-57,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-P,0.58 [0.53-0.63],4.729e-26,***,Concentration of Small LDL Particles
S-VLDL-FC,0.58 [0.53-0.63],4.612e-26,***,Free Cholesterol in Small VLDL
Total-P,0.58 [0.53-0.63],7.322e-26,***,Total-Concentration of Lipoprotein Particles
XS-VLDL-FC,0.57 [0.52-0.63],6.362e-27,***,Free Cholesterol in Very Small VLDL
S-LDL-PL,0.57 [0.53-0.63],7.877e-30,***,Phospholipids in Small LDL
VLDL-CE,0.57 [0.53-0.63],4.323e-30,***,Cholesteryl Esters in VLDL
HDL-size,0.57 [0.51-0.64],7.460e-17,***,Average Diameter for HDL Particles
M-VLDL-FC,0.57 [0.52-0.63],2.364e-27,***,Free Cholesterol in Medium VLDL
M-LDL-P,0.57 [0.52-0.62],3.779e-27,***,Concentration of Medium LDL Particles
M-LDL-C%,0.57 [0.53-0.60],1.580e-64,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL,0.57 [0.51-0.63],2.333e-18,***,Phospholipids in Large HDL
S-LDL-L,0.57 [0.52-0.62],5.566e-31,***,Total-Lipids in Small LDL
M-LDL-C,0.57 [0.52-0.62],1.364e-32,***,Cholesterol in Medium LDL
