Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.11 [1.09-1.13],6.132e-35,***,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.11 [1.09-1.12],1.838e-37,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.11 [1.09-1.12],1.259e-37,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.09 [1.08-1.11],6.977e-27,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.09 [1.08-1.11],1.927e-28,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.08 [1.07-1.10],6.648e-24,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.08 [1.07-1.10],1.675e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.08 [1.07-1.10],2.061e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.08 [1.06-1.09],4.309e-19,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.08 [1.06-1.09],4.028e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,1.07 [1.05-1.08],1.125e-12,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,1.07 [1.05-1.08],3.518e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG,1.07 [1.05-1.08],1.242e-15,***,Triglycerides in Medium HDL
S-HDL-TG,1.06 [1.05-1.08],1.683e-13,***,Triglycerides in Small HDL
L-HDL-TG%,1.06 [1.05-1.08],6.298e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
GlycA,1.06 [1.05-1.08],2.235e-09,***,Glycoprotein Acetyls
XL-VLDL-TG%,1.06 [1.05-1.08],4.583e-11,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
HDL-TG,1.06 [1.04-1.07],4.478e-11,***,Triglycerides in HDL
S-HDL-PL%,1.06 [1.04-1.07],2.729e-09,***,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.05 [1.04-1.07],2.556e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.05 [1.04-1.07],4.759e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-TG,1.05 [1.04-1.07],6.509e-08,***,Triglycerides in Very Small VLDL
S-HDL-PL,1.05 [1.04-1.07],2.480e-07,***,Phospholipids in Small HDL
IDL-TG,1.05 [1.03-1.06],4.026e-06,***,Triglycerides in IDL
TG/PG,1.05 [1.03-1.06],0.002,**,Triglycerides to Phosphoglycerides ratio
XS-VLDL-PL%,1.05 [1.03-1.06],3.259e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-L,1.04 [1.03-1.06],5.832e-04,***,Total-Lipids in Small HDL
L-LDL-TG,1.04 [1.03-1.06],6.069e-04,***,Triglycerides in Large LDL
S-VLDL-TG,1.04 [1.03-1.06],0.002,**,Triglycerides in Small VLDL
LDL-TG,1.04 [1.03-1.06],0.003,**,Triglycerides in LDL
MUFA,1.04 [1.03-1.06],0.028,*,Monounsaturated Fatty Acids
M-HDL-PL,1.04 [1.03-1.06],0.018,*,Phospholipids in Medium HDL
XL-VLDL-TG,1.04 [1.03-1.06],0.016,*,Triglycerides in Very Large VLDL
Total-TG,1.04 [1.03-1.06],0.018,*,Total-Triglycerides
L-VLDL-PL%,1.04 [1.03-1.05],0.011,*,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-CE,0.96 [0.95-0.98],0.048,*,Cholesteryl Esters in Small LDL
M-LDL-C,0.96 [0.95-0.98],0.024,*,Cholesterol in Medium LDL
S-LDL-P,0.96 [0.95-0.98],0.010,*,Concentration of Small LDL Particles
ApoB/ApoA1,0.96 [0.95-0.98],0.019,*,Apolipoprotein B to Apolipoprotein A1 ratio
Remnant-C,0.96 [0.95-0.97],0.007,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-P,0.96 [0.95-0.97],0.003,**,Concentration of Large LDL Particles
LDL-CE,0.96 [0.95-0.97],0.004,**,Cholesteryl Esters in LDL
LDL-P,0.96 [0.95-0.97],0.001,**,Concentration of LDL Particles
ApoB,0.96 [0.95-0.97],0.001,**,Apolipoprotein B
M-LDL-P,0.96 [0.95-0.97],0.002,**,Concentration of Medium LDL Particles
LDL-L,0.96 [0.95-0.97],5.721e-04,***,Total-Lipids in LDL
S-LDL-L,0.96 [0.95-0.97],2.808e-04,***,Total-Lipids in Small LDL
L-LDL-CE,0.96 [0.94-0.97],3.425e-04,***,Cholesteryl Esters in Large LDL
Total-FC,0.96 [0.94-0.97],3.074e-04,***,Total-Free Cholesterol
Non-HDL-C,0.96 [0.94-0.97],1.710e-04,***,Total-Cholesterol Minus HDL-C
L-HDL-C,0.96 [0.94-0.97],0.003,**,Cholesterol in Large HDL
L-LDL-L,0.96 [0.94-0.97],9.133e-05,***,Total-Lipids in Large LDL
S-LDL-C,0.96 [0.94-0.97],1.916e-05,***,Cholesterol in Small LDL
L-HDL-CE,0.96 [0.94-0.97],0.001,**,Cholesteryl Esters in Large HDL
L-VLDL-C%,0.96 [0.94-0.97],1.962e-05,***,Cholesterol to Total-Lipids in Large VLDL percentage
LDL-PL,0.96 [0.94-0.97],1.036e-05,***,Phospholipids in LDL
LDL-C,0.95 [0.94-0.97],1.747e-05,***,LDL Cholesterol
