Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.31 [1.21-1.43],4.454e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.30 [1.20-1.42],1.222e-04,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.29 [1.18-1.40],0.002,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
TG/PG,1.27 [1.17-1.39],0.018,*,Triglycerides to Phosphoglycerides ratio
M-HDL-PL%,1.27 [1.17-1.39],0.015,*,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.27 [1.17-1.38],0.004,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.27 [1.17-1.38],0.002,**,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.26 [1.17-1.37],0.002,**,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.26 [1.16-1.37],0.013,*,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.25 [1.15-1.36],0.049,*,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-C%,0.80 [0.74-0.87],0.021,*,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-FC%,0.80 [0.74-0.87],0.022,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-C%,0.80 [0.73-0.86],0.018,*,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-FC%,0.80 [0.74-0.86],0.007,**,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-CE%,0.79 [0.73-0.86],0.019,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,0.79 [0.73-0.86],0.020,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.79 [0.73-0.86],0.032,*,Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-C%,0.79 [0.73-0.86],0.015,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-LDL-FC%,0.79 [0.73-0.86],0.005,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.79 [0.72-0.86],0.012,*,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,0.79 [0.72-0.86],0.012,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-CE%,0.78 [0.73-0.85],1.943e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.78 [0.72-0.85],6.262e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,0.78 [0.72-0.84],4.282e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL%,0.78 [0.72-0.84],3.414e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.78 [0.72-0.84],1.741e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-C%,0.77 [0.71-0.84],3.962e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.77 [0.71-0.84],1.354e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.77 [0.70-0.84],0.002,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.76 [0.69-0.82],7.201e-05,***,Degree of Unsaturation
PUFA%,0.76 [0.69-0.82],3.221e-05,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
