Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.64 [1.43-1.87],1.569e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.62 [1.41-1.86],1.219e-06,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.59 [1.40-1.80],9.730e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.57 [1.38-1.78],2.540e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.54 [1.35-1.77],1.151e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.54 [1.34-1.77],2.032e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.54 [1.34-1.78],9.405e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.50 [1.30-1.74],0.009,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-CE%,0.70 [0.62-0.80],0.013,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-C%,0.70 [0.62-0.78],5.198e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,0.69 [0.61-0.79],0.014,*,Cholesterol to Total-Lipids in Medium HDL percentage
XL-VLDL-CE%,0.69 [0.60-0.79],0.047,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE%,0.69 [0.61-0.77],9.999e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.69 [0.60-0.78],0.002,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.68 [0.60-0.79],0.021,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-FC%,0.68 [0.61-0.76],1.499e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-FC,0.68 [0.59-0.78],0.034,*,Free Cholesterol in Large LDL
M-VLDL-C%,0.68 [0.60-0.77],0.001,**,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.68 [0.60-0.77],3.882e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-FC%,0.68 [0.59-0.77],7.945e-04,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-FC,0.67 [0.59-0.78],0.012,*,Free Cholesterol in LDL
S-LDL-C%,0.67 [0.60-0.76],4.010e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-C%,0.67 [0.59-0.77],0.004,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-FC,0.67 [0.58-0.77],0.009,**,Free Cholesterol in Medium LDL
S-HDL-CE%,0.67 [0.59-0.75],3.598e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-C%,0.66 [0.58-0.75],2.814e-05,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-FC,0.66 [0.57-0.75],5.974e-04,***,Free Cholesterol in Small LDL
L-LDL-FC%,0.66 [0.58-0.74],2.898e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-FC%,0.64 [0.56-0.73],7.023e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-FC%,0.64 [0.56-0.73],1.816e-05,***,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-PL%,0.64 [0.56-0.73],1.763e-05,***,Phospholipids to Total-Lipids in Small VLDL percentage
Omega-6%,0.64 [0.56-0.73],1.500e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.64 [0.56-0.73],8.701e-05,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-C%,0.63 [0.55-0.71],2.508e-08,***,Cholesterol to Total-Lipids in Small HDL percentage
LA%,0.59 [0.52-0.68],1.012e-08,***,Linoleic Acid to Total-Fatty Acids percentage
