Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,"0.288 [0.255,0.321]",1.771e-60,***,Pyruvate
PUFA/MUFA,"0.281 [0.245,0.316]",3.248e-48,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"0.272 [0.237,0.307]",3.049e-48,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,"0.271 [0.236,0.306]",1.864e-46,***,Degree of Unsaturation
PUFA%,"0.262 [0.227,0.297]",3.441e-43,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetate,"0.256 [0.224,0.289]",2.565e-47,***,Acetate
Omega-3%,"0.212 [0.178,0.246]",6.108e-29,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,"0.188 [0.154,0.223]",1.455e-21,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,"0.177 [0.142,0.213]",1.229e-17,***,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-6%,"0.174 [0.139,0.208]",2.874e-17,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,"0.172 [0.138,0.205]",8.117e-19,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,"0.165 [0.131,0.199]",1.042e-15,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-FC%,"0.153 [0.118,0.187]",1.245e-12,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,"0.148 [0.113,0.182]",1.536e-11,***,Docosahexaenoic Acid
L-HDL-CE%,"0.142 [0.106,0.177]",1.330e-09,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-PL%,"0.136 [0.104,0.169]",8.990e-11,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-C%,"0.131 [0.097,0.164]",3.674e-09,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,"0.129 [0.096,0.162]",7.561e-09,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-HDL-C%,"0.128 [0.092,0.164]",6.358e-07,***,Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-CE%,"0.128 [0.093,0.163]",1.239e-07,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"0.127 [0.092,0.161]",2.726e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-FC%,"0.117 [0.083,0.151]",2.247e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-CE,"0.110 [0.071,0.149]",0.006,**,Cholesteryl Esters in Large HDL
XXL-VLDL-C%,"0.109 [0.075,0.143]",5.985e-05,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,"-0.091 [-0.125,-0.058]",0.017,*,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-FC,"-0.095 [-0.128,-0.063]",0.003,**,Free Cholesterol in Small LDL
S-HDL-P,"-0.095 [-0.128,-0.063]",0.003,**,Concentration of Small HDL Particles
PUFA,"-0.097 [-0.131,-0.064]",0.003,**,Polyunsaturated Fatty Acids
XL-VLDL-TG%,"-0.100 [-0.134,-0.066]",0.002,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG%,"-0.105 [-0.138,-0.072]",1.240e-04,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,"-0.110 [-0.142,-0.077]",1.197e-05,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-FC,"-0.116 [-0.150,-0.083]",2.050e-06,***,Free Cholesterol in Small HDL
LDL-FC,"-0.117 [-0.150,-0.084]",8.756e-07,***,Free Cholesterol in LDL
