Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-PL,"0.035 [0.029,0.041]",1.121e-24,***,Phospholipids in HDL
HDL-L,"0.035 [0.029,0.041]",4.456e-24,***,Total-Lipids in HDL
HDL-FC,"0.035 [0.029,0.041]",5.324e-24,***,Free Cholesterol in HDL
ApoA1,"0.035 [0.029,0.041]",1.711e-23,***,Apolipoprotein A1
PC,"0.034 [0.028,0.040]",9.167e-23,***,Phosphatidylcholines
M-HDL-FC,"0.034 [0.028,0.040]",8.409e-23,***,Free Cholesterol in Medium HDL
M-HDL-L,"0.033 [0.027,0.039]",1.080e-21,***,Total-Lipids in Medium HDL
M-HDL-P,"0.033 [0.027,0.039]",1.078e-21,***,Concentration of Medium HDL Particles
M-HDL-PL,"0.033 [0.027,0.039]",1.148e-21,***,Phospholipids in Medium HDL
L-HDL-TG,"0.033 [0.026,0.039]",1.772e-20,***,Triglycerides in Large HDL
Phosphoglyc,"0.033 [0.026,0.039]",2.600e-20,***,Phosphoglycerides
HDL-C,"0.032 [0.026,0.038]",4.775e-19,***,HDL Cholesterol
Cholines,"0.032 [0.026,0.038]",7.815e-20,***,Total-Cholines
L-HDL-PL,"0.032 [0.026,0.038]",1.251e-18,***,Phospholipids in Large HDL
L-HDL-L,"0.032 [0.025,0.038]",1.017e-17,***,Total-Lipids in Large HDL
M-HDL-FC%,"0.031 [0.025,0.038]",1.563e-16,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-C,"0.031 [0.025,0.037]",1.671e-18,***,Cholesterol in Medium HDL
HDL-CE,"0.031 [0.025,0.037]",4.546e-17,***,Cholesteryl Esters in HDL
L-HDL-P,"0.030 [0.024,0.037]",2.018e-16,***,Concentration of Large HDL Particles
HDL-P,"0.030 [0.024,0.036]",9.574e-18,***,Concentration of HDL Particles
Total-P,"0.030 [0.024,0.036]",1.340e-17,***,Total-Concentration of Lipoprotein Particles
M-HDL-CE,"0.030 [0.024,0.036]",3.509e-17,***,Cholesteryl Esters in Medium HDL
L-HDL-FC,"0.030 [0.024,0.036]",3.670e-16,***,Free Cholesterol in Large HDL
Total-PL,"0.030 [0.024,0.036]",1.426e-16,***,Total-Phospholipids in Lipoprotein Particles
HDL-size,"0.029 [0.023,0.036]",4.082e-14,***,Average Diameter for HDL Particles
L-HDL-C,"0.029 [0.022,0.035]",1.326e-13,***,Cholesterol in Large HDL
