Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"217.551 [202.888,232.213]",4.288e-180,***,Cholesteryl Esters in HDL
HDL-C,"215.427 [200.718,230.136]",2.086e-175,***,HDL Cholesterol
M-HDL-CE,"199.484 [185.453,213.514]",3.852e-165,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"199.305 [185.231,213.379]",8.275e-164,***,Cholesterol in Medium HDL
HDL-L,"197.446 [183.002,211.890]",1.963e-152,***,Total-Lipids in HDL
ApoA1,"194.000 [179.904,208.095]",1.469e-154,***,Apolipoprotein A1
HDL-FC,"190.936 [176.246,205.626]",1.605e-137,***,Free Cholesterol in HDL
M-HDL-FC,"188.977 [174.797,203.158]",1.008e-144,***,Free Cholesterol in Medium HDL
M-HDL-P,"188.683 [174.684,202.682]",4.222e-148,***,Concentration of Medium HDL Particles
HDL-PL,"184.321 [170.043,198.600]",1.338e-135,***,Phospholipids in HDL
L-HDL-L,"184.020 [168.809,199.231]",1.021e-118,***,Total-Lipids in Large HDL
L-HDL-CE,"183.967 [168.747,199.186]",1.629e-118,***,Cholesteryl Esters in Large HDL
HDL-P,"182.447 [168.774,196.120]",4.182e-145,***,Concentration of HDL Particles
L-HDL-C,"182.402 [167.163,197.640]",3.709e-116,***,Cholesterol in Large HDL
M-HDL-L,"179.409 [165.543,193.274]",2.992e-136,***,Total-Lipids in Medium HDL
L-HDL-P,"179.372 [164.226,194.518]",1.233e-113,***,Concentration of Large HDL Particles
L-HDL-PL,"178.530 [163.487,193.574]",4.020e-114,***,Phospholipids in Large HDL
M-HDL-FC%,"177.670 [163.071,192.270]",3.567e-120,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-P,"174.496 [160.871,188.121]",2.019e-133,***,Total-Concentration of Lipoprotein Particles
L-HDL-FC,"166.548 [151.440,181.656]",4.987e-98,***,Free Cholesterol in Large HDL
M-HDL-PL,"163.860 [150.121,177.599]",2.729e-115,***,Phospholipids in Medium HDL
HDL-size,"145.776 [130.735,160.817]",5.092e-75,***,Average Diameter for HDL Particles
XS-VLDL-CE%,"145.568 [131.760,159.376]",2.285e-89,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
