Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"44.392 [35.327,53.457]",2.043e-16,***,Creatinine
XL-HDL-FC%,"35.201 [26.060,44.342]",1.047e-08,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"31.989 [23.041,40.938]",5.711e-07,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-C%,"27.172 [18.360,35.984]",3.486e-04,***,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"25.899 [16.801,34.997]",0.006,**,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,"25.383 [16.222,34.544]",0.013,*,Triglycerides to Phosphoglycerides ratio
VLDL-size,"24.477 [15.448,33.505]",0.025,*,Average Diameter for VLDL Particles
XL-HDL-CE,"-24.079 [-33.136,-15.023]",0.043,*,Cholesteryl Esters in Very Large HDL
Phosphoglyc,"-24.701 [-33.726,-15.677]",0.019,*,Phosphoglycerides
Total-P,"-25.034 [-34.012,-16.057]",0.011,*,Total-Concentration of Lipoprotein Particles
XL-HDL-L,"-25.037 [-34.006,-16.068]",0.010,*,Total-Lipids in Very Large HDL
PC,"-25.054 [-34.098,-16.010]",0.013,*,Phosphatidylcholines
XL-HDL-PL,"-26.228 [-35.138,-17.319]",0.002,**,Phospholipids in Very Large HDL
XL-HDL-PL%,"-27.496 [-36.412,-18.581]",3.464e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
HDL-P,"-28.372 [-37.339,-19.406]",1.294e-04,***,Concentration of HDL Particles
GlycA,"-28.411 [-37.914,-18.907]",0.001,**,Glycoprotein Acetyls
L-HDL-CE,"-32.070 [-41.173,-22.966]",1.180e-06,***,Cholesteryl Esters in Large HDL
L-HDL-P,"-32.381 [-41.401,-23.361]",4.640e-07,***,Concentration of Large HDL Particles
M-HDL-FC%,"-33.013 [-42.182,-23.844]",3.992e-07,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C,"-33.024 [-42.110,-23.938]",2.463e-07,***,Cholesterol in Large HDL
HDL-size,"-33.746 [-42.714,-24.778]",3.858e-08,***,Average Diameter for HDL Particles
L-HDL-FC,"-33.861 [-42.827,-24.894]",3.172e-08,***,Free Cholesterol in Large HDL
ApoA1,"-34.558 [-43.539,-25.578]",1.093e-08,***,Apolipoprotein A1
HDL-CE,"-34.709 [-43.795,-25.624]",1.657e-08,***,Cholesteryl Esters in HDL
S-HDL-PL%,"-34.785 [-43.460,-26.109]",9.237e-10,***,Phospholipids to Total-Lipids in Small HDL percentage
HDL-C,"-35.509 [-44.579,-26.440]",3.961e-09,***,HDL Cholesterol
HDL-FC,"-35.989 [-44.955,-27.023]",8.635e-10,***,Free Cholesterol in HDL
M-HDL-P,"-36.058 [-45.010,-27.106]",6.937e-10,***,Concentration of Medium HDL Particles
M-HDL-CE,"-36.226 [-45.218,-27.234]",6.841e-10,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"-36.724 [-45.711,-27.736]",2.762e-10,***,Cholesterol in Medium HDL
L-HDL-L,"-36.736 [-45.758,-27.714]",3.475e-10,***,Total-Lipids in Large HDL
M-HDL-L,"-37.377 [-46.331,-28.423]",6.711e-11,***,Total-Lipids in Medium HDL
M-HDL-FC,"-37.469 [-46.412,-28.527]",5.204e-11,***,Free Cholesterol in Medium HDL
HDL-L,"-37.728 [-46.708,-28.748]",4.325e-11,***,Total-Lipids in HDL
M-HDL-PL,"-38.146 [-47.080,-29.213]",1.395e-11,***,Phospholipids in Medium HDL
L-HDL-PL,"-38.608 [-47.551,-29.665]",6.374e-12,***,Phospholipids in Large HDL
HDL-PL,"-39.325 [-48.250,-30.400]",1.413e-12,***,Phospholipids in HDL
