Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"21.799 [19.553,24.045]",1.049e-74,***,Creatinine
XL-HDL-FC%,"21.047 [18.782,23.311]",2.883e-68,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"15.013 [12.824,17.202]",1.142e-35,***,Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"14.645 [12.368,16.922]",5.798e-31,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"13.093 [10.848,15.338]",8.074e-25,***,Average Diameter for VLDL Particles
XL-HDL-TG%,"12.043 [9.751,14.334]",1.798e-19,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"11.967 [9.704,14.231]",9.591e-20,***,Triglycerides to Total-Lipids in Large HDL percentage
Leu,"11.325 [9.142,13.509]",7.160e-19,***,Leucine
ApoB/ApoA1,"11.220 [8.992,13.448]",1.417e-17,***,Apolipoprotein B to Apolipoprotein A1 ratio
Total-BCAA,"11.114 [8.888,13.341]",3.307e-17,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"11.099 [8.839,13.359]",1.588e-16,***,Valine
S-HDL-TG%,"10.558 [8.301,12.815]",1.200e-14,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,"10.445 [8.094,12.795]",7.374e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,"9.453 [7.177,11.729]",9.378e-11,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-FC,"9.169 [6.915,11.423]",3.708e-10,***,Free Cholesterol in Large VLDL
XL-VLDL-TG,"9.136 [6.852,11.419]",1.073e-09,***,Triglycerides in Very Large VLDL
XL-VLDL-P,"9.064 [6.785,11.342]",1.505e-09,***,Concentration of Very Large VLDL Particles
L-VLDL-PL,"9.056 [6.795,11.317]",9.960e-10,***,Phospholipids in Large VLDL
XL-VLDL-L,"9.004 [6.730,11.279]",2.022e-09,***,Total-Lipids in Very Large VLDL
L-VLDL-TG,"8.964 [6.714,11.214]",1.379e-09,***,Triglycerides in Large VLDL
L-VLDL-P,"8.889 [6.631,11.147]",2.865e-09,***,Concentration of Large VLDL Particles
L-VLDL-L,"8.856 [6.609,11.103]",2.671e-09,***,Total-Lipids in Large VLDL
XL-VLDL-PL,"8.665 [6.389,10.941]",2.004e-08,***,Phospholipids in Very Large VLDL
XS-VLDL-TG%,"8.588 [6.302,10.874]",4.229e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,"8.446 [6.205,10.688]",3.590e-08,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-FC,"8.207 [5.937,10.477]",3.265e-07,***,Free Cholesterol in Very Large VLDL
VLDL-TG,"8.025 [5.760,10.289]",8.847e-07,***,Triglycerides in VLDL
XXL-VLDL-CE,"7.977 [5.699,10.254]",1.545e-06,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-C,"7.940 [5.685,10.195]",1.210e-06,***,Cholesterol in Very Large VLDL
XXL-VLDL-L,"7.834 [5.546,10.123]",4.553e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
MUFA%,"7.816 [5.464,10.167]",1.702e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG,"7.781 [5.489,10.074]",6.720e-06,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,"7.780 [5.609,9.952]",5.097e-07,***,Phospholipids to Total-Lipids in Large VLDL percentage
Ile,"7.744 [5.547,9.941]",1.140e-06,***,Isoleucine
L-VLDL-C,"7.676 [5.439,9.914]",4.105e-06,***,Cholesterol in Large VLDL
XXL-VLDL-C,"7.512 [5.230,9.795]",2.580e-05,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,"7.438 [5.198,9.677]",1.768e-05,***,Triglycerides in Medium VLDL
XL-VLDL-CE,"7.424 [5.182,9.666]",2.005e-05,***,Cholesteryl Esters in Very Large VLDL
XXL-VLDL-PL,"7.387 [5.088,9.686]",7.021e-05,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"7.322 [5.023,9.622]",1.013e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
His,"6.835 [4.694,8.977]",9.157e-05,***,Histidine
XXL-VLDL-FC,"6.750 [4.457,9.042]",0.002,**,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,"6.708 [4.454,8.962]",0.001,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,"6.649 [4.488,8.811]",3.786e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Sc-ala,"6.381 [4.189,8.572]",0.003,**,Spectrometer-corrected alanine
Total-TG,"6.358 [4.089,8.627]",0.009,**,Total-Triglycerides
S-HDL-CE%,"6.183 [3.960,8.406]",0.011,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
