Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,"4.039 [2.867,5.212]",3.429e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"3.045 [1.915,4.176]",0.030,*,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"2.964 [1.806,4.122]",0.120,,Average Diameter for VLDL Particles
TG/PG,"2.819 [1.644,3.994]",0.592,,Triglycerides to Phosphoglycerides ratio
ApoB/ApoA1,"2.801 [1.653,3.950]",0.400,,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-PL,"-3.140 [-4.282,-1.997]",0.017,*,Phospholipids in Very Large HDL
XL-HDL-PL%,"-3.154 [-4.297,-2.010]",0.015,*,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-PL%,"-3.423 [-4.537,-2.310]",3.885e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
ApoA1,"-3.581 [-4.733,-2.429]",2.609e-04,***,Apolipoprotein A1
L-HDL-CE,"-3.587 [-4.755,-2.419]",4.034e-04,***,Cholesteryl Esters in Large HDL
M-HDL-CE,"-3.639 [-4.793,-2.485]",1.484e-04,***,Cholesteryl Esters in Medium HDL
L-HDL-P,"-3.653 [-4.810,-2.495]",1.429e-04,***,Concentration of Large HDL Particles
M-HDL-P,"-3.653 [-4.802,-2.504]",1.069e-04,***,Concentration of Medium HDL Particles
HDL-CE,"-3.673 [-4.839,-2.507]",1.538e-04,***,Cholesteryl Esters in HDL
L-HDL-C,"-3.689 [-4.855,-2.524]",1.282e-04,***,Cholesterol in Large HDL
M-HDL-C,"-3.715 [-4.869,-2.562]",6.335e-05,***,Cholesterol in Medium HDL
M-HDL-FC%,"-3.721 [-4.898,-2.545]",1.304e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-C,"-3.782 [-4.946,-2.618]",4.411e-05,***,HDL Cholesterol
HDL-size,"-3.783 [-4.934,-2.633]",2.695e-05,***,Average Diameter for HDL Particles
M-HDL-L,"-3.791 [-4.940,-2.642]",2.334e-05,***,Total-Lipids in Medium HDL
L-HDL-FC,"-3.810 [-4.960,-2.659]",1.989e-05,***,Free Cholesterol in Large HDL
M-HDL-PL,"-3.842 [-4.989,-2.696]",1.183e-05,***,Phospholipids in Medium HDL
M-HDL-FC,"-3.877 [-5.024,-2.729]",8.332e-06,***,Free Cholesterol in Medium HDL
HDL-FC,"-3.914 [-5.065,-2.764]",6.013e-06,***,Free Cholesterol in HDL
HDL-L,"-3.972 [-5.124,-2.820]",3.318e-06,***,Total-Lipids in HDL
L-HDL-L,"-4.022 [-5.180,-2.865]",2.275e-06,***,Total-Lipids in Large HDL
HDL-PL,"-4.075 [-5.220,-2.930]",7.265e-07,***,Phospholipids in HDL
L-HDL-PL,"-4.158 [-5.305,-3.010]",2.911e-07,***,Phospholipids in Large HDL
