Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"79.919 [74.181,85.657]",4.940e-156,***,Creatinine
XL-HDL-FC%,"71.220 [65.417,77.023]",7.002e-121,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"50.576 [44.726,56.426]",1.216e-58,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"47.411 [41.781,53.041]",1.752e-55,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"44.059 [38.286,49.832]",5.543e-45,***,Average Diameter for VLDL Particles
L-HDL-TG%,"39.573 [33.748,45.397]",5.984e-35,***,Triglycerides to Total-Lipids in Large HDL percentage
Leu,"39.424 [33.809,45.039]",1.503e-37,***,Leucine
ApoB/ApoA1,"38.533 [32.802,44.264]",3.790e-34,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,"36.976 [31.168,42.784]",2.935e-30,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,"36.805 [30.906,42.704]",6.378e-29,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,"36.546 [30.498,42.594]",6.583e-27,***,Phospholipids to Total-Lipids in Medium HDL percentage
Total-BCAA,"36.293 [30.564,42.023]",6.436e-30,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"34.368 [28.549,40.188]",1.532e-25,***,Valine
M-VLDL-TG%,"30.701 [24.841,36.560]",2.500e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,"29.403 [23.633,35.174]",4.431e-18,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG,"28.720 [22.838,34.601]",2.665e-16,***,Triglycerides in Very Large VLDL
XL-VLDL-L,"28.125 [22.267,33.982]",1.222e-15,***,Total-Lipids in Very Large VLDL
L-VLDL-FC,"28.066 [22.261,33.872]",6.620e-16,***,Free Cholesterol in Large VLDL
XL-VLDL-P,"28.027 [22.160,33.895]",1.945e-15,***,Concentration of Very Large VLDL Particles
