Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.066 [0.065,0.067]",0.000e+00,***,Creatinine
MUFA%,"0.025 [0.025,0.026]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,"0.021 [0.021,0.022]",0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,"0.021 [0.020,0.021]",0.000e+00,***,Glycoprotein Acetyls
S-HDL-TG%,"0.020 [0.020,0.021]",0.000e+00,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,"0.020 [0.019,0.020]",0.000e+00,***,Triglycerides to Total-Lipids in Large HDL percentage
Citrate,"0.019 [0.019,0.020]",0.000e+00,***,Citrate
M-HDL-TG%,"0.018 [0.018,0.019]",0.000e+00,***,Triglycerides to Total-Lipids in Medium HDL percentage
TG/PG,"0.018 [0.018,0.019]",0.000e+00,***,Triglycerides to Phosphoglycerides ratio
IDL-TG%,"0.018 [0.018,0.019]",0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,"0.018 [0.017,0.018]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,"0.017 [0.016,0.017]",0.000e+00,***,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,"0.017 [0.016,0.017]",0.000e+00,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-PL%,"0.017 [0.016,0.017]",0.000e+00,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-TG%,"0.015 [0.015,0.016]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-TG%,"0.015 [0.015,0.016]",0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,"0.015 [0.014,0.016]",0.000e+00,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,"0.014 [0.014,0.015]",0.000e+00,***,Triglycerides to Total-Lipids in Small LDL percentage
