Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"0.008 [0.007,0.009]",2.224e-32,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"0.006 [0.005,0.008]",6.708e-22,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,"0.006 [0.005,0.008]",8.953e-23,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,"0.006 [0.004,0.007]",1.220e-15,***,Degree of Unsaturation
Omega-6%,"0.005 [0.004,0.006]",7.074e-10,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Creatinine,"0.004 [0.003,0.006]",1.172e-06,***,Creatinine
Omega-3%,"0.004 [0.003,0.005]",3.844e-08,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,"0.004 [0.003,0.005]",1.827e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-FC%,"0.003 [0.002,0.005]",4.041e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,"0.003 [0.002,0.004]",0.005,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,"0.003 [0.002,0.004]",0.007,**,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE%,"0.003 [0.002,0.004]",0.042,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Clinical LDL-C,"-0.003 [-0.004,-0.002]",0.039,*,Clinical LDL Cholesterol
L-LDL-PL,"-0.003 [-0.004,-0.002]",0.031,*,Phospholipids in Large LDL
LDL-L,"-0.003 [-0.004,-0.002]",0.022,*,Total-Lipids in LDL
XL-HDL-TG,"-0.003 [-0.004,-0.002]",0.040,*,Triglycerides in Very Large HDL
M-HDL-TG,"-0.003 [-0.004,-0.002]",0.041,*,Triglycerides in Medium HDL
LDL-PL,"-0.003 [-0.004,-0.002]",0.017,*,Phospholipids in LDL
LDL-CE,"-0.003 [-0.004,-0.002]",0.017,*,Cholesteryl Esters in LDL
3-Hydroxybutyrate,"-0.003 [-0.004,-0.002]",0.012,*,3-Hydroxybutyrate
M-LDL-PL,"-0.003 [-0.004,-0.002]",0.011,*,Phospholipids in Medium LDL
IDL-FC,"-0.003 [-0.004,-0.002]",0.021,*,Free Cholesterol in IDL
L-LDL-TG,"-0.003 [-0.004,-0.002]",0.020,*,Triglycerides in Large LDL
M-LDL-C,"-0.003 [-0.004,-0.002]",0.007,**,Cholesterol in Medium LDL
XS-VLDL-TG,"-0.003 [-0.004,-0.002]",0.020,*,Triglycerides in Very Small VLDL
L-VLDL-TG,"-0.003 [-0.004,-0.002]",0.025,*,Triglycerides in Large VLDL
IDL-C,"-0.003 [-0.004,-0.002]",0.013,*,Cholesterol in IDL
IDL-CE,"-0.003 [-0.004,-0.002]",0.013,*,Cholesteryl Esters in IDL
M-LDL-L,"-0.003 [-0.004,-0.002]",0.003,**,Total-Lipids in Medium LDL
Pyruvate,"-0.003 [-0.004,-0.002]",2.414e-06,***,Pyruvate
S-HDL-TG,"-0.003 [-0.004,-0.002]",0.016,*,Triglycerides in Small HDL
Total-CE,"-0.003 [-0.004,-0.002]",0.006,**,Total-Esterified Cholesterol
M-LDL-P,"-0.003 [-0.004,-0.002]",0.002,**,Concentration of Medium LDL Particles
IDL-TG,"-0.003 [-0.004,-0.002]",0.006,**,Triglycerides in IDL
