Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"153.204 [140.276,166.132]",1.425e-112,***,Creatinine
XL-HDL-FC%,"141.080 [128.028,154.132]",2.793e-93,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"108.483 [95.356,121.610]",2.614e-53,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"97.733 [84.784,110.681]",6.349e-44,***,Average Diameter for VLDL Particles
XL-HDL-C%,"92.458 [79.812,105.103]",5.146e-41,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-TG%,"86.552 [73.327,99.777]",3.567e-32,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"85.713 [72.647,98.779]",2.407e-32,***,Triglycerides to Total-Lipids in Large HDL percentage
ApoB/ApoA1,"82.769 [69.911,95.627]",5.173e-31,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,"81.605 [68.578,94.632]",3.496e-29,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,"80.708 [67.143,94.273]",5.624e-26,***,Phospholipids to Total-Lipids in Medium HDL percentage
Leu,"76.937 [64.330,89.543]",1.626e-27,***,Leucine
Total-BCAA,"73.843 [60.985,86.701]",5.889e-24,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"73.382 [60.327,86.437]",8.498e-23,***,Valine
XL-VLDL-L,"69.614 [56.484,82.744]",7.054e-20,***,Total-Lipids in Very Large VLDL
L-VLDL-FC,"69.552 [56.538,82.566]",2.935e-20,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"69.539 [56.484,82.594]",4.236e-20,***,Phospholipids in Large VLDL
XL-VLDL-TG,"69.474 [56.287,82.660]",1.386e-19,***,Triglycerides in Very Large VLDL
XL-VLDL-P,"69.113 [55.959,82.267]",1.858e-19,***,Concentration of Very Large VLDL Particles
L-VLDL-L,"68.334 [55.360,81.307]",1.425e-19,***,Total-Lipids in Large VLDL
L-VLDL-TG,"67.736 [54.745,80.727]",4.172e-19,***,Triglycerides in Large VLDL
XL-VLDL-PL,"67.611 [54.472,80.750]",1.634e-18,***,Phospholipids in Very Large VLDL
M-HDL-TG%,"67.366 [54.425,80.306]",4.928e-19,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-P,"67.155 [54.117,80.194]",1.490e-18,***,Concentration of Large VLDL Particles
XL-VLDL-FC,"64.404 [51.295,77.513]",1.510e-16,***,Free Cholesterol in Very Large VLDL
VLDL-TG,"62.843 [49.767,75.919]",1.129e-15,***,Triglycerides in VLDL
XXL-VLDL-L,"62.160 [48.945,75.374]",7.378e-15,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-C,"62.097 [49.076,75.118]",2.238e-15,***,Cholesterol in Very Large VLDL
XXL-VLDL-TG,"61.465 [48.227,74.704]",2.221e-14,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,"61.328 [48.791,73.866]",2.259e-16,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-VLDL-TG%,"60.875 [47.727,74.022]",2.803e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-C,"60.603 [47.684,73.522]",9.319e-15,***,Cholesterol in Large VLDL
XXL-VLDL-CE,"60.529 [47.380,73.679]",4.535e-14,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
MUFA%,"59.323 [45.742,72.905]",2.707e-12,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL,"58.635 [45.358,71.913]",1.189e-12,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"58.411 [45.230,71.592]",9.142e-13,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"57.952 [44.670,71.234]",2.927e-12,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-CE,"57.580 [44.632,70.529]",7.028e-13,***,Cholesteryl Esters in Very Large VLDL
M-VLDL-TG,"56.940 [44.004,69.875]",1.522e-12,***,Triglycerides in Medium VLDL
XS-VLDL-TG%,"55.526 [42.318,68.733]",4.135e-11,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC,"54.042 [40.804,67.281]",2.940e-10,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Total-TG,"51.328 [38.223,64.433]",3.867e-09,***,Total-Triglycerides
VLDL-L,"49.934 [36.939,62.928]",1.187e-08,***,Total-Lipids in VLDL
