Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,"0.204 [0.195,0.214]",0.000e+00,***,Degree of Unsaturation
DHA%,"0.186 [0.176,0.196]",1.734e-300,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,"0.177 [0.168,0.187]",4.894e-280,***,Docosahexaenoic Acid
Omega-3%,"0.168 [0.158,0.178]",1.871e-249,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE,"0.155 [0.145,0.165]",1.139e-198,***,Cholesteryl Esters in Large HDL
PUFA%,"0.154 [0.145,0.164]",2.787e-198,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-C,"0.154 [0.144,0.164]",1.197e-197,***,Cholesterol in Large HDL
L-HDL-L,"0.150 [0.140,0.160]",1.092e-189,***,Total-Lipids in Large HDL
PUFA/MUFA,"0.147 [0.137,0.157]",3.393e-175,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-P,"0.146 [0.136,0.156]",2.395e-179,***,Concentration of Large HDL Particles
L-HDL-FC,"0.146 [0.136,0.156]",2.619e-179,***,Free Cholesterol in Large HDL
L-HDL-PL,"0.145 [0.135,0.155]",3.142e-180,***,Phospholipids in Large HDL
XL-HDL-CE,"0.142 [0.132,0.152]",6.349e-168,***,Cholesteryl Esters in Very Large HDL
HDL-size,"0.141 [0.132,0.151]",3.807e-167,***,Average Diameter for HDL Particles
Omega-3,"0.141 [0.131,0.150]",6.927e-176,***,Omega-3 Fatty Acids
HDL-CE,"0.139 [0.129,0.149]",3.932e-167,***,Cholesteryl Esters in HDL
HDL-C,"0.138 [0.128,0.148]",1.481e-165,***,HDL Cholesterol
XL-HDL-C,"0.135 [0.125,0.145]",5.151e-152,***,Cholesterol in Very Large HDL
XL-HDL-L,"0.133 [0.123,0.143]",9.820e-148,***,Total-Lipids in Very Large HDL
M-HDL-FC%,"0.132 [0.122,0.142]",1.425e-150,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-PL,"0.132 [0.122,0.142]",9.299e-146,***,Phospholipids in Very Large HDL
HDL-FC,"0.129 [0.119,0.138]",3.523e-145,***,Free Cholesterol in HDL
XL-HDL-P,"0.123 [0.113,0.133]",1.422e-126,***,Concentration of Very Large HDL Particles
HDL-L,"0.121 [0.111,0.131]",1.476e-129,***,Total-Lipids in HDL
L-HDL-C%,"0.121 [0.111,0.131]",1.318e-118,***,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-C%,"0.117 [0.107,0.127]",4.456e-115,***,Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-FC%,"0.115 [0.106,0.125]",2.998e-117,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C,"0.114 [0.105,0.124]",1.135e-116,***,Cholesterol in Medium HDL
M-HDL-CE,"0.114 [0.105,0.124]",2.785e-116,***,Cholesteryl Esters in Medium HDL
HDL-PL,"0.113 [0.103,0.123]",7.735e-114,***,Phospholipids in HDL
L-HDL-CE%,"0.113 [0.103,0.123]",4.666e-103,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-FC,"0.112 [0.102,0.121]",1.013e-111,***,Free Cholesterol in Medium HDL
LDL-size,"0.112 [0.102,0.121]",9.694e-111,***,Average Diameter for LDL Particles
XL-HDL-PL%,"0.107 [0.097,0.117]",1.554e-99,***,Phospholipids to Total-Lipids in Very Large HDL percentage
ApoA1,"0.105 [0.096,0.115]",2.848e-98,***,Apolipoprotein A1
XL-VLDL-C%,"0.105 [0.095,0.114]",1.455e-93,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-P,"0.103 [0.094,0.113]",3.115e-95,***,Concentration of Medium HDL Particles
XL-VLDL-CE%,"0.101 [0.091,0.110]",3.344e-86,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC,"0.099 [0.090,0.109]",1.381e-83,***,Free Cholesterol in Very Large HDL
XL-VLDL-FC%,"0.098 [0.088,0.107]",5.909e-83,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-L,"0.097 [0.088,0.107]",1.712e-84,***,Total-Lipids in Medium HDL
L-VLDL-CE%,"0.096 [0.086,0.106]",4.024e-79,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-CE%,"0.095 [0.085,0.105]",1.436e-75,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-FC%,"0.092 [0.082,0.101]",1.862e-73,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-P,"0.090 [0.081,0.100]",1.695e-72,***,Concentration of HDL Particles
M-VLDL-C%,"0.089 [0.079,0.099]",4.786e-67,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-PL,"0.089 [0.079,0.098]",2.754e-70,***,Phospholipids in Medium HDL
M-VLDL-CE%,"0.088 [0.078,0.098]",2.692e-65,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Omega-6%,"0.085 [0.075,0.095]",1.787e-58,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Total-P,"0.085 [0.076,0.095]",1.163e-64,***,Total-Concentration of Lipoprotein Particles
M-LDL-FC%,"0.085 [0.075,0.095]",6.687e-60,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA,"0.083 [0.074,0.092]",1.516e-61,***,Polyunsaturated Fatty Acids
PC,"0.081 [0.071,0.090]",1.215e-57,***,Phosphatidylcholines
Cholines,"0.079 [0.070,0.088]",2.890e-55,***,Total-Cholines
M-VLDL-FC%,"0.078 [0.069,0.088]",3.563e-52,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-PL%,"0.076 [0.066,0.085]",3.503e-48,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-HDL-FC%,"0.076 [0.066,0.085]",3.082e-48,***,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-C%,"0.075 [0.065,0.085]",4.479e-46,***,Cholesterol to Total-Lipids in Large LDL percentage
LA%,"0.075 [0.065,0.085]",1.649e-43,***,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-C%,"0.074 [0.065,0.084]",4.593e-47,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE%,"0.074 [0.064,0.083]",2.287e-44,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Phosphoglyc,"0.074 [0.064,0.083]",1.705e-47,***,Phosphoglycerides
L-VLDL-C%,"0.073 [0.063,0.082]",1.442e-45,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-FC%,"0.072 [0.063,0.082]",1.208e-43,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
SM,"0.070 [0.061,0.080]",6.681e-43,***,Sphingomyelins
XS-VLDL-C%,"0.069 [0.060,0.079]",2.664e-39,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-PL%,"0.068 [0.059,0.078]",1.686e-39,***,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,"0.066 [0.056,0.075]",2.544e-34,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Acetate,"0.063 [0.054,0.073]",2.453e-34,***,Acetate
Gly,"0.063 [0.054,0.073]",1.799e-33,***,Glycine
Total-PL,"0.059 [0.050,0.068]",2.398e-29,***,Total-Phospholipids in Lipoprotein Particles
Acetone,"0.056 [0.046,0.065]",1.416e-25,***,Acetone
S-LDL-FC%,"0.055 [0.045,0.064]",9.286e-24,***,Free Cholesterol to Total-Lipids in Small LDL percentage
Omega-6,"0.055 [0.045,0.064]",4.869e-25,***,Omega-6 Fatty Acids
Total-CE,"0.054 [0.045,0.064]",3.350e-24,***,Total-Esterified Cholesterol
S-LDL-PL%,"0.054 [0.044,0.063]",2.730e-23,***,Phospholipids to Total-Lipids in Small LDL percentage
Acetoacetate,"0.051 [0.042,0.061]",8.056e-21,***,Acetoacetate
Total-C,"0.050 [0.040,0.059]",1.096e-19,***,Total-Cholesterol
IDL-PL,"0.048 [0.038,0.057]",3.577e-18,***,Phospholipids in IDL
IDL-C,"0.047 [0.037,0.056]",5.570e-17,***,Cholesterol in IDL
