Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"67.274 [59.991,74.558]",2.249e-67,***,Creatinine
XL-HDL-FC%,"64.221 [56.877,71.565]",4.491e-60,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"46.143 [38.763,53.522]",4.605e-29,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"41.095 [33.992,48.198]",2.278e-24,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"40.417 [33.140,47.694]",3.604e-22,***,Average Diameter for VLDL Particles
ApoB/ApoA1,"35.261 [28.040,42.481]",2.649e-16,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-TG%,"35.137 [27.798,42.476]",1.581e-15,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,"33.720 [26.404,41.036]",4.068e-14,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,"32.710 [25.093,40.327]",9.351e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,"32.451 [25.020,39.882]",2.745e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,"32.419 [25.340,39.498]",6.873e-14,***,Leucine
Total-BCAA,"31.628 [24.409,38.846]",2.146e-12,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"30.577 [23.248,37.906]",6.979e-11,***,Valine
M-VLDL-TG%,"27.770 [20.393,35.147]",3.780e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG,"26.445 [19.042,33.849]",5.948e-07,***,Triglycerides in Very Large VLDL
M-HDL-TG%,"26.438 [19.173,33.702]",2.307e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-P,"26.351 [18.966,33.736]",6.281e-07,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,"26.332 [18.960,33.704]",5.968e-07,***,Total-Lipids in Very Large VLDL
XL-VLDL-PL,"26.228 [18.852,33.604]",7.460e-07,***,Phospholipids in Very Large VLDL
L-VLDL-FC,"26.166 [18.859,33.473]",5.251e-07,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"26.158 [18.828,33.488]",6.245e-07,***,Phospholipids in Large VLDL
XXL-VLDL-L,"25.450 [18.034,32.866]",4.071e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-TG,"25.337 [18.043,32.631]",2.301e-06,***,Triglycerides in Large VLDL
XXL-VLDL-TG,"25.330 [17.901,32.760]",5.477e-06,***,Triglycerides in Chylomicrons and Extremely Large VLDL
