Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,"0.526 [0.477,0.576]",7.493e-91,***,Pyruvate
Lactate,"0.519 [0.469,0.569]",9.277e-86,***,Lactate
Omega-6%,"0.198 [0.146,0.251]",3.119e-08,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,"0.180 [0.127,0.234]",5.757e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,"0.178 [0.127,0.230]",2.540e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-CE%,"0.178 [0.127,0.228]",1.025e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-CE%,"0.171 [0.119,0.223]",2.481e-05,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
LA%,"0.170 [0.117,0.223]",7.522e-05,***,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-C%,"0.160 [0.110,0.210]",1.118e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
IDL-PL%,"0.154 [0.104,0.203]",2.394e-04,***,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,"0.150 [0.099,0.200]",0.001,**,3-Hydroxybutyrate
L-HDL-CE%,"0.149 [0.096,0.203]",0.012,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-VLDL-L,"-0.136 [-0.188,-0.085]",0.050,*,Total-Lipids in Large VLDL
L-VLDL-C,"-0.137 [-0.187,-0.086]",0.031,*,Cholesterol in Large VLDL
Omega-6,"-0.137 [-0.187,-0.087]",0.022,*,Omega-6 Fatty Acids
L-VLDL-PL,"-0.137 [-0.189,-0.086]",0.045,*,Phospholipids in Large VLDL
S-VLDL-CE,"-0.138 [-0.187,-0.088]",0.013,*,Cholesteryl Esters in Small VLDL
L-VLDL-CE,"-0.138 [-0.188,-0.088]",0.016,*,Cholesteryl Esters in Large VLDL
