Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"24.277 [21.572,26.981]",1.830e-63,***,Creatinine
XL-HDL-FC%,"24.048 [21.322,26.773]",3.266e-61,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"16.726 [14.091,19.360]",4.597e-30,***,Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"15.916 [13.176,18.657]",1.380e-24,***,Triglycerides to Phosphoglycerides ratio
ApoB/ApoA1,"15.365 [12.688,18.043]",6.623e-24,***,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-size,"14.078 [11.376,16.780]",4.510e-19,***,Average Diameter for VLDL Particles
L-HDL-TG%,"11.521 [8.795,14.246]",2.820e-11,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-PL%,"11.351 [8.523,14.179]",8.628e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"11.088 [8.372,13.805]",2.961e-10,***,Triglycerides to Total-Lipids in Small HDL percentage
Leu,"10.920 [8.291,13.548]",9.230e-11,***,Leucine
XL-HDL-TG%,"10.602 [7.843,13.361]",1.188e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Total-BCAA,"10.410 [7.730,13.091]",6.337e-09,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"9.984 [7.263,12.705]",1.512e-07,***,Valine
S-HDL-CE%,"9.333 [6.660,12.006]",1.799e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-FC,"9.223 [6.510,11.935]",6.205e-06,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"8.885 [6.163,11.606]",3.629e-05,***,Phospholipids in Large VLDL
XL-VLDL-L,"8.783 [6.046,11.519]",7.398e-05,***,Total-Lipids in Very Large VLDL
L-VLDL-L,"8.749 [6.045,11.453]",5.293e-05,***,Total-Lipids in Large VLDL
XL-VLDL-PL,"8.717 [5.979,11.455]",1.020e-04,***,Phospholipids in Very Large VLDL
