Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"55.246 [47.542,62.950]",2.525e-39,***,Creatinine
XL-HDL-FC%,"48.652 [40.882,56.423]",3.759e-29,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"39.824 [32.032,47.615]",3.249e-18,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"37.155 [29.475,44.835]",6.207e-16,***,Average Diameter for VLDL Particles
XL-HDL-C%,"34.708 [27.210,42.207]",2.877e-14,***,Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"31.627 [24.007,39.246]",9.855e-11,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-TG%,"28.655 [20.814,36.496]",1.856e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"28.022 [20.275,35.769]",3.151e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
Leu,"26.783 [19.312,34.254]",4.971e-07,***,Leucine
S-HDL-TG%,"26.482 [18.760,34.205]",4.191e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
Gln,"25.543 [17.973,33.113]",8.735e-06,***,Glutamine
L-VLDL-TG,"25.081 [17.387,32.774]",3.863e-05,***,Triglycerides in Large VLDL
L-VLDL-L,"24.847 [17.164,32.531]",5.395e-05,***,Total-Lipids in Large VLDL
L-VLDL-FC,"24.820 [17.111,32.528]",6.436e-05,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"24.614 [16.881,32.346]",1.022e-04,***,Phospholipids in Large VLDL
Total-BCAA,"24.548 [16.929,32.167]",6.260e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,"24.198 [16.157,32.238]",8.466e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-P,"24.162 [16.440,31.884]",1.999e-04,***,Concentration of Large VLDL Particles
M-VLDL-TG%,"23.985 [16.202,31.768]",3.569e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Val,"23.958 [16.223,31.693]",2.946e-04,***,Valine
XL-VLDL-L,"23.905 [16.127,31.682]",3.934e-04,***,Total-Lipids in Very Large VLDL
XL-VLDL-TG,"23.726 [15.916,31.537]",6.052e-04,***,Triglycerides in Very Large VLDL
XL-VLDL-P,"23.713 [15.922,31.504]",5.647e-04,***,Concentration of Very Large VLDL Particles
XL-VLDL-PL,"23.163 [15.382,30.945]",0.001,**,Phospholipids in Very Large VLDL
XL-VLDL-FC,"22.348 [14.585,30.111]",0.004,**,Free Cholesterol in Very Large VLDL
XL-VLDL-C,"22.221 [14.511,29.931]",0.004,**,Cholesterol in Very Large VLDL
VLDL-TG,"22.126 [14.384,29.869]",0.005,**,Triglycerides in VLDL
L-VLDL-C,"21.846 [14.197,29.496]",0.005,**,Cholesterol in Large VLDL
M-VLDL-TG,"21.683 [14.026,29.340]",0.007,**,Triglycerides in Medium VLDL
XXL-VLDL-CE,"21.519 [13.734,29.305]",0.014,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
