Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"66.463 [60.280,72.647]",3.407e-92,***,Creatinine
XL-HDL-FC%,"63.250 [57.012,69.488]",9.095e-82,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"43.863 [37.827,49.900]",1.842e-40,***,Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"42.429 [36.151,48.706]",1.509e-34,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"39.196 [33.006,45.385]",6.676e-30,***,Average Diameter for VLDL Particles
L-HDL-TG%,"33.539 [27.296,39.783]",1.666e-20,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,"33.448 [27.128,39.768]",8.539e-20,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,"33.346 [27.325,39.367]",5.035e-22,***,Leucine
M-HDL-PL%,"32.738 [26.259,39.218]",1.029e-17,***,Phospholipids to Total-Lipids in Medium HDL percentage
Total-BCAA,"32.454 [26.313,38.594]",9.843e-20,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"32.184 [25.950,38.418]",1.175e-18,***,Valine
S-HDL-TG%,"29.919 [23.693,36.145]",1.136e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,"29.141 [22.866,35.417]",2.194e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,"27.797 [21.647,33.947]",1.982e-13,***,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-TG%,"24.444 [18.138,30.750]",7.134e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,"24.195 [18.012,30.377]",4.065e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG,"23.583 [17.282,29.884]",5.207e-08,***,Triglycerides in Very Large VLDL
XL-VLDL-L,"22.760 [16.485,29.036]",2.749e-07,***,Total-Lipids in Very Large VLDL
L-VLDL-TG,"22.482 [16.273,28.691]",2.985e-07,***,Triglycerides in Large VLDL
Ile,"22.423 [16.363,28.483]",9.621e-08,***,Isoleucine
XL-VLDL-P,"22.330 [16.044,28.617]",7.858e-07,***,Concentration of Very Large VLDL Particles
L-VLDL-PL,"21.997 [15.757,28.237]",1.141e-06,***,Phospholipids in Large VLDL
L-VLDL-L,"21.910 [15.709,28.111]",1.020e-06,***,Total-Lipids in Large VLDL
