Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"52.589 [45.306,59.872]",6.432e-40,***,Creatinine
XL-HDL-FC%,"37.986 [30.632,45.341]",1.112e-18,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"31.593 [24.221,38.964]",1.074e-11,***,Triglycerides to Phosphoglycerides ratio
ApoB/ApoA1,"30.085 [22.881,37.289]",6.502e-11,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-C%,"26.680 [19.586,33.774]",3.979e-08,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"26.068 [18.801,33.336]",4.825e-07,***,Average Diameter for VLDL Particles
S-HDL-TG%,"24.267 [16.966,31.568]",1.696e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
Leu,"23.085 [16.020,30.149]",3.507e-05,***,Leucine
Total-BCAA,"22.818 [15.615,30.021]",1.238e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-TG%,"22.405 [15.078,29.731]",4.743e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
Val,"22.185 [14.872,29.498]",6.365e-04,***,Valine
XS-VLDL-PL%,"21.370 [14.086,28.654]",0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-TG%,"21.272 [13.856,28.689]",0.004,**,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-FC,"20.945 [13.656,28.234]",0.004,**,Free Cholesterol in Large VLDL
L-VLDL-PL,"20.676 [13.364,27.988]",0.007,**,Phospholipids in Large VLDL
L-VLDL-L,"20.402 [13.136,27.668]",0.009,**,Total-Lipids in Large VLDL
XL-VLDL-C,"20.037 [12.747,27.327]",0.016,*,Cholesterol in Very Large VLDL
XL-VLDL-CE,"19.946 [12.699,27.194]",0.016,*,Cholesteryl Esters in Very Large VLDL
L-VLDL-C,"19.771 [12.539,27.003]",0.019,*,Cholesterol in Large VLDL
L-VLDL-P,"19.718 [12.416,27.020]",0.028,*,Concentration of Large VLDL Particles
XL-VLDL-PL,"19.601 [12.243,26.959]",0.041,*,Phospholipids in Very Large VLDL
M-HDL-TG%,"19.566 [12.318,26.813]",0.028,*,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-L,"19.536 [12.181,26.891]",0.044,*,Total-Lipids in Very Large VLDL
L-VLDL-TG,"19.255 [11.979,26.531]",0.049,*,Triglycerides in Large VLDL
XXL-VLDL-FC%,"-19.740 [-26.759,-12.721]",0.008,**,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,"-19.926 [-27.429,-12.423]",0.045,*,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-TG,"-20.451 [-27.587,-13.314]",0.004,**,Triglycerides in Large HDL
S-HDL-L,"-21.992 [-29.201,-14.783]",5.192e-04,***,Total-Lipids in Small HDL
S-HDL-FC,"-23.611 [-30.805,-16.416]",2.928e-05,***,Free Cholesterol in Small HDL
SM,"-24.559 [-31.810,-17.308]",7.382e-06,***,Sphingomyelins
Total-PL,"-24.729 [-32.016,-17.441]",6.790e-06,***,Total-Phospholipids in Lipoprotein Particles
Gly,"-26.272 [-33.315,-19.230]",6.211e-08,***,Glycine
XL-HDL-P,"-26.290 [-33.518,-19.061]",2.379e-07,***,Concentration of Very Large HDL Particles
S-HDL-PL,"-26.550 [-33.789,-19.312]",1.531e-07,***,Phospholipids in Small HDL
XL-HDL-C,"-26.793 [-34.070,-19.517]",1.250e-07,***,Cholesterol in Very Large HDL
XL-HDL-PL%,"-28.102 [-35.278,-20.925]",3.931e-09,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-L,"-28.276 [-35.495,-21.058]",3.842e-09,***,Total-Lipids in Very Large HDL
XL-HDL-CE,"-28.629 [-35.917,-21.340]",3.260e-09,***,Cholesteryl Esters in Very Large HDL
XL-HDL-PL,"-29.144 [-36.315,-21.974]",3.892e-10,***,Phospholipids in Very Large HDL
Cholines,"-30.118 [-37.395,-22.841]",1.195e-10,***,Total-Cholines
Phosphoglyc,"-30.620 [-37.882,-23.359]",3.355e-11,***,Phosphoglycerides
S-HDL-PL%,"-30.724 [-37.709,-23.739]",1.607e-12,***,Phospholipids to Total-Lipids in Small HDL percentage
PC,"-31.207 [-38.485,-23.930]",1.030e-11,***,Phosphatidylcholines
Total-P,"-34.076 [-41.298,-26.855]",5.600e-15,***,Total-Concentration of Lipoprotein Particles
HDL-size,"-35.799 [-43.015,-28.583]",6.014e-17,***,Average Diameter for HDL Particles
HDL-P,"-36.739 [-43.950,-29.527]",4.511e-18,***,Concentration of HDL Particles
L-HDL-CE,"-37.326 [-44.650,-30.003]",4.304e-18,***,Cholesteryl Esters in Large HDL
M-HDL-FC%,"-37.545 [-44.921,-30.169]",4.925e-18,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-P,"-37.699 [-44.955,-30.444]",6.041e-19,***,Concentration of Large HDL Particles
L-HDL-C,"-37.836 [-45.145,-30.527]",8.833e-19,***,Cholesterol in Large HDL
L-HDL-FC,"-37.856 [-45.069,-30.643]",2.097e-19,***,Free Cholesterol in Large HDL
L-HDL-L,"-40.552 [-47.809,-33.295]",1.735e-22,***,Total-Lipids in Large HDL
HDL-FC,"-41.590 [-48.800,-34.380]",3.376e-24,***,Free Cholesterol in HDL
L-HDL-PL,"-41.706 [-48.899,-34.513]",1.736e-24,***,Phospholipids in Large HDL
ApoA1,"-41.830 [-49.051,-34.609]",1.947e-24,***,Apolipoprotein A1
HDL-CE,"-42.133 [-49.439,-34.828]",3.438e-24,***,Cholesteryl Esters in HDL
M-HDL-P,"-42.443 [-49.641,-35.245]",1.900e-25,***,Concentration of Medium HDL Particles
HDL-C,"-42.547 [-49.839,-35.254]",7.718e-25,***,HDL Cholesterol
M-HDL-PL,"-42.599 [-49.783,-35.414]",8.928e-26,***,Phospholipids in Medium HDL
M-HDL-CE,"-42.726 [-49.956,-35.496]",1.414e-25,***,Cholesteryl Esters in Medium HDL
M-HDL-FC,"-42.925 [-50.116,-35.734]",3.585e-26,***,Free Cholesterol in Medium HDL
M-HDL-L,"-42.977 [-50.177,-35.777]",3.611e-26,***,Total-Lipids in Medium HDL
M-HDL-C,"-43.072 [-50.298,-35.846]",4.401e-26,***,Cholesterol in Medium HDL
HDL-L,"-43.802 [-51.022,-36.581]",3.788e-27,***,Total-Lipids in HDL
HDL-PL,"-44.257 [-51.434,-37.081]",3.562e-28,***,Phospholipids in HDL
