Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,"96.759 [86.091,107.426]",7.395e-65,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,"89.708 [79.111,100.306]",4.310e-56,***,Creatinine
TG/PG,"64.616 [53.889,75.344]",1.033e-26,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"60.348 [50.026,70.670]",5.859e-25,***,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"57.571 [46.911,68.231]",9.178e-21,***,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-size,"56.324 [45.746,66.903]",4.439e-20,***,Average Diameter for VLDL Particles
XL-HDL-TG%,"50.960 [40.164,61.757]",5.494e-15,***,Triglycerides to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"49.212 [38.716,59.708]",9.719e-15,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,"48.289 [37.656,58.922]",1.352e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,"47.703 [36.633,58.774]",7.292e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,"40.825 [30.269,51.382]",8.184e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,"37.905 [27.182,48.628]",9.945e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Leu,"37.597 [27.302,47.892]",1.925e-07,***,Leucine
L-VLDL-PL%,"37.253 [27.027,47.479]",2.192e-07,***,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,"34.583 [23.968,45.198]",3.966e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-BCAA,"33.983 [23.485,44.482]",5.189e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-L,"33.565 [22.847,44.282]",1.932e-04,***,Total-Lipids in Very Large VLDL
XL-VLDL-TG,"33.466 [22.703,44.229]",2.542e-04,***,Triglycerides in Very Large VLDL
XXL-VLDL-L,"33.176 [22.395,43.956]",3.759e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,"33.162 [22.435,43.889]",3.165e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"32.789 [21.989,43.588]",6.178e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,"32.710 [21.974,43.447]",5.443e-04,***,Concentration of Very Large VLDL Particles
XS-VLDL-TG%,"32.449 [21.678,43.220]",8.164e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL,"32.424 [21.701,43.147]",7.159e-04,***,Phospholipids in Very Large VLDL
L-VLDL-PL,"32.400 [21.743,43.056]",5.868e-04,***,Phospholipids in Large VLDL
L-VLDL-FC,"32.368 [21.745,42.991]",5.423e-04,***,Free Cholesterol in Large VLDL
XXL-VLDL-C,"31.310 [20.558,42.062]",0.003,**,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"31.236 [20.406,42.067]",0.004,**,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-L,"31.172 [20.582,41.762]",0.002,**,Total-Lipids in Large VLDL
Val,"31.095 [20.435,41.755]",0.002,**,Valine
Gln,"30.570 [20.135,41.004]",0.002,**,Glutamine
L-VLDL-P,"30.536 [19.894,41.179]",0.004,**,Concentration of Large VLDL Particles
XL-VLDL-FC,"30.287 [19.590,40.985]",0.007,**,Free Cholesterol in Very Large VLDL
L-VLDL-TG,"30.166 [19.561,40.770]",0.006,**,Triglycerides in Large VLDL
XXL-VLDL-P,"29.854 [19.020,40.688]",0.015,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-C,"29.013 [18.388,39.639]",0.020,*,Cholesterol in Very Large VLDL
VLDL-TG,"28.827 [18.156,39.497]",0.027,*,Triglycerides in VLDL
XL-VLDL-CE%,"-28.838 [-39.456,-18.221]",0.023,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-LDL-FC,"-29.677 [-40.253,-19.100]",0.009,**,Free Cholesterol in Large LDL
XL-VLDL-C%,"-29.704 [-40.277,-19.131]",0.008,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-3%,"-30.046 [-40.635,-19.458]",0.006,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-FC%,"-30.452 [-41.332,-19.573]",0.009,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,"-30.619 [-41.391,-19.847]",0.006,**,Phospholipids to Total-Lipids in Small VLDL percentage
SFA,"-31.466 [-42.154,-20.778]",0.002,**,Saturated Fatty Acids
XS-VLDL-P,"-31.850 [-42.452,-21.249]",9.014e-04,***,Concentration of Very Small VLDL Particles
M-VLDL-PL%,"-32.752 [-43.598,-21.906]",7.500e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL,"-33.968 [-44.577,-23.358]",8.104e-05,***,Phospholipids in Very Small VLDL
L-VLDL-CE%,"-34.325 [-45.032,-23.618]",7.676e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-CE,"-34.562 [-44.904,-24.221]",1.334e-05,***,Cholesteryl Esters in Small HDL
M-VLDL-FC%,"-34.660 [-45.548,-23.771]",1.022e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Total-FA,"-35.234 [-45.853,-24.615]",1.830e-05,***,Total-Fatty Acids
M-VLDL-CE%,"-35.923 [-47.085,-24.760]",6.582e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
GlycA,"-36.238 [-47.393,-25.084]",4.461e-05,***,Glycoprotein Acetyls
XS-VLDL-FC,"-36.607 [-47.189,-26.026]",2.791e-06,***,Free Cholesterol in Very Small VLDL
M-VLDL-C%,"-36.643 [-47.695,-25.592]",1.887e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,"-36.810 [-47.882,-25.737]",1.682e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,"-37.165 [-48.550,-25.780]",3.653e-05,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
DHA%,"-37.182 [-47.869,-26.496]",2.132e-06,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA,"-37.307 [-47.822,-26.793]",8.285e-07,***,Linoleic Acid
XXL-VLDL-FC%,"-37.391 [-47.617,-27.166]",1.803e-07,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-L,"-38.058 [-48.639,-27.478]",4.184e-07,***,Total-Lipids in Very Small VLDL
Citrate,"-38.501 [-49.032,-27.969]",1.826e-07,***,Citrate
S-HDL-P,"-38.591 [-48.978,-28.203]",7.762e-08,***,Concentration of Small HDL Particles
S-HDL-FC%,"-40.308 [-50.886,-29.730]",1.913e-08,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-CE%,"-40.970 [-52.092,-29.849]",1.218e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Total-FC,"-42.177 [-52.820,-31.534]",1.903e-09,***,Total-Free Cholesterol
Total-L,"-42.296 [-52.916,-31.676]",1.403e-09,***,Total-Lipids in Lipoprotein Particles
Omega-3,"-42.476 [-52.987,-31.965]",5.631e-10,***,Omega-3 Fatty Acids
S-HDL-C,"-42.551 [-52.925,-32.176]",2.169e-10,***,Cholesterol in Small HDL
IDL-FC,"-42.770 [-53.388,-32.151]",6.960e-10,***,Free Cholesterol in IDL
Unsaturation,"-44.680 [-55.481,-33.879]",1.233e-10,***,Degree of Unsaturation
XS-VLDL-C,"-45.514 [-56.086,-34.941]",7.812e-12,***,Cholesterol in Very Small VLDL
M-HDL-C%,"-46.165 [-57.091,-35.239]",2.923e-11,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C%,"-46.210 [-57.614,-34.807]",4.715e-10,***,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6,"-47.002 [-57.493,-36.510]",3.959e-13,***,Omega-6 Fatty Acids
IDL-C,"-47.214 [-57.875,-36.553]",9.633e-13,***,Cholesterol in IDL
IDL-L,"-47.917 [-58.566,-37.268]",2.814e-13,***,Total-Lipids in IDL
IDL-PL,"-48.306 [-58.921,-37.692]",1.144e-13,***,Phospholipids in IDL
