Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.39 [1.33-1.46],5.562e-38,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.38 [1.32-1.44],4.857e-43,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.37 [1.31-1.43],1.075e-39,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.33 [1.28-1.39],6.428e-37,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.32 [1.26-1.38],8.899e-28,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.31 [1.26-1.37],1.488e-31,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.26 [1.20-1.32],4.099e-18,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.25 [1.19-1.31],1.463e-17,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.24 [1.18-1.30],9.169e-14,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,1.24 [1.18-1.29],6.067e-16,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.24 [1.18-1.29],1.485e-15,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,1.23 [1.17-1.29],5.671e-12,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.23 [1.17-1.28],9.339e-14,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.22 [1.17-1.28],3.574e-12,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-TG%,1.22 [1.17-1.28],7.569e-12,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.22 [1.17-1.28],2.142e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,1.21 [1.15-1.27],1.595e-10,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG,1.21 [1.16-1.26],1.600e-13,***,Triglycerides in Small HDL
XS-VLDL-PL%,1.20 [1.15-1.26],6.183e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG,1.20 [1.15-1.24],5.012e-13,***,Triglycerides in Very Small VLDL
GlycA,1.19 [1.14-1.25],1.877e-09,***,Glycoprotein Acetyls
MUFA,1.19 [1.14-1.24],3.509e-09,***,Monounsaturated Fatty Acids
IDL-TG,1.18 [1.14-1.23],4.328e-11,***,Triglycerides in IDL
M-HDL-TG,1.18 [1.14-1.23],2.904e-11,***,Triglycerides in Medium HDL
HDL-TG,1.18 [1.14-1.23],7.144e-11,***,Triglycerides in HDL
Creatinine,1.17 [1.12-1.24],1.646e-04,***,Creatinine
XXL-VLDL-PL,1.17 [1.13-1.22],1.622e-08,***,Phospholipids in Chylomicrons and Extremely Large VLDL
LDL-TG,1.17 [1.13-1.22],4.223e-09,***,Triglycerides in LDL
XXL-VLDL-P,1.17 [1.12-1.22],1.997e-08,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-LDL-TG,1.17 [1.12-1.22],5.817e-09,***,Triglycerides in Large LDL
XXL-VLDL-TG,1.17 [1.12-1.22],9.174e-08,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.17 [1.12-1.22],1.326e-07,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-LDL-TG,1.17 [1.12-1.22],4.125e-08,***,Triglycerides in Small LDL
M-LDL-TG,1.17 [1.12-1.22],3.997e-08,***,Triglycerides in Medium LDL
SFA%,1.17 [1.12-1.22],4.572e-06,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Total-TG,1.17 [1.12-1.22],6.898e-07,***,Total-Triglycerides
XXL-VLDL-FC,1.16 [1.12-1.21],3.633e-07,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,1.16 [1.11-1.21],2.234e-06,***,Triglycerides in Very Large VLDL
S-VLDL-TG,1.15 [1.10-1.20],7.200e-06,***,Triglycerides in Small VLDL
VLDL-TG,1.15 [1.10-1.20],7.595e-05,***,Triglycerides in VLDL
XXL-VLDL-C,1.15 [1.10-1.19],8.174e-05,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,1.14 [1.09-1.19],4.120e-04,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,1.14 [1.09-1.19],6.874e-04,***,Total-Lipids in Very Large VLDL
VLDL-size,1.14 [1.09-1.19],0.009,**,Average Diameter for VLDL Particles
XL-HDL-TG,1.13 [1.09-1.18],6.595e-04,***,Triglycerides in Very Large HDL
XL-VLDL-PL,1.13 [1.08-1.18],0.006,**,Phospholipids in Very Large VLDL
S-HDL-PL%,1.13 [1.08-1.18],0.020,*,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-CE,1.13 [1.08-1.18],0.008,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,1.12 [1.07-1.17],0.029,*,Phospholipids in Large VLDL
L-HDL-TG,1.12 [1.07-1.16],0.023,*,Triglycerides in Large HDL
LDL-C,0.89 [0.85-0.93],0.019,*,LDL Cholesterol
IDL-L,0.89 [0.85-0.93],0.026,*,Total-Lipids in IDL
XXL-VLDL-C%,0.89 [0.85-0.93],0.018,*,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-C,0.89 [0.85-0.93],0.014,*,Total-Cholesterol
L-LDL-PL,0.88 [0.85-0.92],0.004,**,Phospholipids in Large LDL
L-VLDL-C%,0.88 [0.85-0.92],0.001,**,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-C,0.88 [0.84-0.92],0.002,**,Cholesterol in Large LDL
Total-CE,0.88 [0.84-0.92],0.003,**,Total-Esterified Cholesterol
L-HDL-CE,0.88 [0.84-0.92],0.037,*,Cholesteryl Esters in Large HDL
XL-HDL-C,0.88 [0.84-0.92],0.010,**,Cholesterol in Very Large HDL
M-VLDL-CE,0.87 [0.84-0.91],2.025e-04,***,Cholesteryl Esters in Medium VLDL
XL-HDL-CE,0.87 [0.83-0.92],0.005,**,Cholesteryl Esters in Very Large HDL
Clinical LDL-C,0.87 [0.83-0.91],2.221e-05,***,Clinical LDL Cholesterol
M-LDL-FC,0.87 [0.83-0.91],2.973e-05,***,Free Cholesterol in Medium LDL
IDL-CE,0.87 [0.83-0.91],2.707e-05,***,Cholesteryl Esters in IDL
S-VLDL-CE%,0.87 [0.83-0.90],1.905e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-C,0.86 [0.82-0.90],6.262e-06,***,Cholesterol in IDL
DHA%,0.86 [0.82-0.90],1.254e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-FC,0.86 [0.82-0.90],4.997e-06,***,Free Cholesterol in IDL
S-LDL-FC,0.86 [0.82-0.89],2.496e-07,***,Free Cholesterol in Small LDL
LDL-FC,0.85 [0.82-0.89],2.381e-07,***,Free Cholesterol in LDL
M-HDL-FC%,0.85 [0.81-0.90],9.311e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-FC,0.85 [0.82-0.89],2.276e-07,***,Free Cholesterol in Large LDL
M-VLDL-PL%,0.85 [0.82-0.89],3.227e-08,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC%,0.85 [0.81-0.89],2.654e-08,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,0.85 [0.81-0.88],1.175e-08,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-CE%,0.83 [0.79-0.86],1.053e-14,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-VLDL-C%,0.82 [0.78-0.85],1.074e-15,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-CE%,0.82 [0.78-0.86],4.720e-13,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-CE%,0.82 [0.78-0.85],1.122e-15,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-FC%,0.81 [0.78-0.85],2.030e-15,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.81 [0.78-0.84],5.740e-19,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C%,0.81 [0.78-0.84],2.563e-18,***,Cholesterol to Total-Lipids in Small HDL percentage
IDL-FC%,0.81 [0.77-0.84],3.469e-17,***,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.80 [0.77-0.84],9.259e-19,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-C%,0.80 [0.77-0.84],1.580e-17,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-FC%,0.80 [0.77-0.84],1.823e-23,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.80 [0.77-0.84],2.113e-17,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.80 [0.76-0.84],1.022e-16,***,Cholesterol to Total-Lipids in Large HDL percentage
IDL-CE%,0.80 [0.77-0.83],2.169e-21,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.79 [0.76-0.82],5.358e-26,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.79 [0.76-0.83],9.013e-23,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.79 [0.76-0.83],2.055e-21,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.78 [0.75-0.82],1.029e-24,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-C%,0.78 [0.75-0.82],9.313e-22,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,0.78 [0.74-0.81],5.226e-24,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-VLDL-PL%,0.77 [0.74-0.81],1.190e-25,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.77 [0.74-0.80],2.148e-27,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.77 [0.74-0.80],3.855e-30,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.77 [0.74-0.80],3.684e-32,***,Cholesterol to Total-Lipids in IDL percentage
Unsaturation,0.76 [0.73-0.80],1.222e-24,***,Degree of Unsaturation
Omega-6%,0.76 [0.72-0.79],1.810e-30,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.76 [0.72-0.79],2.685e-31,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.75 [0.72-0.79],2.714e-32,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.75 [0.72-0.79],6.380e-32,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
LA%,0.74 [0.71-0.78],8.435e-34,***,Linoleic Acid to Total-Fatty Acids percentage
PUFA%,0.74 [0.71-0.77],1.293e-36,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.71 [0.68-0.75],4.987e-41,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
