Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.27 [1.22-1.32],1.943e-28,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.27 [1.22-1.32],4.032e-28,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.27 [1.21-1.32],1.254e-22,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.25 [1.21-1.31],4.263e-23,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.25 [1.21-1.30],4.758e-27,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.24 [1.19-1.28],9.704e-23,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.21 [1.16-1.26],1.872e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.21 [1.16-1.26],3.785e-16,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.20 [1.16-1.25],1.117e-14,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.20 [1.15-1.24],5.023e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
TG/PG,1.18 [1.13-1.23],8.320e-10,***,Triglycerides to Phosphoglycerides ratio
L-HDL-PL%,1.18 [1.13-1.23],1.478e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.18 [1.13-1.22],7.397e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.18 [1.13-1.22],3.025e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.18 [1.13-1.23],7.262e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.17 [1.13-1.22],1.967e-09,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG%,1.16 [1.11-1.21],4.933e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.16 [1.12-1.20],1.054e-09,***,Triglycerides in Small HDL
M-HDL-TG%,1.15 [1.11-1.20],2.022e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-P,1.14 [1.10-1.19],9.072e-07,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.14 [1.10-1.19],1.237e-06,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-LDL-TG,1.14 [1.10-1.19],7.106e-07,***,Triglycerides in Small LDL
XL-VLDL-TG,1.14 [1.10-1.19],3.555e-06,***,Triglycerides in Very Large VLDL
XS-VLDL-TG,1.14 [1.10-1.18],2.598e-07,***,Triglycerides in Very Small VLDL
XXL-VLDL-L,1.14 [1.10-1.18],1.042e-05,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.14 [1.10-1.18],1.140e-05,***,Triglycerides in Chylomicrons and Extremely Large VLDL
M-LDL-TG,1.14 [1.10-1.18],2.417e-06,***,Triglycerides in Medium LDL
HDL-TG,1.14 [1.09-1.18],1.456e-06,***,Triglycerides in HDL
S-VLDL-TG,1.13 [1.09-1.18],5.042e-06,***,Triglycerides in Small VLDL
XXL-VLDL-FC,1.13 [1.09-1.18],1.741e-05,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Total-TG,1.13 [1.09-1.18],4.090e-05,***,Total-Triglycerides
MUFA,1.13 [1.09-1.18],1.858e-04,***,Monounsaturated Fatty Acids
LDL-TG,1.13 [1.09-1.17],2.551e-05,***,Triglycerides in LDL
M-HDL-TG,1.13 [1.09-1.17],5.462e-06,***,Triglycerides in Medium HDL
XXL-VLDL-C,1.13 [1.09-1.17],7.409e-05,***,Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-TG,1.13 [1.08-1.17],2.957e-04,***,Triglycerides in VLDL
VLDL-size,1.13 [1.08-1.17],0.002,**,Average Diameter for VLDL Particles
XL-VLDL-P,1.13 [1.08-1.17],2.230e-04,***,Concentration of Very Large VLDL Particles
XXL-VLDL-CE,1.12 [1.08-1.17],3.433e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
IDL-TG,1.12 [1.08-1.16],1.040e-04,***,Triglycerides in IDL
L-LDL-TG,1.12 [1.08-1.16],2.179e-04,***,Triglycerides in Large LDL
XL-VLDL-L,1.12 [1.08-1.17],0.001,**,Total-Lipids in Very Large VLDL
XL-VLDL-PL,1.11 [1.07-1.15],0.010,*,Phospholipids in Very Large VLDL
L-VLDL-PL,1.11 [1.07-1.15],0.012,*,Phospholipids in Large VLDL
L-VLDL-P,1.11 [1.07-1.15],0.019,*,Concentration of Large VLDL Particles
L-VLDL-TG,1.11 [1.07-1.15],0.027,*,Triglycerides in Large VLDL
L-VLDL-PL%,1.11 [1.06-1.15],0.039,*,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-TG,1.10 [1.06-1.15],0.021,*,Triglycerides in Very Large HDL
L-LDL-C,0.90 [0.87-0.94],0.021,*,Cholesterol in Large LDL
L-LDL-PL,0.90 [0.87-0.93],0.006,**,Phospholipids in Large LDL
M-LDL-FC,0.90 [0.86-0.93],0.004,**,Free Cholesterol in Medium LDL
Total-C,0.90 [0.86-0.93],0.009,**,Total-Cholesterol
Total-CE,0.89 [0.86-0.93],0.003,**,Total-Esterified Cholesterol
Albumin,0.89 [0.86-0.93],5.079e-04,***,Albumin
M-VLDL-CE,0.89 [0.86-0.93],5.052e-04,***,Cholesteryl Esters in Medium VLDL
IDL-L,0.89 [0.86-0.92],4.476e-04,***,Total-Lipids in IDL
S-LDL-FC,0.89 [0.86-0.92],7.684e-05,***,Free Cholesterol in Small LDL
Clinical LDL-C,0.89 [0.85-0.92],9.371e-05,***,Clinical LDL Cholesterol
L-VLDL-C%,0.89 [0.85-0.92],2.801e-05,***,Cholesterol to Total-Lipids in Large VLDL percentage
LDL-FC,0.88 [0.85-0.92],1.567e-05,***,Free Cholesterol in LDL
L-HDL-FC%,0.88 [0.84-0.92],0.003,**,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC,0.88 [0.85-0.91],7.780e-06,***,Free Cholesterol in Large LDL
DHA%,0.88 [0.84-0.91],8.569e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-VLDL-FC%,0.88 [0.84-0.91],2.120e-06,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-FC%,0.87 [0.84-0.91],5.171e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-CE,0.87 [0.84-0.91],1.157e-06,***,Cholesteryl Esters in IDL
IDL-C,0.87 [0.84-0.90],2.571e-07,***,Cholesterol in IDL
IDL-FC,0.87 [0.84-0.90],1.948e-07,***,Free Cholesterol in IDL
S-VLDL-CE%,0.87 [0.84-0.90],6.890e-09,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-CE%,0.86 [0.83-0.90],8.743e-10,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.86 [0.83-0.90],2.337e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-CE%,0.86 [0.83-0.89],4.287e-09,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,0.86 [0.83-0.89],2.646e-09,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.85 [0.82-0.89],9.663e-11,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.85 [0.82-0.88],1.144e-12,***,Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-C%,0.85 [0.82-0.88],9.490e-11,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,0.85 [0.82-0.88],3.926e-12,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.85 [0.82-0.88],1.243e-12,***,Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-C%,0.84 [0.81-0.88],5.817e-12,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-FC%,0.84 [0.81-0.88],7.841e-13,***,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.84 [0.81-0.88],1.063e-11,***,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-CE%,0.84 [0.81-0.87],8.798e-13,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-VLDL-C%,0.84 [0.81-0.87],1.109e-15,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-FC%,0.83 [0.81-0.86],3.433e-18,***,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.83 [0.80-0.86],2.193e-16,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-6%,0.83 [0.80-0.86],2.146e-14,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-FC%,0.83 [0.80-0.86],9.744e-17,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-CE%,0.83 [0.79-0.86],3.787e-14,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-C%,0.82 [0.80-0.85],5.162e-22,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.82 [0.79-0.86],2.131e-17,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.82 [0.79-0.86],7.235e-15,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,0.82 [0.79-0.85],1.922e-18,***,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.82 [0.78-0.85],3.667e-17,***,Degree of Unsaturation
M-VLDL-CE%,0.82 [0.79-0.85],1.270e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.82 [0.79-0.85],6.674e-20,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-PL%,0.81 [0.78-0.84],3.846e-21,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.81 [0.78-0.84],1.806e-22,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-FC%,0.81 [0.78-0.84],2.992e-22,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
PUFA%,0.81 [0.77-0.84],3.838e-20,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.81 [0.78-0.84],5.099e-25,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.79 [0.76-0.82],4.888e-27,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.79 [0.76-0.82],3.776e-23,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,0.79 [0.76-0.82],1.881e-27,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
