Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.35 [1.23-1.50],4.776e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA%,1.35 [1.23-1.49],2.173e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.32 [1.21-1.44],3.538e-04,***,Glycoprotein Acetyls
VLDL-size,1.28 [1.17-1.41],0.039,*,Average Diameter for VLDL Particles
L-HDL-PL%,1.28 [1.16-1.40],0.053,,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-PL%,0.79 [0.72-0.86],0.013,*,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,0.79 [0.72-0.86],0.048,*,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-C,0.77 [0.70-0.85],0.049,*,HDL Cholesterol
HDL-FC,0.76 [0.69-0.84],0.015,*,Free Cholesterol in HDL
PUFA/MUFA,0.75 [0.68-0.82],4.761e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.75 [0.68-0.82],6.842e-05,***,Degree of Unsaturation
M-HDL-FC%,0.74 [0.67-0.81],2.262e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-FC,0.73 [0.66-0.80],2.310e-06,***,Free Cholesterol in Very Large HDL
L-HDL-PL,0.73 [0.66-0.80],9.508e-05,***,Phospholipids in Large HDL
L-HDL-L,0.71 [0.65-0.79],1.414e-05,***,Total-Lipids in Large HDL
L-HDL-CE,0.71 [0.64-0.78],2.869e-06,***,Cholesteryl Esters in Large HDL
L-HDL-C,0.70 [0.64-0.78],2.408e-06,***,Cholesterol in Large HDL
L-HDL-P,0.70 [0.64-0.78],4.470e-06,***,Concentration of Large HDL Particles
L-HDL-FC,0.70 [0.63-0.78],2.039e-06,***,Free Cholesterol in Large HDL
XL-HDL-P,0.70 [0.63-0.77],2.995e-07,***,Concentration of Very Large HDL Particles
HDL-size,0.69 [0.63-0.77],9.239e-07,***,Average Diameter for HDL Particles
XL-HDL-C,0.69 [0.63-0.77],8.874e-08,***,Cholesterol in Very Large HDL
XL-HDL-L,0.69 [0.63-0.77],9.923e-08,***,Total-Lipids in Very Large HDL
XL-HDL-PL,0.69 [0.63-0.77],1.465e-07,***,Phospholipids in Very Large HDL
XL-HDL-CE,0.69 [0.62-0.76],8.022e-08,***,Cholesteryl Esters in Very Large HDL
