Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.30 [1.25-1.35],1.188e-32,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.29 [1.24-1.34],1.050e-32,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.29 [1.24-1.34],4.094e-33,***,Triglycerides to Phosphoglycerides ratio
IDL-TG%,1.28 [1.24-1.33],3.478e-35,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.28 [1.23-1.33],1.739e-32,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.28 [1.23-1.33],1.356e-32,***,Triglycerides to Total-Lipids in Small HDL percentage
L-LDL-TG%,1.27 [1.23-1.32],4.743e-33,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.27 [1.23-1.32],2.122e-30,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.27 [1.22-1.32],5.033e-30,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-VLDL-TG%,1.26 [1.22-1.31],4.979e-30,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,1.26 [1.22-1.31],3.971e-28,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.25 [1.21-1.30],2.389e-29,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.25 [1.20-1.29],4.487e-23,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.24 [1.19-1.29],1.149e-20,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC%,1.24 [1.19-1.29],1.675e-18,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-VLDL-TG%,1.23 [1.19-1.28],1.595e-22,***,Triglycerides to Total-Lipids in Small VLDL percentage
VLDL-size,1.23 [1.18-1.28],2.508e-20,***,Average Diameter for VLDL Particles
M-LDL-TG%,1.22 [1.18-1.26],2.612e-23,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.21 [1.17-1.26],1.034e-18,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG,1.20 [1.16-1.24],1.319e-19,***,Triglycerides in Small HDL
XL-VLDL-TG,1.19 [1.15-1.24],7.947e-18,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,1.19 [1.15-1.23],9.271e-18,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.19 [1.15-1.23],7.750e-17,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,1.19 [1.14-1.24],9.713e-13,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-P,1.19 [1.15-1.23],2.420e-17,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,1.19 [1.15-1.23],2.119e-16,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,1.18 [1.14-1.22],1.401e-15,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,1.18 [1.14-1.22],4.559e-14,***,Total-Lipids in Very Large VLDL
