Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.32 [1.23-1.41],4.084e-10,***,Triglycerides to Total-Lipids in IDL percentage
M-HDL-PL%,1.31 [1.23-1.41],2.830e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.31 [1.22-1.41],2.417e-08,***,Triglycerides to Total-Lipids in Large HDL percentage
MUFA%,1.31 [1.22-1.41],1.176e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.30 [1.22-1.39],5.351e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-TG%,1.30 [1.21-1.39],2.322e-08,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.29 [1.21-1.38],4.290e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.28 [1.20-1.37],8.637e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.27 [1.19-1.36],2.107e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.26 [1.18-1.34],1.809e-07,***,Triglycerides in Small HDL
M-LDL-TG%,1.25 [1.18-1.34],8.518e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.25 [1.17-1.35],1.168e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.25 [1.17-1.34],9.833e-05,***,Triglycerides to Phosphoglycerides ratio
XS-VLDL-TG%,1.24 [1.15-1.33],4.976e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-TG,1.24 [1.16-1.31],1.344e-06,***,Triglycerides in Medium HDL
XS-VLDL-TG,1.24 [1.16-1.31],1.675e-06,***,Triglycerides in Very Small VLDL
L-HDL-PL%,1.23 [1.15-1.33],0.004,**,Phospholipids to Total-Lipids in Large HDL percentage
HDL-TG,1.23 [1.15-1.30],1.100e-05,***,Triglycerides in HDL
Total-TG,1.22 [1.14-1.30],7.888e-04,***,Total-Triglycerides
XXL-VLDL-PL,1.21 [1.14-1.29],4.957e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
IDL-TG,1.21 [1.14-1.29],1.116e-04,***,Triglycerides in IDL
XXL-VLDL-L,1.21 [1.14-1.29],0.002,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
