Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.66 [1.45-1.90],4.302e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.66 [1.45-1.91],1.023e-07,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.61 [1.39-1.87],3.744e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.59 [1.38-1.84],3.533e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.58 [1.36-1.83],2.668e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.57 [1.36-1.81],7.788e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.56 [1.34-1.81],0.001,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.55 [1.37-1.77],4.052e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.49 [1.29-1.72],0.007,**,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.44 [1.26-1.65],0.019,*,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-FC%,0.70 [0.61-0.80],0.044,*,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-C%,0.68 [0.60-0.77],0.001,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.68 [0.60-0.76],5.008e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.67 [0.60-0.76],4.439e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.67 [0.59-0.76],1.764e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-CE%,0.67 [0.58-0.78],0.014,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-LDL-P,0.67 [0.57-0.78],0.037,*,Concentration of Small LDL Particles
M-LDL-P,0.66 [0.57-0.77],0.030,*,Concentration of Medium LDL Particles
S-VLDL-FC,0.66 [0.57-0.77],0.015,*,Free Cholesterol in Small VLDL
M-VLDL-FC,0.66 [0.57-0.77],0.015,*,Free Cholesterol in Medium VLDL
S-LDL-C%,0.66 [0.58-0.74],1.627e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
Phosphoglyc,0.65 [0.56-0.76],0.002,**,Phosphoglycerides
M-VLDL-C%,0.65 [0.58-0.74],4.072e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-CE,0.64 [0.56-0.75],9.773e-04,***,Cholesteryl Esters in Medium LDL
M-VLDL-FC%,0.64 [0.57-0.73],3.176e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-PL,0.64 [0.55-0.74],5.404e-04,***,Phospholipids in Small LDL
Total-P,0.64 [0.55-0.74],0.001,**,Total-Concentration of Lipoprotein Particles
M-VLDL-PL%,0.64 [0.56-0.72],1.973e-07,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-CE,0.63 [0.55-0.74],8.185e-04,***,Cholesteryl Esters in Small LDL
XS-VLDL-C,0.63 [0.55-0.74],5.238e-04,***,Cholesterol in Very Small VLDL
