Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.44 [1.33-1.57],2.573e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.41 [1.29-1.53],9.768e-10,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.39 [1.28-1.50],1.866e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.37 [1.26-1.49],7.758e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.36 [1.25-1.49],1.523e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.36 [1.24-1.49],1.314e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.34 [1.23-1.46],1.366e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.32 [1.21-1.44],7.595e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
SFA%,1.32 [1.21-1.44],1.343e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.30 [1.19-1.43],0.003,**,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.30 [1.19-1.42],0.002,**,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.29 [1.18-1.41],0.002,**,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,1.28 [1.18-1.39],1.729e-04,***,Triglycerides in Small HDL
M-HDL-TG%,1.27 [1.17-1.39],0.015,*,Triglycerides to Total-Lipids in Medium HDL percentage
GlycA,1.27 [1.16-1.39],0.015,*,Glycoprotein Acetyls
HDL-TG,1.27 [1.17-1.37],4.093e-04,***,Triglycerides in HDL
M-HDL-TG,1.26 [1.17-1.36],4.951e-04,***,Triglycerides in Medium HDL
XXL-VLDL-P,1.25 [1.16-1.36],0.007,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.25 [1.15-1.35],0.015,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.25 [1.15-1.35],0.025,*,Triglycerides in Chylomicrons and Extremely Large VLDL
S-LDL-TG,1.25 [1.15-1.35],0.011,*,Triglycerides in Small LDL
M-LDL-TG,1.24 [1.15-1.35],0.010,**,Triglycerides in Medium LDL
LDL-TG,1.24 [1.15-1.34],0.013,*,Triglycerides in LDL
XS-VLDL-TG,1.24 [1.15-1.34],0.010,*,Triglycerides in Very Small VLDL
L-LDL-TG,1.23 [1.14-1.33],0.023,*,Triglycerides in Large LDL
IDL-TG,1.23 [1.14-1.33],0.030,*,Triglycerides in IDL
S-VLDL-CE%,0.81 [0.75-0.88],0.044,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-C%,0.81 [0.75-0.88],0.044,*,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.79 [0.73-0.86],0.010,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-FC%,0.79 [0.72-0.86],0.015,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-PL%,0.79 [0.73-0.86],0.003,**,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-CE%,0.78 [0.72-0.85],5.035e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.78 [0.72-0.84],1.895e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-CE%,0.78 [0.72-0.84],3.956e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-CE%,0.77 [0.71-0.84],7.999e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-CE%,0.77 [0.71-0.84],1.395e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.77 [0.71-0.85],0.003,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-C%,0.77 [0.71-0.84],2.497e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-FC%,0.77 [0.71-0.83],3.309e-07,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-C%,0.77 [0.71-0.83],1.869e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-C%,0.76 [0.70-0.82],2.775e-06,***,Cholesterol to Total-Lipids in Small HDL percentage
IDL-C%,0.76 [0.70-0.82],1.674e-06,***,Cholesterol to Total-Lipids in IDL percentage
L-HDL-C%,0.76 [0.69-0.82],5.585e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.76 [0.70-0.82],3.046e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC%,0.75 [0.70-0.82],3.374e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,0.75 [0.69-0.82],2.950e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.75 [0.69-0.82],5.068e-05,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,0.75 [0.69-0.81],2.483e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Unsaturation,0.75 [0.68-0.82],4.516e-05,***,Degree of Unsaturation
M-LDL-FC%,0.74 [0.69-0.81],2.324e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.74 [0.69-0.80],4.218e-09,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.74 [0.68-0.80],2.505e-08,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-C%,0.73 [0.67-0.80],5.990e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL%,0.73 [0.67-0.80],7.475e-08,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,0.73 [0.67-0.79],5.060e-08,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.73 [0.67-0.79],4.417e-08,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.73 [0.67-0.79],1.006e-08,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Omega-6%,0.71 [0.65-0.77],5.606e-10,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.71 [0.65-0.77],5.524e-10,***,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.70 [0.64-0.77],6.562e-09,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,0.69 [0.64-0.75],5.839e-12,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
