Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.18 [1.14-1.22],2.283e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.17 [1.13-1.21],1.927e-18,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.16 [1.12-1.20],6.367e-14,***,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.16 [1.13-1.20],1.011e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.15 [1.11-1.18],9.896e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.14 [1.11-1.18],2.153e-10,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.14 [1.11-1.18],1.327e-12,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.14 [1.10-1.17],1.669e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.14 [1.10-1.17],7.151e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.14 [1.10-1.17],1.997e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.13 [1.10-1.16],6.723e-10,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.13 [1.09-1.16],6.536e-08,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.13 [1.09-1.16],6.030e-08,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG%,1.13 [1.09-1.16],1.467e-09,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-TG%,1.12 [1.09-1.15],9.556e-08,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.12 [1.08-1.15],8.486e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,1.11 [1.07-1.15],0.002,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG%,1.11 [1.07-1.14],5.314e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.10 [1.07-1.14],5.520e-06,***,Triglycerides in Small HDL
GlycA,1.10 [1.07-1.14],1.103e-04,***,Glycoprotein Acetyls
XL-VLDL-TG,1.09 [1.05-1.12],0.015,*,Triglycerides in Very Large VLDL
L-VLDL-PL%,1.09 [1.05-1.12],0.005,**,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL,1.09 [1.05-1.12],0.018,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.08 [1.05-1.12],0.028,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
IDL-PL%,1.08 [1.05-1.11],0.027,*,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG,1.08 [1.05-1.11],0.049,*,Triglycerides in Medium HDL
LDL-CE,0.93 [0.90-0.95],0.037,*,Cholesteryl Esters in LDL
S-VLDL-CE%,0.93 [0.90-0.95],0.020,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-P,0.92 [0.90-0.95],0.009,**,Concentration of IDL Particles
Non-HDL-C,0.92 [0.90-0.95],0.013,*,Total-Cholesterol Minus HDL-C
LDL-L,0.92 [0.90-0.95],0.008,**,Total-Lipids in LDL
LDL-PL,0.92 [0.90-0.95],0.006,**,Phospholipids in LDL
LA,0.92 [0.89-0.95],0.015,*,Linoleic Acid
HDL-P,0.92 [0.89-0.95],0.013,*,Concentration of HDL Particles
