Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.41 [1.30-1.52],6.532e-12,***,Glycoprotein Acetyls
MUFA%,1.34 [1.23-1.46],3.888e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,1.33 [1.23-1.44],7.578e-07,***,Monounsaturated Fatty Acids
L-HDL-TG%,1.31 [1.21-1.43],5.689e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-TG,1.31 [1.22-1.40],1.543e-08,***,Triglycerides in Very Small VLDL
LDL-TG,1.30 [1.21-1.40],9.587e-08,***,Triglycerides in LDL
IDL-TG,1.30 [1.21-1.39],5.200e-08,***,Triglycerides in IDL
L-LDL-TG,1.30 [1.21-1.39],9.978e-08,***,Triglycerides in Large LDL
S-HDL-TG,1.30 [1.21-1.40],4.680e-07,***,Triglycerides in Small HDL
M-LDL-TG,1.30 [1.21-1.39],1.829e-07,***,Triglycerides in Medium LDL
XL-HDL-TG%,1.30 [1.20-1.41],8.326e-05,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.29 [1.19-1.40],5.663e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.29 [1.19-1.40],1.287e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
SFA,1.29 [1.19-1.39],2.655e-04,***,Saturated Fatty Acids
S-LDL-TG,1.28 [1.19-1.38],2.905e-06,***,Triglycerides in Small LDL
HDL-TG,1.28 [1.19-1.37],2.545e-06,***,Triglycerides in HDL
Total-FA,1.28 [1.18-1.39],7.871e-04,***,Total-Fatty Acids
L-LDL-TG%,1.28 [1.18-1.38],5.913e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
Total-TG,1.27 [1.18-1.37],2.437e-04,***,Total-Triglycerides
M-HDL-TG,1.27 [1.18-1.36],9.207e-06,***,Triglycerides in Medium HDL
S-VLDL-TG,1.26 [1.17-1.36],7.869e-05,***,Triglycerides in Small VLDL
XXL-VLDL-PL,1.26 [1.17-1.36],1.979e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-LDL-TG%,1.26 [1.17-1.36],9.191e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
TG/PG,1.26 [1.16-1.37],0.012,*,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-FC,1.26 [1.17-1.36],2.035e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.26 [1.17-1.35],4.077e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,1.25 [1.16-1.35],0.002,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,1.25 [1.16-1.35],6.875e-04,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,1.25 [1.16-1.34],9.522e-04,***,Concentration of Very Large VLDL Particles
XL-VLDL-PL,1.25 [1.16-1.34],0.001,**,Phospholipids in Very Large VLDL
XL-VLDL-L,1.25 [1.15-1.34],0.003,**,Total-Lipids in Very Large VLDL
