Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,2.40 [2.23-2.59],8.038e-117,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,2.35 [2.17-2.54],1.311e-92,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.32 [2.15-2.50],6.111e-99,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,2.24 [2.09-2.40],7.184e-115,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,2.20 [2.00-2.43],3.521e-51,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,2.16 [2.02-2.31],2.259e-106,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.99 [1.86-2.11],7.887e-95,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.92 [1.79-2.05],6.162e-77,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.88 [1.75-2.01],7.119e-65,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.68 [1.57-1.79],1.912e-47,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.60 [1.49-1.73],2.679e-30,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,1.60 [1.49-1.72],1.906e-33,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,1.50 [1.39-1.62],7.549e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.50 [1.39-1.61],2.916e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-PL%,1.46 [1.37-1.57],4.778e-22,***,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.43 [1.33-1.53],7.504e-18,***,Triglycerides to Total-Lipids in Large VLDL percentage
MUFA%,1.42 [1.32-1.54],1.222e-13,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.38 [1.28-1.48],1.305e-12,***,Phospholipids to Total-Lipids in Medium LDL percentage
Creatinine,1.26 [1.17-1.36],5.662e-04,***,Creatinine
XL-HDL-TG%,1.26 [1.17-1.35],1.205e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
