Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.14 [1.01-1.28],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.09 [0.97-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.05 [0.93-1.19],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-C%,1.03 [0.91-1.17],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.01 [0.88-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL,0.72 [0.64-0.82],0.034,*,Phospholipids in Small HDL
Total-C,0.72 [0.64-0.81],0.020,*,Total-Cholesterol
Total-CE,0.72 [0.64-0.81],0.014,*,Total-Esterified Cholesterol
Total-L,0.71 [0.63-0.81],0.010,**,Total-Lipids in Lipoprotein Particles
S-HDL-FC,0.70 [0.62-0.79],0.002,**,Free Cholesterol in Small HDL
M-HDL-FC%,0.69 [0.61-0.79],0.004,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE,0.69 [0.61-0.78],0.001,**,Cholesteryl Esters in Medium HDL
M-HDL-C,0.68 [0.60-0.77],4.222e-04,***,Cholesterol in Medium HDL
M-HDL-PL,0.68 [0.60-0.77],3.898e-04,***,Phospholipids in Medium HDL
HDL-CE,0.68 [0.60-0.77],7.028e-04,***,Cholesteryl Esters in HDL
HDL-FC,0.67 [0.59-0.77],6.450e-04,***,Free Cholesterol in HDL
HDL-C,0.67 [0.59-0.76],4.051e-04,***,HDL Cholesterol
M-HDL-L,0.67 [0.59-0.76],8.844e-05,***,Total-Lipids in Medium HDL
M-HDL-P,0.67 [0.59-0.76],1.747e-04,***,Concentration of Medium HDL Particles
Total-PL,0.67 [0.59-0.75],1.930e-05,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-FC,0.67 [0.59-0.76],1.132e-04,***,Free Cholesterol in Medium HDL
HDL-PL,0.66 [0.58-0.75],7.738e-05,***,Phospholipids in HDL
HDL-P,0.66 [0.58-0.75],1.589e-05,***,Concentration of HDL Particles
HDL-L,0.66 [0.58-0.75],3.010e-05,***,Total-Lipids in HDL
ApoA1,0.66 [0.58-0.74],1.179e-05,***,Apolipoprotein A1
Total-P,0.65 [0.57-0.74],3.695e-06,***,Total-Concentration of Lipoprotein Particles
Phosphoglyc,0.64 [0.57-0.73],4.582e-07,***,Phosphoglycerides
Omega-6,0.64 [0.57-0.73],1.780e-07,***,Omega-6 Fatty Acids
Cholines,0.64 [0.57-0.73],3.022e-07,***,Total-Cholines
LA,0.64 [0.57-0.72],3.083e-08,***,Linoleic Acid
PC,0.63 [0.56-0.71],4.994e-08,***,Phosphatidylcholines
PUFA,0.63 [0.56-0.71],2.640e-08,***,Polyunsaturated Fatty Acids
