Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.72 [1.57-1.87],5.085e-28,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.67 [1.54-1.82],1.960e-28,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.67 [1.52-1.82],8.008e-23,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.66 [1.52-1.81],1.139e-23,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.64 [1.51-1.78],4.729e-26,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-TG%,1.56 [1.41-1.73],8.042e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.56 [1.44-1.68],3.993e-23,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.49 [1.36-1.62],1.280e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.46 [1.34-1.59],1.598e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.43 [1.32-1.55],2.582e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.34 [1.23-1.46],2.586e-06,***,Phospholipids to Total-Lipids in IDL percentage
MUFA%,1.32 [1.20-1.45],0.001,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.27 [1.16-1.39],0.046,*,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-PL%,0.80 [0.75-0.86],1.357e-05,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-FC%,0.80 [0.73-0.87],0.030,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-L,0.79 [0.72-0.86],0.041,*,Total-Lipids in VLDL
S-HDL-FC,0.79 [0.72-0.86],0.015,*,Free Cholesterol in Small HDL
PUFA/MUFA,0.77 [0.70-0.85],0.009,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-FC,0.77 [0.70-0.85],0.029,*,Free Cholesterol in Large HDL
SFA,0.77 [0.70-0.84],0.005,**,Saturated Fatty Acids
S-VLDL-L,0.76 [0.70-0.83],3.897e-04,***,Total-Lipids in Small VLDL
L-VLDL-CE,0.76 [0.70-0.83],5.131e-04,***,Cholesteryl Esters in Large VLDL
L-HDL-C%,0.76 [0.70-0.83],8.386e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-CE,0.75 [0.69-0.82],1.865e-04,***,Cholesteryl Esters in Very Large VLDL
VLDL-PL,0.75 [0.68-0.82],4.638e-05,***,Phospholipids in VLDL
XL-HDL-L,0.74 [0.67-0.81],1.751e-04,***,Total-Lipids in Very Large HDL
HDL-FC,0.74 [0.67-0.81],1.295e-04,***,Free Cholesterol in HDL
L-VLDL-C%,0.73 [0.68-0.80],6.017e-08,***,Cholesterol to Total-Lipids in Large VLDL percentage
Total-FA,0.73 [0.67-0.80],4.143e-06,***,Total-Fatty Acids
Total-P,0.73 [0.67-0.80],2.448e-06,***,Total-Concentration of Lipoprotein Particles
XL-HDL-FC,0.72 [0.65-0.79],2.163e-07,***,Free Cholesterol in Very Large HDL
XS-VLDL-FC%,0.71 [0.66-0.77],6.342e-12,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE,0.71 [0.65-0.79],3.893e-06,***,Cholesteryl Esters in Very Large HDL
VLDL-P,0.71 [0.65-0.78],5.866e-08,***,Concentration of VLDL Particles
VLDL-FC,0.71 [0.65-0.78],1.834e-08,***,Free Cholesterol in VLDL
XL-HDL-C,0.71 [0.64-0.78],9.183e-07,***,Cholesterol in Very Large HDL
